Date,Close_SPX,Close_GC,lowest_low_100,highest_high_50,position,spx_allocation,gc_allocation,cash_allocation,spx_return,gc_return,strategy_return,buy_hold_return,strategy_cumulative,buy_hold_cumulative
1983-10-03,164.93,396.4,,,full_spx,1.0,0.0,0.0,-0.006864575179141297,-0.058879392212725534,-0.006864575179141297,-0.006864575179141297,1.7326399467876898,1.7326399467876898
1984-04-02,153.18,385.7,,,full_spx,1.0,0.0,0.0,-0.07124234523737338,-0.02699293642785061,-0.07124234523737338,-0.07124234523737338,1.609202613526577,1.609202613526577
1984-07-02,166.1,373.6,,,full_spx,1.0,0.0,0.0,0.08434521477999724,-0.03137153227897316,0.08434521477999724,0.08434521477999724,1.7449311535890089,1.7449311535890089
1984-10-01,167.24,350.9,,,full_spx,1.0,0.0,0.0,0.0068633353401565955,-0.06076017130620992,0.0068633353401565955,0.0068633353401565955,1.7569072012415765,1.7569072012415765
1985-04-01,191.85,322.7,,,full_spx,1.0,0.0,0.0,0.14715379095910053,-0.0803647762895412,0.14715379095910053,0.14715379095910053,2.015442756267618,2.015442756267618
1985-07-01,182.08,310.8,,,full_spx,1.0,0.0,0.0,-0.05092520198071404,-0.036876355748373,-0.05092520198071404,-0.05092520198071404,1.9128059268241226,1.9128059268241226
1985-10-01,211.28,327.1,,,full_spx,1.0,0.0,0.0,0.1603690685413004,0.05244530244530243,0.1603690685413004,0.1603690685413004,2.219560831609186,2.219560831609186
1986-04-01,250.84,337.0,,,full_spx,1.0,0.0,0.0,0.1872396819386597,0.03026597370834594,0.1872396819386597,0.1872396819386597,2.6351506957631967,2.6351506957631967
1986-07-01,231.32,345.8,,,full_spx,1.0,0.0,0.0,-0.07781852974007342,0.026112759643917016,-0.07781852974007342,-0.07781852974007342,2.430087142975373,2.430087142975373
1986-10-01,242.16,429.2,,,full_spx,1.0,0.0,0.0,0.04686149057582578,0.24117987275882014,0.04686149057582578,0.04686149057582578,2.5439646487243492,2.5439646487243492
1987-04-01,304.0,422.5,,,full_spx,1.0,0.0,0.0,0.2553683515031384,-0.015610438024231121,0.2553683515031384,0.2553683515031384,3.1936127073513467,3.1936127073513467
1987-07-01,321.83,449.4,,,full_spx,1.0,0.0,0.0,0.05865131578947369,0.06366863905325437,0.05865131578947369,0.05865131578947369,3.3809222947594866,3.3809222947594866
1987-10-01,247.09,459.7,,,full_spx,1.0,0.0,0.0,-0.23223440947083862,0.02291944815309299,-0.23223440947083862,-0.23223440947083862,2.5957558021692244,2.5957558021692244
1988-07-01,271.91,439.6,,,full_spx,1.0,0.0,0.0,0.10044922902586118,-0.04372416793561007,0.10044922902586118,0.10044922902586118,2.856497471236529,2.856497471236529
1988-10-03,277.72,402.2,,,full_spx,1.0,0.0,0.0,0.02136736420139007,-0.08507734303912651,0.02136736420139007,0.02136736420139007,2.9175332930447895,2.9175332930447895
1989-04-03,317.98,391.1,,,full_spx,1.0,0.0,0.0,0.14496615295981563,-0.02759820984584771,0.14496615295981563,0.14496615295981563,3.3404768706696752,3.3404768706696752
1989-07-03,349.15,381.1,,,full_spx,1.0,0.0,0.0,0.09802503302094467,-0.02556890820761948,0.09802503302094467,0.09802503302094467,3.6679272262227722,3.6679272262227722
1989-10-02,353.4,372.1,,,full_spx,1.0,0.0,0.0,0.012172418731204449,-0.023615848858567268,0.012172418731204449,0.012172418731204449,3.712574772295941,3.712574772295941
1990-04-02,358.02,374.5,,,full_spx,1.0,0.0,0.0,0.01307300509337872,0.006449879064767572,0.01307300509337872,0.01307300509337872,3.7611092812037152,3.7611092812037152
1990-07-02,306.05,360.8,,,full_spx,1.0,0.0,0.0,-0.14515948829674308,-0.036582109479305736,-0.14515948829674308,-0.14515948829674308,3.215148582516053,3.215148582516053
1990-10-01,330.22,391.6,,,full_spx,1.0,0.0,0.0,0.07897402385231178,0.08536585365853666,0.07897402385231178,0.07897402385231178,3.469061803360402,3.469061803360402
1991-04-01,371.16,362.4,,,full_spx,1.0,0.0,0.0,0.12397795409121182,-0.07456588355464766,0.12397795409121182,0.12397795409121182,3.8991489883569947,3.8991489883569947
1991-07-01,387.86,369.9,,387.86,full_spx,1.0,0.0,0.0,0.044994072637137617,0.020695364238410674,0.044994072637137617,0.044994072637137617,4.074587581162151,4.074587581162151
1991-10-01,417.09,357.3,,417.09,full_spx,1.0,0.0,0.0,0.07536224410869896,-0.03406326034063256,0.07536224410869896,0.07536224410869896,4.381657645095966,4.381657645095966
1992-04-01,408.14,344.6,,417.09,full_spx,1.0,0.0,0.0,-0.02145819847035413,-0.035544360481388204,-0.02145819847035413,-0.02145819847035413,4.287635165718352,4.287635165718352
1992-07-01,417.8,345.6,,417.8,full_spx,1.0,0.0,0.0,0.023668349095898433,0.0029019152640743506,0.023668349095898433,0.023668349095898433,4.389116411616424,4.389116411616424
1992-10-01,435.71,349.1,,435.71,full_spx,1.0,0.0,0.0,0.042867400670177025,0.01012731481481488,0.042867400670177025,0.042867400670177025,4.577266423421235,4.577266423421235
1993-04-01,450.53,340.2,,450.53,full_spx,1.0,0.0,0.0,0.03401344931261607,-0.025494127757089702,0.03401344931261607,0.03401344931261607,4.732955042904613,4.732955042904613
1993-07-01,458.93,388.2,,458.93,full_spx,1.0,0.0,0.0,0.01864470734468293,0.14109347442680775,0.01864470734468293,0.01864470734468293,4.821199604555111,4.821199604555111
1993-10-01,466.45,356.9,,466.45,full_spx,1.0,0.0,0.0,0.016385941211077837,-0.08062854198866565,0.016385941211077837,0.016385941211077837,4.900199497842222,4.900199497842222
1994-01-03,445.76,394.7,,466.45,full_spx,1.0,0.0,0.0,-0.04435630828598991,0.10591202017371826,-0.04435630828598991,-0.04435630828598991,4.682844738253079,4.682844738253079
1994-07-01,462.71,388.1,,466.45,full_spx,1.0,0.0,0.0,0.038024946159368245,-0.01672156067899666,0.038024946159368245,0.038024946159368245,4.860909657297833,4.860909657297833
1994-10-03,461.17,398.2,,466.45,full_spx,1.0,0.0,0.0,-0.0033282185386094287,0.02602422056171072,-0.0033282185386094287,-0.0033282185386094287,4.844731487661909,4.844731487661909
1995-04-03,544.75,394.9,,544.75,full_spx,1.0,0.0,0.0,0.18123468569074297,-0.008287292817679592,0.18123468569074297,0.18123468569074297,5.722764876084361,5.722764876084361
1995-10-02,615.93,384.8,,615.93,full_spx,1.0,0.0,0.0,0.13066544286369886,-0.02557609521397819,0.13066544286369886,0.13066544286369886,6.470532483022745,6.470532483022745
1996-04-01,670.63,397.7,,670.63,full_spx,1.0,0.0,0.0,0.08880879320702029,0.03352390852390852,0.08880879320702029,0.08880879320702029,7.045172664246819,7.045172664246819
1996-07-01,687.33,382.7,,687.33,full_spx,1.0,0.0,0.0,0.024901957860519186,-0.037716872014080915,0.024901957860519186,0.024901957860519186,7.220611257051975,7.220611257051975
1996-10-01,740.74,381.0,,740.74,full_spx,1.0,0.0,0.0,0.07770648742234432,-0.004442121766396578,0.07770648742234432,0.07770648742234432,7.781699594879722,7.781699594879722
1997-04-01,885.14,354.7,,885.14,full_spx,1.0,0.0,0.0,0.194940194940195,-0.06902887139107616,0.194940194940195,0.194940194940195,9.29866563087161,9.29866563087161
1997-07-01,947.28,335.1,,947.28,full_spx,1.0,0.0,0.0,0.07020358361389167,-0.05525796447702269,0.07020358361389167,0.07020358361389167,9.951465280986126,9.951465280986126
1997-10-01,970.43,336.1,,970.43,full_spx,1.0,0.0,0.0,0.024438392027700262,0.0029841838257236297,0.024438392027700262,0.024438392027700262,10.194663090772913,10.194663090772913
1998-04-01,1133.84,301.9,,1133.84,full_spx,1.0,0.0,0.0,0.16838927073565335,-0.10175542993156816,0.16838927073565335,0.16838927073565335,11.911334974023845,11.911334974023845
1998-07-01,1017.05,297.4,,1133.84,full_spx,1.0,0.0,0.0,-0.1030039511747689,-0.014905597880092714,-0.1030039511747689,-0.1030039511747689,10.684420407933175,10.684420407933175
1998-10-01,1229.23,302.1,,1229.23,full_spx,1.0,0.0,0.0,0.20862297822132647,0.01580363147276409,0.20862297822132647,0.20862297822132647,12.913436014004914,12.913436014004914
1999-04-01,1372.66,282.0,,1372.66,full_spx,1.0,0.0,0.0,0.1166828014285366,-0.06653426017874886,0.1166828014285366,0.1166828014285366,14.420211904187163,14.420211904187163
1999-07-01,1282.71,264.4,,1372.66,full_spx,1.0,0.0,0.0,-0.06552970145556802,-0.06241134751773059,-0.06552970145556802,-0.06552970145556802,13.47525972317975,13.47525972317975
1999-10-01,1469.25,305.3,,1469.25,full_spx,1.0,0.0,0.0,0.1454264798746403,0.1546898638426628,0.1454264798746403,0.1454264798746403,15.434919310118302,15.434919310118302
2000-04-03,1454.6,280.4,,1469.25,full_spx,1.0,0.0,0.0,-0.009971073677046194,-0.08155912217491001,-0.009971073677046194,-0.009971073677046194,15.28101659247785,15.28101659247785
2000-10-02,1320.5,276.3,,1469.25,full_spx,1.0,0.0,0.0,-0.09219029286401759,-0.014621968616262415,-0.09219029286401759,-0.09219029286401759,13.872255197557404,13.872255197557404
2001-01-02,1160.34,270.0,,1469.25,full_spx,1.0,0.0,0.0,-0.12128739113971987,-0.0228013029315961,-0.12128739113971987,-0.12128739113971987,12.189725555421248,12.189725555421248
2001-04-02,1226.99,256.6,,1469.25,full_spx,1.0,0.0,0.0,0.05744006067187213,-0.04962962962962958,0.05744006067187213,0.05744006067187213,12.889904130898115,12.889904130898115
2001-07-02,1040.9,270.1,,1469.25,full_spx,1.0,0.0,0.0,-0.15166382774105736,0.05261106780982083,-0.15166382774105736,-0.15166382774105736,10.934971931190839,10.934971931190839
2001-10-01,1148.16,293.5,,1469.25,full_spx,1.0,0.0,0.0,0.10304544144490335,0.08663457978526456,0.10304544144490335,0.10304544144490335,12.061770941028026,12.061770941028026
2002-01-02,1147.39,279.2,,1469.25,full_spx,1.0,0.0,0.0,-0.0006706382385730514,-0.04872231686541739,-0.0006706382385730514,-0.0006706382385730514,12.053681856210064,12.053681856210064
2002-04-01,989.44,304.2,,1469.25,full_spx,1.0,0.0,0.0,-0.1376602550135525,0.08954154727793706,-0.1376602550135525,-0.1376602550135525,10.394368938031956,10.394368938031956
2002-07-01,815.26,314.4,,1469.25,full_spx,1.0,0.0,0.0,-0.1760389715394567,0.0335305719921104,-0.1760389715394567,-0.1760389715394567,8.564554920379136,8.564554920379136
2002-10-01,879.82,322.2,,1469.25,full_spx,1.0,0.0,0.0,0.0791894610308368,0.024809160305343525,0.0791894610308368,0.0791894610308368,9.24277740849296,9.24277740849296
2003-01-02,848.12,346.5,,1469.25,full_spx,1.0,0.0,0.0,-0.03603009706530891,0.07541899441340782,-0.03603009706530891,-0.03603009706530891,8.909759241311916,8.909759241311916
2003-04-01,974.5,335.2,,1469.25,full_spx,1.0,0.0,0.0,0.14901193227373488,-0.03261183261183265,0.14901193227373488,0.14901193227373488,10.23741968195357,10.23741968195357
2003-07-01,995.95,351.7,,1469.25,full_spx,1.0,0.0,0.0,0.022011287839917903,0.049224343675417614,0.022011287839917903,0.022011287839917903,10.46275847331109,10.46275847331109
2003-10-01,1111.92,385.0,,1469.25,full_spx,1.0,0.0,0.0,0.11644158843315422,0.09468296843901047,0.11644158843315422,0.11644158843315422,11.681058689335877,11.681058689335877
2004-04-01,1140.75,428.8,,1469.25,full_spx,1.0,0.0,0.0,0.025928124325490964,0.11376623376623374,0.025928124325490964,0.025928124325490964,11.983926631286334,11.983926631286334
2004-07-01,1114.58,396.4,,1469.25,full_spx,1.0,0.0,0.0,-0.022941047556432226,-0.07555970149253743,-0.022941047556432226,-0.022941047556432226,11.7090028005252,11.7090028005252
2004-10-01,1211.92,421.2,,1469.25,full_spx,1.0,0.0,0.0,0.08733334529598613,0.0625630676084763,0.08733334529598613,0.08733334529598613,12.731589185175135,12.731589185175135
2005-01-03,1180.59,429.7,,1469.25,full_spx,1.0,0.0,0.0,-0.025851541355865204,0.020180436847103467,-0.025851541355865204,-0.025851541355865204,12.402457980828695,12.402457980828695
2005-04-01,1191.33,428.3,,1469.25,full_spx,1.0,0.0,0.0,0.009097146342083251,-0.0032580870374679938,0.009097146342083251,0.009097146342083251,12.515284956081832,12.515284956081832
2005-07-01,1228.81,428.8,,1469.25,full_spx,1.0,0.0,0.0,0.03146063643155128,0.001167406023815154,0.03146063643155128,0.03146063643155128,12.909023785922386,12.909023785922386
2005-10-03,1248.29,469.3,,1469.25,full_spx,1.0,0.0,0.0,0.015852735573441024,0.0944496268656716,0.015852735573441024,0.015852735573441024,13.113667126511874,13.113667126511874
2006-01-03,1294.82,532.5,,1469.25,full_spx,1.0,0.0,0.0,0.03727499218931496,0.13466865544427864,0.03727499218931496,0.03727499218931496,13.602478966225881,13.602478966225881
2006-04-03,1270.2,594.3,,1469.25,full_spx,1.0,0.0,0.0,-0.019014225915571226,0.11605633802816895,-0.019014225915571226,-0.019014225915571226,13.343838358150256,13.343838358150256
2006-10-02,1418.3,603.3,,1469.25,full_spx,1.0,0.0,0.0,0.11659581168319932,0.015143866733972722,0.11659581168319932,0.11659581168319932,14.899674022488195,14.899674022488195
2007-01-03,1420.86,629.8,,1469.25,full_spx,1.0,0.0,0.0,0.001804977790312412,0.043925078733631606,0.001804977790312412,0.001804977790312412,14.926567603181681,14.926567603181681
2007-04-02,1503.35,671.5,83.870003,1503.35,full_spx,1.0,0.0,0.0,0.05805638838449956,0.06621149571292473,0.05805638838449956,0.05805638838449956,15.793150209199485,15.793150209199485
2007-07-02,1526.75,659.2,83.870003,1526.75,full_spx,1.0,0.0,0.0,0.015565237635946527,-0.018317200297840563,0.015565237635946527,0.015565237635946527,16.038974345225874,16.038974345225874
2007-10-01,1468.36,754.1,90.190002,1526.75,full_spx,1.0,0.0,0.0,-0.03824463730145744,0.14396237864077666,-0.03824463730145744,-0.03824463730145744,15.42556958870533,15.42556958870533
2008-01-02,1322.7,860.0,95.099998,1526.75,full_spx,1.0,0.0,0.0,-0.09919910648614771,0.14043230340803614,-0.09919910648614771,-0.09919910648614771,13.895366868465867,13.895366868465867
2008-04-01,1280.0,887.8,95.099998,1526.75,full_spx,1.0,0.0,0.0,-0.03228245255915929,0.03232558139534869,-0.03228245255915929,-0.03228245255915929,13.446790346742505,13.446790346742505
2008-07-01,1166.36,944.5,95.099998,1526.75,full_spx,1.0,0.0,0.0,-0.08878125000000003,0.06386573552601948,-0.08878125000000003,-0.08878125000000003,12.252967491270772,12.252967491270772
2008-10-01,903.25,887.3,95.099998,1526.75,full_spx,1.0,0.0,0.0,-0.22558215302308027,-0.06056114346214936,-0.22558215302308027,-0.22558215302308027,9.488916703668101,9.488916703668101
2009-01-02,797.87,879.5,95.099998,1526.75,full_spx,1.0,0.0,0.0,-0.11666758926100196,-0.008790713400202765,-0.11666758926100196,-0.11666758926100196,8.38186766715269,8.38186766715269
2009-04-01,919.32,927.7,95.099998,1526.75,full_spx,1.0,0.0,0.0,0.1522177798388209,0.054803865832859566,0.1522177798388209,0.1522177798388209,9.65773695434947,9.65773695434947
2009-07-01,1057.08,941.3,95.099998,1526.75,full_spx,1.0,0.0,0.0,0.149849889048427,0.014659911609356424,0.149849889048427,0.149849889048427,11.104947765417633,11.104947765417633
2009-10-01,1115.1,1000.7,95.529999,1526.75,full_spx,1.0,0.0,0.0,0.05488704733794991,0.0631042175714438,0.05488704733794991,0.05488704733794991,11.714465559103571,11.714465559103571
2010-01-04,1169.43,1118.3,96.110001,1526.75,full_spx,1.0,0.0,0.0,0.04872208770513864,0.11751773758369133,0.04872208770513864,0.04872208770513864,12.285218777493041,12.285218777493041
2010-04-01,1030.71,1126.1,96.110001,1526.75,full_spx,1.0,0.0,0.0,-0.11862189271696466,0.006974872574443403,-0.11862189271696466,-0.11862189271696466,10.827922873664821,10.827922873664821
2010-07-01,1141.2,1206.7,102.910004,1526.75,full_spx,1.0,0.0,0.0,0.10719795092703088,0.0715744605274844,0.10719795092703088,0.10719795092703088,11.988654018517618,11.988654018517618
2010-10-01,1257.64,1317.8,107.940002,1526.75,full_spx,1.0,0.0,0.0,0.10203294777427274,0.09206927985414759,0.10203294777427274,0.10203294777427274,13.211891727872851,13.211891727872851
2011-01-03,1325.83,1422.9,107.940002,1526.75,full_spx,1.0,0.0,0.0,0.05422060367036652,0.07975413568068013,0.05422060367036652,0.05422060367036652,13.92824847298564,13.92824847298564
2011-04-01,1320.64,1428.9,109.61,1526.75,full_spx,1.0,0.0,0.0,-0.0039145290120149445,0.004216740459624724,-0.0039145290120149445,-0.0039145290120149445,13.873725940251585,13.873725940251585
2011-07-01,1131.42,1482.6,109.61,1526.75,full_spx,1.0,0.0,0.0,-0.14327901623455297,0.03758135628805359,-0.14327901623455297,-0.14327901623455297,11.88591213602454,11.88591213602454
2011-10-03,1257.6,1657.7,109.61,1526.75,full_spx,1.0,0.0,0.0,0.11152357214827369,0.11810333198435186,0.11152357214827369,0.11152357214827369,13.211471515674514,13.211471515674514
2012-01-03,1408.47,1600.5,109.61,1526.75,full_spx,1.0,0.0,0.0,0.1199666030534352,-0.03450564034505643,0.1199666030534352,0.1199666030534352,14.796406874747204,14.796406874747204
2012-04-02,1362.16,1679.7,109.61,1526.75,full_spx,1.0,0.0,0.0,-0.03287964954880118,0.04948453608247427,-0.03287964954880118,-0.03287964954880118,14.309906202124044,14.309906202124044
2012-07-02,1440.67,1597.7,109.61,1526.75,full_spx,1.0,0.0,0.0,0.05763640101016043,-0.04881824135262247,0.05763640101016043,0.05763640101016043,15.134677694407447,15.134677694407447
2012-10-01,1426.19,1783.3,109.61,1526.75,full_spx,1.0,0.0,0.0,-0.01005087910486091,0.11616699004819431,-0.01005087910486091,-0.01005087910486091,14.982560878609922,14.982560878609922
2013-01-02,1569.19,1688.8,120.42,1569.19,full_spx,1.0,0.0,0.0,0.10026714533126713,-0.05299164470363937,0.10026714533126713,0.10026714533126713,16.48481948766006,16.48481948766006
2013-04-01,1606.28,1600.9,140.64,1606.28,full_spx,1.0,0.0,0.0,0.023636398396625014,-0.05204879204168633,0.023636398396625014,0.023636398396625014,16.874461248566842,16.874461248566842
2013-07-01,1681.55,1255.7,152.96,1681.55,full_spx,1.0,0.0,0.0,0.04685982518614429,-0.21562870885127117,0.04685982518614429,0.04685982518614429,17.66519555278505,17.66519555278505
2013-10-01,1848.36,1286.1,153.18,1848.36,full_spx,1.0,0.0,0.0,0.09920014272546163,0.024209604204825874,0.09920014272546163,0.09920014272546163,19.41758547289452,19.41758547289452
2014-01-02,1872.34,1225.2,153.18,1872.34,full_spx,1.0,0.0,0.0,0.012973663139215219,-0.047352460928388074,0.012973663139215219,0.012973663139215219,19.669502685796772,19.669502685796772
2014-04-01,1960.23,1280.0,153.18,1960.23,full_spx,1.0,0.0,0.0,0.04694126066846849,0.04472739144629445,0.04694126066846849,0.04694126066846849,20.5928139385899,20.5928139385899
2014-07-01,1972.29,1326.6,166.1,1972.29,full_spx,1.0,0.0,0.0,0.006152339266310536,0.03640624999999997,0.006152339266310536,0.006152339266310536,20.719507916388114,20.719507916388114
2014-10-01,2058.9,1215.5,167.24,2058.9,full_spx,1.0,0.0,0.0,0.04391342044019897,-0.08374792703150902,0.04391342044019897,0.04391342044019897,21.629372378834496,21.629372378834496
2015-01-02,2067.89,1186.2,182.08,2067.89,full_spx,1.0,0.0,0.0,0.0043664092476563,-0.0241053064582476,0.0043664092476563,0.0043664092476563,21.723815070410442,21.723815070410442
2015-04-01,2063.11,1208.2,182.08,2067.89,full_spx,1.0,0.0,0.0,-0.0023115349462494716,0.018546619457089797,-0.0023115349462494716,-0.0023115349462494716,21.673599712709326,21.673599712709326
2015-07-01,1920.03,1169.3,211.28,2067.89,full_spx,1.0,0.0,0.0,-0.0693516099480882,-0.03219665618275125,-0.0693516099480882,-0.0693516099480882,20.170500679262513,20.170500679262513
2015-10-01,2043.94,1113.7,231.32,2067.89,full_spx,1.0,0.0,0.0,0.06453544996692773,-0.04754981612930809,0.06453544996692773,0.06453544996692773,21.47221301665694,21.47221301665694
2016-01-04,2059.74,1075.2,231.32,2067.89,full_spx,1.0,0.0,0.0,0.007730168204546084,-0.034569453174104314,0.007730168204546084,0.007730168204546084,21.638196834999544,21.638196834999544
2016-04-01,2098.86,1223.5,242.16,2098.86,full_spx,1.0,0.0,0.0,0.01899268839756485,0.13792782738095233,0.01899268839756485,0.01899268839756485,22.049164364971865,22.049164364971865
2016-07-01,2168.27,1339.0,247.09,2168.27,full_spx,1.0,0.0,0.0,0.033070333419094045,0.09440130772374333,0.033070333419094045,0.033070333419094045,22.778337582133894,22.778337582133894
2016-10-03,2238.83,1312.7,247.09,2238.83,full_spx,1.0,0.0,0.0,0.03254207271234666,-0.01964152352501869,0.03254207271234666,0.03254207271234666,23.519591899998073,23.519591899998073
2017-01-03,2362.72,1162.0,247.09,2362.72,full_spx,1.0,0.0,0.0,0.05533693938351725,-0.1148015540489069,0.05533693938351725,0.05533693938351725,24.82109413129333,24.82109413129333
2017-04-03,2423.41,1254.0,271.91,2423.41,full_spx,1.0,0.0,0.0,0.025686496918805535,0.0791738382099827,0.025686496918805535,0.025686496918805535,25.458661089218175,25.458661089218175
2017-07-03,2519.36,1219.2,277.72,2519.36,full_spx,1.0,0.0,0.0,0.039592970236155045,-0.02775119617224875,0.039592970236155045,0.039592970236155045,26.46664509997595,26.46664509997595
2017-10-02,2673.61,1275.8,306.05,2673.61,full_spx,1.0,0.0,0.0,0.061225866886828406,0.046423884514435576,0.061225866886828406,0.061225866886828406,28.087088389808006,28.087088389808006
2018-01-02,2640.87,1316.1,306.05,2673.61,full_spx,1.0,0.0,0.0,-0.012245615478697403,0.031588023201128745,-0.012245615478697403,-0.012245615478697403,27.743144705470232,27.743144705470232
2018-04-02,2718.37,1346.9,306.05,2718.37,full_spx,1.0,0.0,0.0,0.029346389636748516,0.023402477015424417,0.029346389636748516,0.029346389636748516,28.55730583974566,28.55730583974566
2018-07-02,2913.98,1241.7,306.05,2913.98,full_spx,1.0,0.0,0.0,0.07195856340380447,-0.07810527878832874,0.07195856340380447,0.07195856340380447,30.612248542656832,30.612248542656832
2018-10-01,2506.85,1191.7,306.05,2913.98,full_spx,1.0,0.0,0.0,-0.13971612708391967,-0.04026737537247327,-0.13971612708391967,-0.13971612708391967,26.335223734946457,26.335223734946457
2019-01-02,2834.4,1284.1,330.22,2913.98,full_spx,1.0,0.0,0.0,0.13066198615792746,0.0775362926911134,0.13066198615792746,0.13066198615792746,29.776236374067953,29.776236374067953
2019-04-01,2941.76,1294.2,371.16,2941.76,full_spx,1.0,0.0,0.0,0.037877504939316964,0.007865431041196302,0.037877504939316964,0.037877504939316964,30.90408591440098,30.90408591440098
2019-07-01,2976.74,1389.3,387.86,2976.74,full_spx,1.0,0.0,0.0,0.011890840857173846,0.07348168752897544,0.011890840857173846,0.011890840857173846,31.27156148184555,31.27156148184555
