Date,Close,EMA_fast,EMA_slow,signal_raw,position,returns,strategy_returns,bh_returns,cum_strategy,cum_bh
1885-07-01,4.65,4.703212480729347,4.64442062372394,1,1,0.08139534883720945,0.08139534883720945,0.08139534883720945,0.6267349950324352,1.0086767895878526
1885-10-01,5.2,4.7110359062296725,4.647936948890244,1,1,0.11827956989247301,0.11827956989247301,0.11827956989247301,0.7008649406814329,1.1279826464208242
1886-01-01,5.19,4.718578647863851,4.651367727694736,1,1,-0.0019230769230769162,-0.0019230769230769162,-0.0019230769230769162,0.6995171234878148,1.1258134490238612
1886-04-01,5.25,4.726947488054972,4.65515653954477,1,1,0.01156069364161838,0.01156069364161838,0.01156069364161838,0.7076040266495236,1.1388286334056397
1886-07-01,5.51,4.739279023676153,4.6605669411932205,1,1,0.049523809523809526,0.049523809523809526,0.049523809523809526,0.7426472736835953,1.1952277657266808
1886-10-01,5.64,4.753463605980466,4.6667658846033895,1,1,0.023593466424682408,0.023593466424682408,0.023593466424682408,0.7601688972006311,1.2234273318872013
1887-01-03,5.67,4.7678972499807735,4.673115467612229,1,1,0.005319148936170359,0.005319148936170359,0.005319148936170359,0.7642123487814856,1.2299349240780908
1887-04-01,5.73,4.783048474390525,4.679804610222278,1,1,0.010582010582010692,0.010582010582010692,0.010582010582010692,0.7722992519431945,1.2429501084598698
1887-07-01,5.38,4.792449285817447,4.684236226613276,1,1,-0.061082024432809856,-0.061082024432809856,-0.061082024432809856,0.7251256501665595,1.1670281995661602
1887-10-03,5.27,4.799969769505362,4.687943592267622,1,1,-0.020446096654275103,-0.020446096654275103,-0.020446096654275103,0.7102996610367599,1.1431670281995658
1888-01-02,5.08,4.804379694395041,4.690424961936815,1,1,-0.03605313092979123,-0.03605313092979123,-0.03605313092979123,0.6846911343580152,1.1019522776572666
1888-04-02,5.01,4.807617809443938,4.6924475887599995,1,1,-0.013779527559055205,-0.013779527559055205,-0.013779527559055205,0.6752564140026882,1.0867678958785245
1888-07-02,5.25,4.814584458114112,4.695976401489366,1,1,0.04790419161676662,0.04790419161676662,0.04790419161676662,0.7076040266495237,1.1388286334056397
1888-10-01,5.24,4.821283915466645,4.699419588821711,1,1,-0.0019047619047618536,-0.0019047619047618536,-0.0019047619047618536,0.7062562094559056,1.1366594360086766
1889-01-01,5.19,4.827090467978982,4.702524528132966,1,1,-0.009541984732824416,-0.009541984732824416,-0.009541984732824416,0.6995171234878149,1.125813449023861
1889-04-01,5.32,4.834852822813959,4.70643260073972,1,1,0.025048169556840083,0.025048169556840083,0.025048169556840083,0.7170387470048507,1.1540130151843815
1889-07-01,5.37,4.843280337415314,4.710632394405923,1,1,0.009398496240601517,0.009398496240601517,0.009398496240601517,0.7237778329729414,1.1648590021691971
1889-10-01,5.35,4.851260174621372,4.714679024821076,1,1,-0.003724394785847407,-0.003724394785847407,-0.003724394785847407,0.721082198585705,1.1605206073752707
1890-01-01,5.38,4.859586786044658,4.718889917069044,1,1,0.005607476635514086,0.005607476635514086,0.005607476635514086,0.7251256501665595,1.1670281995661602
1890-04-01,5.62,4.87156179728805,4.724593145442024,1,1,0.04460966542750944,0.04460966542750944,0.04460966542750944,0.757473262813395,1.2190889370932754
1890-07-01,5.32,4.878623816228395,4.728361543255682,1,1,-0.053380782918149405,-0.053380782918149405,-0.053380782918149405,0.7170387470048508,1.1540130151843817
1890-10-01,4.6,4.874236039594877,4.72754912842495,1,1,-0.13533834586466176,-0.13533834586466176,-0.13533834586466176,0.6199959090643447,0.9978308026030367
1891-01-01,4.84,4.873696889365037,4.7282608428020065,1,1,0.052173913043478404,0.052173913043478404,0.052173913043478404,0.6523435217111802,1.0498915401301518
1891-04-01,4.85,4.873323710004958,4.7290313437969305,1,1,0.0020661157024792765,0.0020661157024792765,0.0020661157024792765,0.6536913389047982,1.052060737527115
1891-07-01,5.33,4.880515462603305,4.732834942886823,1,1,0.09896907216494855,0.09896907216494855,0.09896907216494855,0.718386564198469,1.156182212581345
1891-10-01,5.41,4.888853801774907,4.737120797678679,1,1,0.015009380863039379,0.015009380863039379,0.015009380863039379,0.7291691017474141,1.17353579175705
1892-01-01,5.58,4.89973799387294,4.742455476174383,1,1,0.031423290203327126,0.031423290203327126,0.031423290203327126,0.7520819940389225,1.210412147505423
1892-04-01,5.54,4.909820860111162,4.747503226325178,1,1,-0.007168458781361964,-0.007168458781361964,-0.007168458781361964,0.74669072526445,1.2017353579175707
1892-07-01,5.48,4.918800059164529,4.752139281854766,1,1,-0.010830324909747224,-0.010830324909747224,-0.010830324909747224,0.7386038221027412,1.188720173535792
1892-10-03,5.51,4.928110294453277,4.75693586867847,1,1,0.005474452554744325,0.005474452554744325,0.005474452554744325,0.7426472736835955,1.195227765726681
1893-01-02,5.31,4.934124305564249,4.76043627457291,1,1,-0.03629764065335761,-0.03629764065335761,-0.03629764065335761,0.7156909298112326,1.1518438177874184
1893-04-03,4.61,4.929019985791584,4.759484146252828,1,1,-0.13182674199623334,-0.13182674199623334,-0.13182674199623334,0.6213437262579629,1.0
1893-07-03,4.37,4.92021652144841,4.757019056719582,1,1,-0.05206073752711504,-0.05206073752711504,-0.05206073752711504,0.5889961136111275,0.947939262472885
1893-10-02,4.41,4.912181615598829,4.754822733575787,1,1,0.009153318077803174,0.009153318077803174,0.009153318077803174,0.5943873823856,0.9566160520607374
1894-01-01,4.51,4.905848046849242,4.753273222603788,1,1,0.0226757369614512,0.0226757369614512,0.0226757369614512,0.6078655543217814,0.9783080260303686
1894-04-02,4.34,4.896937053985474,4.750657569296169,1,1,-0.037694013303769425,-0.037694013303769425,-0.037694013303769425,0.584952662030273,0.9414316702819955
1894-07-02,4.41,4.889268753922711,4.748501508731003,1,1,0.016129032258064502,0.016129032258064502,0.016129032258064502,0.5943873823856,0.9566160520607373
1894-10-01,4.34,4.880618852286133,4.7459160561440985,1,1,-0.015873015873015928,-0.015873015873015928,-0.015873015873015928,0.584952662030273,0.9414316702819954
1895-01-01,4.19,4.869742964848557,4.742397600092554,1,1,-0.034562211981566726,-0.034562211981566726,-0.034562211981566726,0.5647354041260009,0.9088937093275486
1895-04-01,4.61,4.865652524457241,4.741559640598298,1,1,0.10023866348448696,0.10023866348448696,0.10023866348448696,0.6213437262579629,0.9999999999999999
1895-07-01,4.79,4.864461146119332,4.7418662251514725,1,1,0.0390455531453362,0.0390455531453362,0.0390455531453362,0.6456044357430893,1.039045553145336
1895-10-01,4.59,4.8601389233458,4.740905046511273,1,1,-0.04175365344467641,-0.04175365344467641,-0.04175365344467641,0.6186480918707266,0.9956616052060735
1896-01-01,4.27,4.850845396993898,4.737924634824493,1,1,-0.06971677559912859,-0.06971677559912859,-0.06971677559912859,0.5755179416749461,0.9262472885032536
1896-04-01,4.32,4.842485626962498,4.735279542199021,1,1,0.011709601873536535,0.011709601873536535,0.011709601873536535,0.5822570276430369,0.9370932754880694
1896-07-01,4.01,4.829375617089073,4.73068916534966,1,1,-0.07175925925925941,-0.07175925925925941,-0.07175925925925941,0.5404746946408744,0.8698481561822125
1896-10-01,4.22,4.8197791506782215,4.727456955442384,1,1,0.052369077306733125,0.052369077306733125,0.052369077306733125,0.5687788557068553,0.915401301518438
1897-01-01,4.19,4.809861368777777,4.724055329142115,1,1,-0.007109004739336289,-0.007109004739336289,-0.007109004739336289,0.564735404126001,0.9088937093275489
1897-04-01,4.27,4.801359614938757,4.721181561236152,1,1,0.01909307875894961,0.01909307875894961,0.01909307875894961,0.575517941674946,0.9262472885032537
1897-07-01,4.98,4.804172849349171,4.722819652620734,1,1,0.16627634660421564,0.16627634660421564,0.16627634660421564,0.671212962421834,1.0802603036876355
1897-10-01,4.75,4.803319733611389,4.7229916801357925,1,1,-0.04618473895582342,-0.04618473895582342,-0.04618473895582342,0.6402131669686167,1.0303687635574834
1898-01-03,4.65,4.800905249617509,4.722529707476705,1,1,-0.021052631578947323,-0.021052631578947323,-0.021052631578947323,0.6267349950324353,1.0086767895878523
1898-04-01,5.06,4.804985481906997,4.724665595404068,1,1,0.08817204301075243,0.08817204301075243,0.08817204301075243,0.6819954999707789,1.0976138828633402
1898-07-01,5.26,4.812151064869092,4.72805378783822,1,1,0.03952569169960474,0.03952569169960474,0.03952569169960474,0.7089518438431417,1.1409978308026025
1898-10-03,5.65,4.825345536288477,4.733888890446838,1,1,0.07414448669201534,0.07414448669201534,0.07414448669201534,0.7615167143942493,1.2255965292841644
1899-01-02,6.4,4.8501432443784225,4.744433897469327,1,1,0.1327433628318584,0.1327433628318584,0.1327433628318584,0.8626030039156098,1.3882863340563987
1899-04-03,6.07,4.8693535869866365,4.752823556346104,1,1,-0.051562499999999956,-0.051562499999999956,-0.051562499999999956,0.8181250365262113,1.3167028199566158
1899-07-03,6.37,4.892985813963225,4.76305885029328,1,1,0.0494233937397035,0.0494233937397035,0.0494233937397035,0.8585595523347556,1.3817787418655094
1899-10-02,6.02,4.9107340688614425,4.7710141740256,1,1,-0.05494505494505508,-0.05494505494505508,-0.05494505494505508,0.8113859505581206,1.3058568329717999
1900-01-01,6.26,4.931982351241578,4.780438134949489,1,1,0.039867109634551534,0.039867109634551534,0.039867109634551534,0.843733563204956,1.3579175704989148
1900-04-02,5.86,4.9465968024031275,4.787270804981454,1,1,-0.0638977635782747,-0.0638977635782747,-0.0638977635782747,0.7898208754602304,1.27114967462039
1900-07-02,5.94,4.962240947247173,4.794566559380306,1,1,0.013651877133105783,0.013651877133105783,0.013651877133105783,0.8006034130091755,1.288503253796095
1900-10-01,6.48,4.986142664613359,4.805233859637393,1,1,0.09090909090909083,0.09090909090909083,0.09090909090909083,0.873385541464555,1.4056399132321036
1901-01-01,7.51,5.025888449422598,4.822352632677662,1,1,0.15895061728395055,0.15895061728395055,0.15895061728395055,1.0122107124072235,1.6290672451193051
1901-04-01,7.73,5.068472883289959,4.840755464116411,1,1,0.02929427430093212,0.02929427430093212,0.02929427430093212,1.0418626906668227,1.6767895878524939
1901-07-01,8.04,5.115268585915314,4.861003847254914,1,1,0.040103492884864034,0.040103492884864034,0.040103492884864034,1.083645023668985,1.7440347071583504
1901-10-01,8.08,5.161957269601687,4.881377240626718,1,1,0.004975124378109541,0.004975124378109541,0.004975124378109541,1.0890362924434576,1.752711496746203
1902-01-01,8.12,5.2085406196867,4.901874853027815,1,1,0.004950495049504955,0.004950495049504955,0.004950495049504955,1.0944275612179302,1.7613882863340555
1902-04-01,8.46,5.259744704416043,4.924394632439031,1,1,0.041871921182266236,0.041871921182266236,0.041871921182266236,1.1402533458009472,1.8351409978308022
1902-07-01,8.85,5.316284157889806,4.949240236031189,1,1,0.04609929078014163,0.04609929078014163,0.04609929078014163,1.1928182163520544,1.9197396963123636
1902-10-01,8.05,5.359334801072643,4.96886529782846,1,1,-0.09039548022598853,-0.09039548022598853,-0.09039548022598853,1.0849928408626033,1.7462039045553142
1903-01-01,8.46,5.408164174284098,4.99096108708271,1,1,0.05093167701863366,0.05093167701863366,0.05093167701863366,1.1402533458009472,1.8351409978308024
1903-04-01,7.18,5.436067100673324,5.004815763746744,1,1,-0.1513002364066195,-0.1513002364066195,-0.1513002364066195,0.967732745017825,1.5574837310195224
1903-07-01,6.47,5.452349508536737,5.014089081697714,1,1,-0.09888579387186625,-0.09888579387186625,-0.09888579387186625,0.8720377242709371,1.4034707158351407
1903-10-01,6.57,5.469950303677891,5.0239366191553225,1,1,0.015455950540958385,0.015455950540958385,0.015455950540958385,0.8855158962071186,1.425162689804772
1904-01-01,6.48,5.48585659810816,5.033152210173327,1,1,-0.013698630136986245,-0.013698630136986245,-0.013698630136986245,0.8733855414645554,1.405639913232104
1904-04-01,6.51,5.501984840657639,5.042499348083622,1,1,0.004629629629629539,0.004629629629629539,0.004629629629629539,0.8774289930454098,1.4121475054229933
1904-07-01,7.32,5.530615000647282,5.0569139091717,1,1,0.12442396313364057,0.12442396313364057,0.12442396313364057,0.9866021857284792,1.5878524945770063
1904-10-03,8.25,5.5734399612670105,5.077123314809854,1,1,0.12704918032786883,0.12704918032786883,0.12704918032786883,1.1119491847349663,1.7895878524945767
1905-01-02,9.05,5.628188938254932,5.102268103956627,1,1,0.09696969696969715,0.09696969696969715,0.09696969696969715,1.2197745602244177,1.9631236442516269
1905-04-03,8.6,5.674989112455641,5.1244056476024715,1,1,-0.04972375690607744,-0.04972375690607744,-0.04972375690607744,1.1591227865116012,1.865509761388286
1905-07-03,9.23,5.730973535881537,5.150390421984734,1,1,0.07325581395348846,0.07325581395348846,0.07325581395348846,1.244035269709544,2.002169197396963
1905-10-02,9.54,5.790958204607812,5.178172761086096,1,1,0.03358613217768136,0.03358613217768136,0.03358613217768136,1.2858176027117063,2.0694143167028196
1906-01-01,9.56,5.850313193511627,5.20590584487669,1,1,0.002096436058700357,0.002096436058700357,0.002096436058700357,1.2885132370989427,2.0737527114967462
1906-04-02,9.3,5.904638969991759,5.231817833200255,1,1,-0.027196652719665204,-0.027196652719665204,-0.027196652719665204,1.2534699900648711,2.017353579175705
1906-07-02,9.73,5.964880875976141,5.260287340585063,1,1,0.04623655913978486,0.04623655913978486,0.04623655913978486,1.311426129390451,2.110629067245119
1906-10-01,9.93,6.027323696826911,5.289842483999082,1,1,0.020554984583761593,0.020554984583761593,0.020554984583761593,1.3383824732628138,2.1540130151843817
1907-01-01,8.35,6.063901276404439,5.309210569543391,1,1,-0.1591137965760322,-0.1591137965760322,-0.1591137965760322,1.1254273566711477,1.8112798264642083
1907-04-01,8.1,6.095965823232715,5.326873793786787,1,1,-0.029940119760479056,-0.029940119760479056,-0.029940119760479056,1.0917319268306942,1.7570498915401302
1907-07-01,7.53,6.118549038614877,5.340817630534972,1,1,-0.0703703703703703,-0.0703703703703703,-0.0703703703703703,1.0149063467944601,1.6334056399132324
1907-10-01,6.25,6.120619132494958,5.346571949329054,1,1,-0.16998671978751667,-0.16998671978751667,-0.16998671978751667,0.842385746011338,1.3557483731019524
1908-01-01,6.85,6.132105445369053,5.356087316738364,1,1,0.09599999999999986,0.09599999999999986,0.09599999999999986,0.9232547776284263,1.4859002169197397
1908-04-01,7.64,6.155851816308123,5.3705424603033105,1,1,0.1153284671532846,0.1153284671532846,0.1153284671532846,1.0297323359242594,1.6572668112798263
1908-07-01,8.17,6.18757068534264,5.388260545997593,1,1,0.06937172774869116,0.06937172774869116,0.06937172774869116,1.1011666471860209,1.772234273318872
1908-10-01,9.03,6.232333351715197,5.411309529883684,1,1,0.10526315789473673,0.10526315789473673,0.10526315789473673,1.2170789258371808,1.9587852494577005
1909-01-01,8.92,6.274658810743305,5.43351643159328,1,1,-0.012181616832779518,-0.012181616832779518,-0.012181616832779518,1.2022529367073813,1.9349240780911063
1909-04-01,9.8,6.330175994826088,5.4611524035452215,1,1,0.09865470852017943,0.09865470852017943,0.09865470852017943,1.3208608497457777,2.125813449023861
1909-07-01,10.19,6.390960624828827,5.491081818712657,1,1,0.03979591836734686,0.03979591836734686,0.03979591836734686,1.3734257202968851,2.210412147505423
1909-10-01,10.3,6.452520300028373,5.521518009733462,1,1,0.01079489695780178,0.01079489695780178,0.01079489695780178,1.3882517094266846,2.234273318872017
1910-01-03,9.96,6.507756200815328,5.549609667899706,1,1,-0.03300970873786402,-0.03300970873786402,-0.03300970873786402,1.3424259248436679,2.160520607375271
1910-04-01,9.1,6.548578937810362,5.572080492786416,1,1,-0.08634538152610449,-0.08634538152610449,-0.08634538152610449,1.2265136461925077,1.973969631236442
1910-07-01,8.91,6.585766671073191,5.593206565616882,1,1,-0.020879120879120805,-0.020879120879120805,-0.020879120879120805,1.2009051195137632,1.9327548806941428
1910-10-03,9.05,6.624573495150779,5.615085005075002,1,1,0.015712682379349197,0.015712682379349197,0.015712682379349197,1.2197745602244174,1.9631236442516269
1911-01-02,9.32,6.667021156644467,5.638533834156806,1,1,0.029834254143646266,0.029834254143646266,0.029834254143646266,1.256165624452107,2.021691973969631
1911-04-03,9.67,6.714312162051642,5.6640494428013834,1,1,0.037553648068669565,0.037553648068669565,0.037553648068669565,1.303339226228742,2.09761388286334
1911-07-03,8.67,6.74511039572012,5.683074446327957,1,1,-0.10341261633919341,-0.10341261633919341,-0.10341261633919341,1.1685575068669278,1.8806941431670279
1911-10-02,9.11,6.782352751693032,5.704763848566388,1,1,0.05074971164936559,0.05074971164936559,0.05074971164936559,1.227861463386126,1.9761388286334052
1912-01-01,9.3,6.822000739855347,5.727518507752676,1,1,0.02085620197585092,0.02085620197585092,0.02085620197585092,1.253469990064871,2.017353579175705
1912-04-01,9.58,6.865433799070224,5.751901302007406,1,1,0.03010752688172036,0.03010752688172036,0.03010752688172036,1.2912088714861787,2.0780911062906724
1912-07-01,9.81,6.911804920344709,5.777585470982042,1,1,0.024008350730688965,0.024008350730688965,0.024008350730688965,1.322208666939396,2.1279826464208242
1912-10-01,9.73,6.95618594522117,5.802600752811269,1,1,-0.008154943934760461,-0.008154943934760461,-0.008154943934760461,1.3114261293904508,2.110629067245119
1913-01-01,9.3,6.993096402776743,5.824736191084615,1,1,-0.04419321685508737,-0.04419321685508737,-0.04419321685508737,1.2534699900648707,2.0173535791757047
1913-04-01,8.55,7.017614569662149,5.8419846962043325,1,1,-0.08064516129032262,-0.08064516129032262,-0.08064516129032262,1.15238370054351,1.8546637744034704
1913-07-01,8.53,7.041431663053296,5.858997451291647,1,1,-0.002339181286549863,-0.002339181286549863,-0.002339181286549863,1.1496880661562736,1.8503253796095438
1913-10-01,8.04,7.057157148674504,5.872801264891067,1,1,-0.05744431418522866,-0.05744431418522866,-0.05744431418522866,1.0836450236689847,1.7440347071583506
1914-01-01,8.37,7.077831839246559,5.888606320176566,1,1,0.04104477611940305,0.04104477611940305,0.04104477611940305,1.1281229910583834,1.8156182212581338
1914-04-01,8.13,7.09440141658126,5.902792356124816,1,1,-0.028673835125447855,-0.028673835125447855,-0.028673835125447855,1.0957753784115483,1.763557483731019
1914-07-01,7.68,7.103623441516988,5.914040505769596,1,1,-0.055350553505535194,-0.055350553505535194,-0.055350553505535194,1.0351236046987318,1.6659436008676782
1914-10-01,7.35,7.10750338731987,5.923128856998901,1,1,-0.04296875,-0.04296875,-0.04296875,0.9906456373093332,1.594360086767895
1915-01-01,7.57,7.114786798543179,5.933552092081187,1,1,0.029931972789115635,0.029931972789115635,0.029931972789115635,1.0202976155689323,1.6420824295010839
1915-04-01,8.04,7.1293570851802945,5.946884040865483,1,1,0.062087186261558625,0.062087186261558625,0.062087186261558625,1.0836450236689847,1.7440347071583504
1915-07-01,8.66,7.1534616980121015,5.964055660860006,1,1,0.07711442786069655,0.07711442786069655,0.07711442786069655,1.1672096896733095,1.8785249457700641
1915-10-01,9.48,7.190100096468604,5.986308473133043,1,1,0.09468822170900704,0.09468822170900704,0.09468822170900704,1.277730699549997,2.05639913232104
1916-01-03,9.17,7.221279622508469,6.006458419505618,1,1,-0.03270042194092837,-0.03270042194092837,-0.03270042194092837,1.2359483665478346,1.9891540130151832
1916-04-03,9.36,7.254960258374477,6.027683366217607,1,1,0.02071973827699014,0.02071973827699014,0.02071973827699014,1.2615568932265793,2.0303687635574823
