Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-10-02 00:00:00-04:00,309.230868122025,314.181169883681,308.7554060877442,311.22589111328125,89431100,0.0,0.0,0.0
2020-10-05 00:00:00-04:00,313.29558797537777,316.9313997047593,313.24898631167633,316.7449645996094,45713100,0.0,0.0,0.0
2020-10-06 00:00:00-04:00,316.8847958411113,318.991714512122,311.7293943663108,312.24212646484375,90128900,0.0,0.0,0.0
2020-10-07 00:00:00-04:00,315.21594243856725,318.48818617516315,315.18797575920894,317.6771240234375,56999600,0.0,0.0,0.0
2020-10-08 00:00:00-04:00,319.6255886004015,320.55784930598804,318.7026311556404,320.4925842285156,45242500,0.0,0.0,0.0
2020-10-09 00:00:00-04:00,322.1520204494278,323.82077514743236,321.5274216830824,323.3546447753906,59528600,0.0,0.0,0.0
2020-10-12 00:00:00-04:00,325.90905385055936,330.0389624196058,325.41495675821676,328.5566711425781,80388500,0.0,0.0,0.0
2020-10-13 00:00:00-04:00,328.41689200819127,328.5940238677826,325.44297725022756,326.41253662109375,73255500,0.0,0.0,0.0
2020-10-14 00:00:00-04:00,326.99046289482385,328.0905237679991,323.625015193752,324.3614807128906,57727900,0.0,0.0,0.0
2020-10-15 00:00:00-04:00,320.42732569422276,324.4453671413226,319.88662699209056,323.9606018066406,60357700,0.0,0.0,0.0
2020-10-16 00:00:00-04:00,325.32169100417735,326.9904456494241,323.58769973116574,323.76483154296875,89501900,0.0,0.0,0.0
2020-10-19 00:00:00-04:00,325.0326640719311,325.6665944744201,317.93817430951015,318.84246826171875,68425600,0.0,0.0,0.0
2020-10-20 00:00:00-04:00,320.1943193300806,323.3826641121143,319.4298870177276,320.1197509765625,60051900,0.0,0.0,0.0
2020-10-21 00:00:00-04:00,320.07303602156605,322.2545509759676,319.2060404462976,319.5137023925781,63575000,0.0,0.0,0.0
2020-10-22 00:00:00-04:00,319.7281329030727,321.85368623549795,317.5746128866816,321.266357421875,55399300,0.0,0.0,0.0
2020-10-23 00:00:00-04:00,322.49698065060255,322.55291402412485,319.8866617184212,322.3571472167969,49143900,0.0,0.0,0.0
2020-10-26 00:00:00-04:00,318.9544408099831,319.7468683011783,312.8854129701897,316.4000549316406,91473000,0.0,0.0,0.0
2020-10-27 00:00:00-04:00,316.74501612174697,317.0806164358125,315.0948958932117,315.309326171875,65994100,0.0,0.0,0.0
2020-10-28 00:00:00-04:00,309.60388122439105,315.33728063680894,304.03828196249907,304.5323791503906,127094300,0.0,0.0,0.0
2020-10-29 00:00:00-04:00,304.76536357333373,310.8157267045001,303.06864218928894,307.6274108886719,90597700,0.0,0.0,0.0
2020-10-30 00:00:00-04:00,306.04259599435824,307.35708722963943,300.74736110283595,304.42047119140625,120287300,0.0,0.0,0.0
2020-11-02 00:00:00-05:00,307.83258056640625,309.846239204972,305.0730676388152,307.83258056640625,86068300,0.0,0.0,0.0
2020-11-03 00:00:00-05:00,311.0861519980655,315.3372595627058,307.91647052623307,313.26763916015625,93294200,0.0,0.0,0.0
2020-11-04 00:00:00-05:00,317.77040975856545,324.3708323027865,316.5864487581355,320.2688903808594,126959700,0.0,0.0,0.0
2020-11-05 00:00:00-05:00,325.58275384512393,328.33293459503574,325.22849018781005,326.5150146484375,82039700,0.0,0.0,0.0
2020-11-06 00:00:00-05:00,326.2259689739967,327.69895676274945,324.10041578734894,326.4403991699219,74973000,0.0,0.0,0.0
2020-11-09 00:00:00-05:00,339.31490385462536,339.697134128335,330.0761975641896,330.5423278808594,172304200,0.0,0.0,0.0
2020-11-10 00:00:00-05:00,329.5448871543146,331.12041030696304,326.766767958789,330.0576477050781,85552000,0.0,0.0,0.0
2020-11-11 00:00:00-05:00,332.25770133931104,333.3391271443563,331.00847543960475,332.5094299316406,58649000,0.0,0.0,0.0
2020-11-12 00:00:00-05:00,331.49323619264544,332.55602701155664,327.4658917244847,329.2837829589844,67546200,0.0,0.0,0.0
2020-11-13 00:00:00-05:00,331.20427639778285,334.5883875743845,330.6822126380673,333.84259033203125,62892200,0.0,0.0,0.0
2020-11-16 00:00:00-05:00,336.5274745400829,338.2055324040506,335.23161852319635,338.009765625,74541100,0.0,0.0,0.0
2020-11-17 00:00:00-05:00,335.58590022182614,337.4038200477033,334.06631066128045,336.1918640136719,66111000,0.0,0.0,0.0
2020-11-18 00:00:00-05:00,336.4622151307247,337.0122455337377,332.1085451114896,332.1458435058594,70591300,0.0,0.0,0.0
2020-11-19 00:00:00-05:00,331.51195921000055,333.9171796504589,330.1601696166916,333.5442810058594,59940900,0.0,0.0,0.0
2020-11-20 00:00:00-05:00,333.2831497666543,333.488248227601,331.1855635093816,331.2601318359375,70417300,0.0,0.0,0.0
2020-11-23 00:00:00-05:00,333.0780495377641,334.5137387567705,330.8312981889708,333.245849609375,63230600,0.0,0.0,0.0
2020-11-24 00:00:00-05:00,335.8096694568364,339.16581417336886,334.9520054155988,338.61578369140625,62415900,0.0,0.0,0.0
2020-11-25 00:00:00-05:00,338.53185265789205,338.5598193425402,336.9936281015618,338.09368896484375,45330900,0.0,0.0,0.0
2020-11-27 00:00:00-05:00,339.1937161832419,339.51068139459466,338.0190586438531,339.0352478027344,28514100,0.0,0.0,0.0
2020-11-30 00:00:00-05:00,338.2521628265193,338.52252641604707,334.8401134429491,337.5343322753906,83872700,0.0,0.0,0.0
2020-12-01 00:00:00-05:00,340.8065739456196,342.77363049931466,340.20991340115773,341.22607421875,74231400,0.0,0.0,0.0
2020-12-02 00:00:00-05:00,340.10747539674287,342.1024992044389,339.52947811087154,341.94403076171875,45927000,0.0,0.0,0.0
2020-12-03 00:00:00-05:00,341.8414373293849,343.2491604639249,340.7413762396492,341.85076904296875,62882000,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,342.43807300794776,344.79669189453125,342.3448412299502,344.79669189453125,50749900,0.0,0.0,0.0
2020-12-07 00:00:00-05:00,344.02290019342604,344.58226241230454,342.81097242780953,344.0881652832031,48944300,0.0,0.0,0.0
2020-12-08 00:00:00-05:00,342.8109811407855,345.66369723419245,342.7643794756713,345.09503173828125,42458900,0.0,0.0,0.0
2020-12-09 00:00:00-05:00,345.756856938236,345.91532532686597,341.1608184625429,341.9998474121094,74098300,0.0,0.0,0.0
2020-12-10 00:00:00-05:00,340.6201110540834,342.94143125412984,339.7437836592183,341.88800048828125,57735400,0.0,0.0,0.0
2020-12-11 00:00:00-05:00,340.18196214475313,341.89731861236754,338.65306921832496,341.48712158203125,57698600,0.0,0.0,0.0
2020-12-14 00:00:00-05:00,343.66856790244054,344.7499651831089,339.7810286069299,339.9581604003906,69216200,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,342.51260685790055,344.55426025390625,341.1328791037592,344.55426025390625,63865300,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,344.76873473144684,346.0179609301644,343.88307549151705,345.09503173828125,58420500,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,346.7450828970696,347.2298482690858,345.9153571320904,347.0247497558594,64119500,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,347.31496713442135,347.48348251320584,343.61682886083776,345.63909912109375,136542300,1.58,0.0,0.0
2020-12-21 00:00:00-05:00,341.697556038171,354.3273521272948,338.94502392425824,344.40325927734375,96386700,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,344.7310249207722,344.84336853092265,342.69003981205185,343.8228759765625,47949000,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,344.7964934994354,346.05104449361977,343.80408706266854,344.13177490234375,46201400,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,344.6092630586231,345.4986974709922,344.01945918536467,345.4706115722656,26457900,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,348.0359044143665,348.8317096835501,347.4086431182886,348.4385070800781,39000400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,349.9739921240635,350.1518790542327,347.18400162549386,347.7738342285156,53680500,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,348.59761582943503,349.309163326104,347.87672541470425,348.2699279785156,49455300,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,348.0732694651527,350.7696294601164,347.55835190666886,350.03936767578125,78520700,0.0,0.0,0.0
