Strategy,Final_Value,Total_Return,Annualized_Return,Max_Drawdown,Sharpe_Ratio
Short_SPY_Strategy,86705.31655136721,-0.13294683448632783,-0.004342728880691871,-0.1358755382272922,-0.02034191462929935
