Date,VXX_Price,EMA8,EMA32
2018-05-14,2225.919921875,2423.991799231139,2660.697214643898
2018-05-15,2387.199951171875,2415.8158329635057,2643.986015115536
2018-05-16,2308.159912109375,2391.8922949225444,2623.476574900906
2018-05-17,2250.8798828125,2360.5562032677813,2600.7320843182374
2018-05-18,2266.8798828125,2339.739243127983,2580.361585565812
2018-05-21,2176.0,2303.3527446025887,2555.6989726786483
2018-05-22,2191.488037109375,2278.493920687306,2533.493765879926
2018-05-23,2174.719970703125,2255.4330428929115,2511.627964337725
2018-05-24,2187.52001953125,2240.3412599134062,2491.881616303483
2018-05-25,2164.47998046875,2223.483197805691,2471.940963675261
2018-05-29,2458.8798828125,2275.7935722731345,2471.14570668822
2018-05-30,2339.840087890625,2290.0261313037904,2463.153081241276
2018-05-31,2364.159912109375,2306.500304820236,2457.1289199268954
2018-06-01,2248.320068359375,2293.571363381991,2444.425154426588
2018-06-04,2248.320068359375,2283.51552004212,2432.497057003764
2018-06-05,2177.280029296875,2259.907633207083,2416.976872473963
2018-06-06,2076.159912109375,2219.0748062927682,2396.25547084084
2018-06-07,2100.47998046875,2192.720400552234,2378.276027661427
2018-06-08,2075.52001953125,2166.6758714350267,2359.875594457703
2018-06-11,2053.1201171875,2141.4412593789416,2341.235263726678
2018-06-12,2046.719970703125,2120.392084116949,2323.341584627315
2018-06-13,2056.9599609375,2106.296056743373,2307.1596372975346
2018-06-14,2001.407958984375,2082.9875905742374,2288.588689731442
2018-06-15,2023.6800537109373,2069.8081379377422,2272.5006271538064
2018-06-18,1999.93603515625,2054.28100398611,2255.94967509441
2018-06-19,2101.696044921875,2064.8176797497135,2246.584020564048
2018-06-20,2053.760009765625,2062.3604197532313,2234.8778153230774
2018-06-21,2189.43994140625,2090.600313454064,2232.119599773055
2018-06-22,2132.47998046875,2099.9069061240357,2226.0717616395764
2018-06-25,2438.39990234375,2175.1275719508994,2238.9582952432875
2018-06-26,2338.56005859375,2211.4459023160753,2245.0027681511992
2018-06-27,2464.0,2267.569035134843,2258.291855067733
2018-06-28,2508.800048828125,2321.1759270667703,2273.491928211283
2018-06-29,2362.8798828125,2330.4434727880553,2278.915332200114
2018-07-02,2415.360107421875,2349.313836040034,2287.193246934071
2018-07-03,2415.360107421875,2363.9907852360097,2294.968465766373
2018-07-05,2314.239990234375,2352.9350530134175,2296.1375005402374
2018-07-06,2199.360107421875,2318.8072873263923,2290.2671868327343
2018-07-09,2078.719970703125,2265.4545502989804,2277.435841559108
2018-07-10,2034.56005859375,2214.1446632533593,2262.704986994017
2018-07-11,2101.760009765625,2189.1702958116352,2252.943830176567
2018-07-12,2048.0,2157.7991189646,2240.5147196652592
2018-07-13,2030.656005859375,2129.5450938301015,2227.7880527323673
2018-07-16,1999.3599853515625,2100.6150697237567,2213.9357915779715
2018-07-17,1966.0799560546875,2070.718377797294,2198.905933290967
2018-07-18,1955.8399658203125,2045.1898418024077,2184.1670234105977
2018-07-19,1996.800048828125,2034.436554474789,2172.8059176467495
2018-07-20,2001.0880126953125,2027.0257674126826,2162.394009731325
2018-07-23,2019.8399658203125,2025.4289226143783,2153.7506570328546
2018-07-24,1967.3599853515625,2012.5247143337522,2142.449691428858
2018-07-25,1949.43994140625,1998.5058759054182,2130.747693948417
2018-07-26,1954.56005859375,1988.7401387250475,2120.0658508250394
2018-07-27,2018.56005859375,1995.366787584759,2113.911925589495
2018-07-30,2056.320068359375,2008.9119610902292,2110.4204125771257
2018-07-31,2008.3199462890625,2008.7804022455252,2104.23067793401
2018-08-01,1984.0,2003.273646190964,2096.9419485228655
2018-08-02,1963.52001953125,1994.4395069332497,2088.8536635451824
2018-08-03,1928.9599609375,1979.888496711972,2079.160763621057
2018-08-06,1873.1519775390625,1956.1692702291027,2066.672511200092
2018-08-07,1827.8399658203125,1927.6516470271492,2052.194684319666
2018-08-08,1794.0479736328125,1897.9619418284078,2036.5462539686835
2018-08-09,1825.9200439453125,1881.95263118772,2023.778595494393
2018-08-10,1917.43994140625,1889.8387001251708,2017.3326743960088
2018-08-13,2028.800048828125,1920.7189998369386,2018.0277837063988
2018-08-14,1926.4000244140625,1921.9814497429659,2012.4737085721363
2018-08-15,2046.719970703125,1949.701121067446,2014.5495477354295
2018-08-16,1934.719970703125,1946.3719765420415,2009.7107168348798
2018-08-17,1887.3599853515625,1933.2582007219353,2002.294549564517
2018-08-20,1848.3199462890625,1914.3830330701862,1992.9616070213804
2018-08-21,1885.43994140625,1907.9512349226447,1986.444389106384
2018-08-22,1852.800048828125,1895.6954157905295,1978.3438525185168
2018-08-23,1857.9200439453125,1887.3008887138146,1971.0446953299795
2018-08-24,1847.0400390625,1878.354033235745,1963.528541399993
2018-08-27,1849.5999755859373,1871.964242646899,1956.623158246791
2018-08-28,1851.52001953125,1867.4210819545328,1950.2527323710308
2018-08-29,1833.5999755859373,1859.9052805392896,1943.1823066855459
2018-08-30,1888.6400146484373,1866.2907770079894,1939.8764665450537
2018-08-31,1900.1600341796875,1873.8172786017005,1937.4692412961035
2018-09-04,1873.9200439453125,1873.8401153447257,1933.6175211551988
2018-09-05,1885.43994140625,1876.4178544695092,1930.69748720713
2018-09-06,1943.0400390625,1891.222784379063,1931.445564123534
2018-09-07,1971.8399658203125,1909.1377135882296,1933.8938433276378
2018-09-10,1918.719970703125,1911.2671040582068,1932.9741675230666
2018-09-11,1862.4000244140625,1900.4077530261752,1928.696740677229
2018-09-12,1838.0799560546875,1886.5571314769556,1923.2045658029376
2018-09-13,1788.1600341796875,1864.6911098553408,1915.019700798428
2018-09-14,1750.4000244140625,1839.2930908683904,1905.0423522852132
2018-09-17,1804.800048828125,1831.6279704149986,1898.9668332545555
2018-09-18,1795.199951171875,1823.532855027638,1892.6777096836054
2018-09-19,1733.1199951171875,1803.4411083808716,1883.0072250334936
2018-09-20,1704.9599609375,1781.5564089490113,1872.2161461780756
2018-09-21,1700.2239990234375,1763.4825400766617,1861.7920751663437
2018-09-24,1706.8800048828125,1750.9041989224731,1852.4032071927184
2018-09-25,1722.8800048828125,1744.6766002469933,1844.553113774047
2018-09-26,1728.0,1740.970689080995,1837.4891176288916
2018-09-27,1711.3599853515625,1734.390532696677,1829.8447538908235
2018-09-28,1708.800048828125,1728.7037585036655,1822.5085543818611
2018-10-01,1689.5999755859375,1720.0140289663927,1814.4533272894164
2018-10-02,1689.5999755859375,1713.2553504374027,1806.8863147860293
2018-10-03,1676.800048828125,1705.1541723020077,1799.0021589944715
2018-10-04,1779.199951171875,1721.608789828645,1797.80200521412
2018-10-05,1807.3599853515625,1740.6646110559602,1798.3812857937055
2018-10-08,1832.9599609375,1761.1746888074138,1800.4769938524812
2018-10-09,1861.1199951171875,1783.3847568762526,1804.1523779674524
2018-10-10,2172.800048828125,1869.9214884211133,1826.4949506034654
2018-10-11,2359.0400390625,1978.614499674755,1858.770803445506
2018-10-12,2180.47998046875,2023.4734954067544,1878.268552310725
2018-10-15,2193.280029296875,2061.2082807156703,1897.3603620861925
2018-10-16,2053.1201171875,2059.4109110427435,1906.80044251522
2018-10-17,2077.43994140625,2063.417362234634,1917.142328373778
2018-10-18,2230.39990234375,2100.5245933699935,1936.127804971587
2018-10-19,2193.280029296875,2121.1369124648563,1951.7129186527313
2018-10-22,2213.1201171875,2141.577624625444,1967.5559036830068
2018-10-23,2296.9599609375,2176.10703269479,1987.5199333327841
2018-10-24,2474.239990234375,2242.3588010369203,2017.0183231834988
2018-10-25,2423.0400390625,2282.510187264827,2041.6258602239734
2018-10-26,2559.360107421875,2344.032391744171,2073.0038854286636
2018-10-29,2581.760009765625,2396.8607513044944,2103.8377672078
2018-10-30,2483.840087890625,2416.189492768079,2126.8683352708067
2018-10-31,2405.1201171875,2413.729631527951,2143.7321651888938
2018-11-01,2327.679931640625,2394.6074759974344,2154.880567804806
2018-11-02,2346.239990234375,2383.859145827866,2166.478160482979
2018-11-05,2323.840087890625,2370.521577397368,2176.015287104396
2018-11-06,2245.1201171875,2342.6545862396197,2180.2034751719634
2018-11-07,2089.60009765625,2286.4202554433155,2174.7123410027257
2018-11-08,2080.0,2240.5490875670234,2168.972179110289
2018-11-09,2126.912109375,2215.296425746574,2166.4230756258303
2018-11-12,2307.840087890625,2235.861684000808,2174.9938300120584
2018-11-13,2325.1201171875,2255.6968913756286,2184.0924191687604
2018-11-14,2385.280029296875,2284.493144247017,2196.285640767474
2018-11-15,2360.320068359375,2301.3435718275414,2206.2271465841
2018-11-16,2252.159912109375,2290.4138696679493,2209.0109572253123
2018-11-19,2384.0,2311.2107875195165,2219.6163776275675
2018-11-20,2517.1201171875,2356.9684163346237,2237.646945421122
2018-11-21,2458.239990234375,2379.473210534569,2251.016247418784
2018-11-23,2479.360107421875,2401.670298731748,2264.855295058702
2018-11-26,2339.199951171875,2387.7879992739986,2269.3610396903478
2018-11-27,2297.60009765625,2367.7462433589435,2271.072500566871
2018-11-28,2229.760009765625,2337.082635893762,2268.5687093728516
2018-11-29,2270.080078125,2322.193178611815,2268.660307612135
2018-11-30,2206.080078125,2296.3902673925227,2264.8675612542097
2018-12-03,2086.39990234375,2249.725741826129,2254.0513256332647
2018-12-04,2357.760009765625,2273.733356923795,2260.3367079999703
2018-12-06,2418.56005859375,2305.9170684060073,2269.926012825738
2018-12-07,2580.47998046875,2366.9310488643946,2288.7474854161264
2018-12-10,2555.52001953125,2408.839709012585,2304.9155339307426
2018-12-11,2555.968017578125,2441.5348886938164,2320.130850241896
2018-12-12,2535.679931640625,2462.456009348663,2333.194442443694
2018-12-13,2496.639892578125,2470.0524278440994,2343.1002354998027
2018-12-14,2598.39990234375,2498.5740888440223,2358.572954612519
2018-12-17,2725.760009765625,2549.059849048823,2380.8267317862314
2018-12-18,2738.56005859375,2591.1710067254735,2402.507554348554
2018-12-19,2728.9599609375,2621.7907743281467,2422.292561440623
2018-12-20,2867.840087890625,2676.468399564253,2449.2954581825957
2018-12-21,3012.47998046875,2751.137639765253,2483.4278728882477
2018-12-24,3163.52001953125,2842.7781686021417,2524.6456007703637
2018-12-26,2995.840087890625,2876.7919284440272,2553.2028567489397
2018-12-27,3122.56005859375,2931.407068477299,2587.7093701019494
2018-12-28,3117.43994140625,2972.747706905955,2619.814267432811
2018-12-31,3007.360107421875,2980.4393514650487,2643.301903872571
2019-01-02,2927.360107421875,2968.643963899899,2660.517559302194
2019-01-03,3048.9599609375,2986.4919632415886,2684.059531682579
2019-01-04,2807.0400390625,2946.6137578684584,2691.5128983373043
2019-01-07,2744.320068359375,2901.6596046442182,2694.7133339212
2019-01-08,2688.639892578125,2854.3218908517533,2694.345246455024
2019-01-09,2625.280029296875,2803.423699395114,2690.159474521194
2019-01-10,2597.760009765625,2757.720657255228,2684.5595054559244
2019-01-11,2513.280029296875,2703.400517708928,2674.1789285237105
2019-01-14,2520.320068359375,2662.715973409028,2664.8541469093107
2019-01-15,2410.8798828125,2606.7523977209107,2649.4617638393574
2019-01-16,2459.52001953125,2574.0340914565422,2637.9501405640463
2019-01-17,2432.0,2542.470960021755,2625.4683114103314
2019-01-18,2371.840087890625,2504.55298843706,2610.0969010866525
2019-01-22,2580.47998046875,2521.4256533329913,2608.301935889442
2019-01-23,2566.39990234375,2531.419930890938,2605.762418291151
2019-01-24,2475.52001953125,2518.997728366563,2597.868938370463
2019-01-25,2382.719970703125,2488.7137822191326,2584.8296051221682
2019-01-28,2481.280029296875,2487.0618371252976,2578.5538724064554
2019-01-29,2474.239990234375,2484.212537816204,2572.231818139456
2019-01-30,2365.43994140625,2457.8186275028816,2559.698975631748
2019-01-31,2267.52001953125,2415.5300479536304,2541.9911581281112
2019-02-01,2245.760009765625,2377.8033728007404,2524.037753308975
2019-02-04,2176.0,2332.9581788450205,2502.944554054901
2019-02-05,2157.43994140625,2293.9541260808496,2482.004878617751
2019-02-06,2145.919921875,2261.0576362573274,2461.6360915848672
2019-02-07,2217.60009765625,2251.4004054570883,2446.8460301355194
2019-02-08,2190.719970703125,2237.915864400652,2431.3232374605564
2019-02-11,2167.0400390625,2222.1656809921737,2415.3060727637167
2019-02-12,2128.0,2201.239974105024,2397.8935823231727
2019-02-13,2122.8798828125,2183.826620484463,2381.226084320152
2019-02-14,2161.280029296875,2178.8162668872214,2367.896019580737
2019-02-15,2085.760009765625,2158.137098637978,2350.7968665083986
2019-02-19,2092.159912109375,2143.4755016316217,2335.1218987464104
2019-02-20,2008.3199462890625,2113.44093377772,2315.315718825938
2019-02-21,2034.56005859375,2095.911850403505,2298.300223472562
2019-02-22,1957.760009765625,2065.211441372865,2277.661421737302
2019-02-25,1992.9599609375,2049.155556831673,2260.4067870390486
2019-02-26,2009.5999755859373,2040.365427665954,2245.2063736358236
2019-02-27,2011.52001953125,2033.955336969353,2231.043563781595
2019-02-28,2010.239990234375,2028.6852599171357,2217.661528564433
2019-03-01,1918.719970703125,2004.248528980689,2199.5438578101453
2019-03-04,1965.43994140625,1995.6243984085918,2185.355741237135
2019-03-05,1976.9599609375,1991.476745637238,2172.725693588909
2019-03-06,2035.199951171875,2001.1930135338246,2164.3907998875634
2019-03-07,2112.639892578125,2025.9589866547806,2161.254381184441
2019-03-08,2126.719970703125,2048.350316443302,2159.1613865607264
2019-03-11,1971.8399658203125,2031.3480163048598,2147.808572932387
2019-03-12,1916.1600341796875,2005.7506869437104,2133.7692672628596
2019-03-13,1895.6800537109373,1981.2905462253163,2119.3396176761275
2019-03-14,1864.3199462890625,1955.2970795728154,2103.883879734013
2019-03-15,1829.760009765625,1927.3999529489956,2087.2703115720915
2019-03-18,1834.239990234375,1906.6977390124132,2071.9351403347578
2019-03-19,1846.4000244140625,1893.2982468794467,2058.2663452235147
2019-03-20,1866.239990234375,1887.2853009583196,2046.6283841495517
2019-03-21,1841.9200439453125,1877.2041327332067,2034.2218179107997
2019-03-22,2053.1201171875,1916.29657372305,2035.367169396491
2019-03-25,2063.360107421875,1948.9773589894555,2037.0637111150027
2019-03-26,1946.8800048828125,1948.5112802990907,2031.5980318888764
2019-03-27,1976.3199462890625,1954.690983852418,2028.247844847969
2019-03-28,1932.1600341796875,1949.684106147367,2022.4243411141824
2019-03-29,1872.6400146484373,1932.563196925383,2013.3465030632092
2019-04-01,1839.3599853515625,1911.8513721312006,2002.8018655351875
2019-04-02,1834.239990234375,1894.6043983763504,1992.5859942220593
2019-04-03,1847.0400390625,1884.0345407510506,1983.76502717555
2019-04-04,1828.47998046875,1871.6890829105396,1974.3538121563292
2019-04-05,1792.0,1853.9803978193086,1963.302065890802
2019-04-08,1783.6800537109375,1838.3580991285594,1952.4158832657556
2019-04-09,1847.0400390625,1840.2874191138799,1946.029468427703
2019-04-10,1795.199951171875,1830.2679817934347,1936.8882855128131
2019-04-11,1760.0,1814.652874728227,1926.167783304445
2019-04-12,1680.6400146484375,1784.8722391549406,1911.2873124036896
2019-04-15,1658.8800048828125,1756.8739648722456,1895.989899756055
2019-04-16,1645.43994140625,1732.110848546469,1880.8050537296165
2019-04-17,1656.9599609375,1715.4106513000315,1867.2386844142272
2019-04-18,1630.719970703125,1696.5905000562745,1852.9042168617339
2019-04-22,1616.0,1678.6815000437691,1838.5463854851694
2019-04-23,1603.199951171875,1661.9078225166818,1824.2829651755935
2019-04-24,1644.800048828125,1658.1060950303358,1813.4052126351812
2019-04-25,1676.800048828125,1662.2603069854003,1805.1261117737195
2019-04-26,1618.56005859375,1652.5491406761448,1793.8190782160093
2019-04-29,1643.52001953125,1650.5426693106128,1784.7100443323736
2019-04-30,1643.52001953125,1648.9820804707547,1776.1530731111677
2019-05-01,1705.5999755859375,1661.5638349407955,1771.877127796686
2019-05-02,1708.1600341796875,1671.9185458827717,1768.0154857508742
2019-05-03,1626.8800048828125,1661.9099812161144,1759.4618202262031
2019-05-06,1719.0400390625,1674.6055496264225,1757.0120153024782
2019-05-07,2005.1199951171875,1748.053204179926,1772.0488625911485
2019-05-08,1965.43994140625,1796.3613680079982,1783.7695340543844
2019-05-09,1955.199951171875,1831.6588309333042,1794.1592563204974
2019-05-10,1804.1600341796875,1825.5479872102785,1794.7653640704475
2019-05-13,2076.800048828125,1881.3817786809109,1811.8583752919362
2019-05-14,1961.5999755859373,1899.2080446598059,1820.9336238066003
2019-05-15,1879.0400390625,1894.7262656381827,1824.4552247355737
2019-05-16,1798.4000244140625,1873.3204342550453,1822.876121683943
2019-05-17,1825.280029296875,1862.6447887087852,1823.0218130545832
2019-05-20,1852.1600341796875,1860.3148432578746,1824.7877658518619
2019-05-21,1758.719970703125,1837.7382049123746,1820.7836570510965
2019-05-22,1742.0799560546875,1816.4808162773334,1816.0137357742535
2019-05-23,1857.280029296875,1825.5473080594536,1818.5147232626075
2019-05-24,1818.8800048828125,1824.0656851313113,1818.5368615426376
2019-05-28,1873.280029296875,1835.0022060569922,1821.8546292878173
2019-05-29,1909.760009765625,1851.6150513255775,1827.1822281084228
2019-05-30,1875.8399658203125,1856.998365657741,1830.131181911103
2019-05-31,1946.8800048828125,1876.9720632633127,1837.20686815623
2019-06-03,1966.719970703125,1896.9160426943822,1845.0561471030694
2019-06-04,1857.280029296875,1888.1080397171584,1845.7969884485567
2019-06-05,1821.43994140625,1873.292906759179,1844.320803778562
2019-06-06,1782.4000244140625,1853.0944884602645,1840.5680292697984
2019-06-07,1795.8399658203125,1840.371261206942,1837.8572375443491
2019-06-10,1783.0400390625,1827.6309896192886,1834.5349830894786
2019-06-11,1786.239990234375,1818.4329897559746,1831.6080138243533
2019-06-12,1777.9200439453125,1809.430112909161,1828.3541974668158
2019-06-13,1767.0400390625,1800.010096498792,1824.6381878652326
2019-06-14,1748.47998046875,1788.5589596032273,1820.0225389305706
2019-06-17,1729.9200439453125,1775.5280894570242,1814.5617816570232
2019-06-18,1716.47998046875,1762.40628745963,1808.6174300681023
2019-06-19,1659.52001953125,1739.5426723644346,1799.5812233663962
2019-06-20,1664.6400146484375,1722.8976373164353,1791.402968290453
2019-06-21,1703.6800537109375,1718.6270631818804,1786.086428011607
2019-06-24,1688.3199462890625,1711.89214831681,1780.1611866937287
2019-06-25,1731.199951171875,1716.1827711734913,1777.1938390857035
2019-06-26,1717.760009765625,1716.53326863841,1773.5917888231509
2019-06-27,1690.8800048828125,1710.8325433593884,1768.578953431873
2019-06-28,1664.0,1700.4253115017468,1762.2408350409294
2019-07-01,1571.8399658203125,1671.8507902392062,1750.70138841956
2019-07-02,1513.5999755859375,1636.68394253848,1736.3316058213156
2019-07-03,1504.6400146484375,1607.3408474518042,1722.2896912026963
2019-07-05,1509.1199951171875,1585.5139913774449,1709.3703156805639
2019-07-08,1550.719970703125,1577.7819867831518,1699.7551432564312
2019-07-09,1555.199951171875,1572.7637566473124,1690.9942225229574
2019-07-10,1507.8399658203125,1558.336247574646,1679.893964539698
2019-07-11,1482.8800048828125,1541.5681936431274,1667.953724559198
2019-07-12,1459.199951171875,1523.264139760627,1655.3019807162536
2019-07-15,1453.43994140625,1507.7476512374321,1643.0679177265981
2019-07-16,1457.9200439453125,1496.6748496169612,1631.8468344661178
2019-07-17,1495.0400390625,1496.3115583826366,1623.555513531865
2019-07-18,1479.3599853515625,1492.5445421535092,1614.8163906111536
2019-07-19,1496.3199462890625,1493.383520850299,1607.6347879244308
2019-07-22,1466.239990234375,1487.3516251578717,1599.065406245646
2019-07-23,1414.4000244140625,1471.1401583259144,1587.8735649217838
2019-07-24,1378.56005859375,1450.566802829878,1575.1878978708162
2019-07-25,1420.800048828125,1443.9519686072663,1565.8310585343527
2019-07-26,1384.9599609375,1430.8426335695406,1554.8691738309155
2019-07-29,1397.1199951171875,1423.3487139134622,1545.3086175447459
2019-07-30,1429.760009765625,1424.773446325054,1538.305671618402
2019-07-31,1509.760009765625,1443.6593493118478,1536.5756315060344
2019-08-01,1628.800048828125,1484.8017269821319,1542.1649901318528
2019-08-02,1642.239990234375,1519.7880077048528,1548.2301416534594
2019-08-05,1875.199951171875,1598.7684395864135,1568.0464937462268
2019-08-06,1758.719970703125,1634.3132242790161,1579.6024620470514
2019-08-07,1767.6800537109375,1663.95029748611,1591.0011039664516
2019-08-08,1662.719970703125,1663.6768915343357,1595.3477019506274
2019-08-09,1723.52001953125,1676.975364422539,1603.1157211981645
2019-08-12,1848.9599609375,1715.194163648086,1618.015372091866
2019-08-13,1712.6400146484375,1714.6265749814975,1623.750198913624
2019-08-14,1949.760009765625,1766.8784493779704,1643.5083692687685
2019-08-15,1898.8800048828125,1796.2121283790466,1658.9854380942138
2019-08-16,1793.9200439453125,1795.7027762826615,1667.1632929944549
2019-08-19,1662.719970703125,1766.1510417094314,1666.894000734369
2019-08-20,1702.4000244140625,1751.9841489771275,1669.0458809574213
2019-08-21,1619.199951171875,1722.4765494648493,1666.0249155158199
2019-08-22,1648.0,1705.9262051393273,1664.9324963936308
2019-08-23,1853.43994140625,1738.7070354208659,1676.3571900309378
2019-08-26,1798.4000244140625,1751.972144086021,1683.7537254482054
2019-08-27,1834.8800048828125,1770.396113151975,1692.9128938989136
2019-08-28,1793.280029296875,1775.481427850842,1698.9957505897778
2019-08-29,1718.4000244140625,1762.7966715315579,1700.1717671852036
2019-08-30,1728.0,1755.0640778578784,1701.8583267497559
2019-09-03,1804.1600341796875,1765.974290373836,1708.0584302304244
2019-09-04,1692.800048828125,1749.7133478081228,1707.1336798423968
2019-09-05,1630.0799560546875,1723.128149640693,1702.463757188552
2019-09-06,1582.0799560546875,1691.7841066215808,1695.1677692409805
2019-09-09,1566.719970703125,1663.9920764174797,1687.383054178015
2019-09-10,1561.5999755859375,1641.2382762326927,1679.7598372935872
2019-09-11,1537.280029296875,1618.1364435802889,1671.124697414935
2019-09-12,1500.800048828125,1592.0616891909192,1660.8019914399054
2019-09-13,1477.1199951171875,1566.519090507868,1649.6697492384558
2019-09-16,1498.8800048828125,1551.4881825911891,1640.5309768532095
2019-09-17,1491.8399658203125,1538.2330233087723,1631.5194004269215
2019-09-18,1443.8399658203125,1517.256788311337,1620.1448892385806
2019-09-19,1417.5999755859375,1495.1108299279151,1607.8694399262372
2019-09-20,1490.56005859375,1494.099547409212,1600.7597804515071
2019-09-23,1477.760009765625,1490.4685390439706,1593.3052488947537
2019-09-24,1546.239990234375,1502.8621948640605,1590.452808975931
2019-09-25,1511.0400390625,1504.6794935748248,1585.6399138296435
2019-09-26,1523.8399658203125,1508.9373762960445,1581.894462435125
2019-09-27,1565.43994140625,1521.4935018760905,1580.8972187364016
2019-09-30,1519.3599853515625,1521.0193870928622,1577.1676894403386
2019-10-01,1586.56005859375,1535.5839807597263,1577.7369239344866
2019-10-02,1692.800048828125,1570.5208847749263,1584.7104466553333
2019-10-03,1628.1600341796875,1583.329584642651,1587.3437549901496
2019-10-04,1541.760009765625,1574.0919013366454,1584.581103764414
2019-10-07,1553.280029296875,1569.4670408833633,1582.6840689481949
2019-10-08,1679.3599853515625,1593.88769520963,1588.5432153968968
2019-10-09,1623.0400390625,1600.3659938436012,1590.6339319826955
2019-10-10,1563.52001953125,1592.1779995519678,1588.9906645613926
