Date,VXX_Price,EMA8,EMA32,Signal
2018-04-25,2851.199951171875,2845.763588388505,2814.1652387124655,1
2018-04-26,2717.43994140625,2840.3098311344324,2811.512302556195,1
2018-04-27,2651.199951171875,2832.2989682372986,2807.1486060520147,1
2018-04-30,2625.280029296875,2823.5569570653124,2802.23460186538,1
2018-05-01,2711.0400390625,2818.819854264423,2799.788224141145,1
2018-05-02,2544.639892578125,2807.3097485136286,2792.991376932906,1
2018-05-03,2752.0,2804.9942400788964,2791.906830403499,1
2018-05-04,2579.199951171875,2795.5664730219696,2786.316259525651,1
2018-05-07,2544.0,2785.089211994882,2779.9884762353313,1
2018-05-08,2544.0,2775.0726729751977,2773.864587521109,1
2018-05-09,2482.56005859375,2762.9479115779814,2766.3514406952077,0
2018-05-10,2349.43994140625,2745.846063254156,2755.6627352918817,0
2018-05-11,2293.1201171875,2727.16226515083,2743.8729504950347,0
2018-05-14,2225.919921875,2706.5186162832924,2730.745462736117,0
2018-05-15,2387.199951171875,2693.393335266113,2722.0863200739063,0
2018-05-16,2308.159912109375,2677.588537414217,2711.7092806364167,0
2018-05-17,2250.8798828125,2660.1137983045674,2700.2169333355796,0
2018-05-18,2266.8798828125,2644.0378489121917,2689.465425400962,0
2018-05-21,2176.0,2624.9356293354317,2676.789349814484,0
2018-05-22,2191.488037109375,2607.2733753721877,2664.866815566076,0
2018-05-23,2174.719970703125,2589.6745303247226,2652.882349361756,0
2018-05-24,2187.52001953125,2573.3365142220005,2641.556534849713,0
2018-05-25,2164.47998046875,2556.7496166010374,2629.998049118905,0
2018-05-29,2458.8798828125,2552.7845061206845,2625.8705105169015,0
2018-05-30,2339.840087890625,2544.168428749087,2619.000845297172,0
2018-05-31,2364.159912109375,2536.894054933823,2612.9059575759343,0
2018-06-01,2248.320068359375,2525.2463378575935,2604.22209068596,0
2018-06-04,2248.320068359375,2514.0815674954997,2595.77897139656,0
2018-06-05,2177.280029296875,2500.517754983108,2585.8896334332053,0
2018-06-06,2076.159912109375,2483.4458787252597,2573.890406064818,0
2018-06-07,2100.47998046875,2468.0548064548307,2562.787654872813,0
2018-06-08,2075.52001953125,2452.294510731788,2551.4014824308238,0
2018-06-11,2053.1201171875,2436.282595528772,2539.799314350148,0
2018-06-12,2046.719970703125,2420.67023582067,2528.358114795357,0
2018-06-13,2056.9599609375,2406.106490004022,2517.4570770046507,0
2018-06-14,2001.407958984375,2389.9148677731055,2505.5630129714486,0
2018-06-15,2023.6800537109373,2375.2737604640065,2494.49236049531,0
2018-06-18,1999.93603515625,2360.2801631255147,2483.1664763896347,0
2018-06-19,2101.696044921875,2349.958064466115,2474.4573742589214,0
2018-06-20,2053.760009765625,2338.142796916946,2464.8817062852513,0
2018-06-21,2189.43994140625,2332.2150722736637,2458.630760802742,0
2018-06-22,2132.47998046875,2324.258205191549,2451.250358171575,0
2018-06-25,2438.39990234375,2328.8024556762234,2450.9603874004893,0
2018-06-26,2338.56005859375,2329.190697234813,2448.4310605490678,0
2018-06-27,2464.0,2334.5515020221173,2448.7804622494955,0
2018-06-28,2508.800048828125,2341.476831390999,2450.123888561128,0
2018-06-29,2362.8798828125,2342.327024522937,2448.1761219701393,0
2018-07-02,2415.360107421875,2345.226645740839,2447.445332001468,0
2018-07-03,2415.360107421875,2348.0097879112645,2446.732574826754,0
2018-07-05,2314.239990234375,2346.670310334725,2443.7964020698496,0
2018-07-06,2199.360107421875,2340.8298813884103,2438.392189707683,0
2018-07-09,2078.719970703125,2330.4424535486974,2430.4585424025677,0
2018-07-10,2034.56005859375,2318.7214773024757,2421.7454731964317,0
2018-07-11,2101.760009765625,2310.13026444995,2414.7186274642613,0
2018-07-12,2048.0,2299.7544287858573,2406.682867018218,0
2018-07-13,2030.656005859375,2289.106682633304,2398.460493269894,0
2018-07-16,1999.3599853515625,2277.6459612903686,2389.7515600625347,0
2018-07-17,1966.0799560546875,2265.3263642907864,2380.5250832158076,0
2018-07-18,1955.8399658203125,2253.092975130795,2371.2947686394004,0
2018-07-19,1996.800048828125,2242.965382734705,2363.1710160080897,0
2018-07-20,2001.0880126953125,2233.4102976056442,2355.331327025948,0
2018-07-23,2019.8399658203125,2224.975879626506,2348.080801537814,0
2018-07-24,1967.3599853515625,2214.804809086897,2339.867655582663,0
2018-07-25,1949.43994140625,2204.3305817382447,2331.4599933456147,0
2018-07-26,1954.56005859375,2194.4743962042603,2323.3576823019935,0
2018-07-27,2018.56005859375,2187.5343491592707,2316.8164615733385,0
2018-07-30,2056.320068359375,2182.35899620829,2311.2352421837763,0
2018-07-31,2008.3199462890625,2175.496102076071,2304.755702613499,0
2018-08-01,1984.0,2167.946463947268,2297.9054285333077,0
2018-08-02,1963.52001953125,2159.8887360997187,2290.7751546677637,0
2018-08-03,1928.9599609375,2150.7882106520146,2283.07170235365,0
2018-08-06,1873.1519775390625,2139.8491283835924,2274.357027889378,0
2018-08-07,1827.8399658203125,2127.558001043421,2264.8781289379103,0
2018-08-08,1794.0479736328125,2114.4222152571733,2254.8973369150362,0
2018-08-09,1825.9200439453125,2103.061070866925,2245.8164335271017,0
2018-08-10,1917.43994140625,2095.75255563233,2238.874608791169,0
2018-08-13,2028.800048828125,2093.1168303322165,2234.4396007312,0
2018-08-14,1926.4000244140625,2086.554668510723,2227.9449008990864,0
2018-08-15,2046.719970703125,2084.986957816838,2224.1288505212106,0
2018-08-16,1934.719970703125,2079.0739657328736,2218.042410995583,0
2018-08-17,1887.3599853515625,2071.531050707783,2211.096498262538,0
2018-08-20,1848.3199462890625,2062.75002532046,2203.4856097579855,0
2018-08-21,1885.43994140625,2055.775589537135,2196.8210030591017,0
2018-08-22,1852.800048828125,2047.7925611169487,2189.6203890729985,0
2018-08-23,1857.9200439453125,2040.3257282149261,2182.6854824434467,0
2018-08-24,1847.0400390625,2032.7255052540504,2175.675841875323,0
2018-08-27,1849.5999755859373,2025.5255514455105,2168.8734137477168,0
2018-08-28,1851.52001953125,2018.6848622857149,2162.259956392995,0
2018-08-29,1833.5999755859373,2011.4093182498439,2155.417974522509,0
2018-08-30,1888.6400146484373,2006.5838030741097,2149.8698769005364,0
2018-08-31,1900.1600341796875,2002.4011340294896,2144.681900075502,0
2018-09-04,1873.9200439453125,1997.3520036243833,2139.0620201769816,0
2018-09-05,1885.43994140625,1992.9543780023926,2133.802906396078,0
2018-09-06,1943.0400390625,1990.9931319806687,2129.8509341181207,0
2018-09-07,1971.8399658203125,1990.2406188470359,2126.5804637615443,0
2018-09-10,1918.719970703125,1987.4308343548987,2122.2820711093154,0
2018-09-11,1862.4000244140625,1982.519178485082,2116.9126236455318,0
2018-09-12,1838.0799560546875,1976.8454761141036,2111.1565807145353,0
2018-09-13,1788.1600341796875,1969.4342258064125,2104.494452339439,0
2018-09-14,1750.4000244140625,1960.8314656741552,2097.196912261951,0
2018-09-17,1804.800048828125,1954.7035639316798,2091.175758014104,0
2018-09-18,1795.199951171875,1948.4396590765296,2085.0857184291476,0
2018-09-19,1733.1199951171875,1939.9842583492107,2077.8492246956475,0
2018-09-20,1704.9599609375,1930.7555677618625,2070.1883471108954,0
2018-09-21,1700.2239990234375,1921.703757143646,2062.593201528573,0
2018-09-24,1706.8800048828125,1913.2691286855447,2055.295931683812,0
2018-09-25,1722.8800048828125,1905.794231225726,2048.4814484136555,0
2018-09-26,1728.0,1898.8141412289424,2041.9162022164805,0
2018-09-27,1711.3599853515625,1891.4551301387764,2035.1491944915763,0
2018-09-28,1708.800048828125,1884.2848204236216,2028.4727826750584,0
2018-10-01,1689.5999755859375,1876.6425783544228,2021.5447074164417,0
2018-10-02,1689.5999755859375,1869.3006125547683,2014.762630412876,0
2018-10-03,1676.800048828125,1861.7446871572085,2007.8619436932672,0
2018-10-04,1779.199951171875,1858.5048028022936,2003.1958870082183,0
2018-10-05,1807.3599853515625,1856.4974355334648,1999.2020886567527,0
2018-10-08,1832.9599609375,1855.5736508968214,1995.8138183446295,0
2018-10-09,1861.1199951171875,1855.7913235738451,1993.0701411330701,0
2018-10-10,2172.800048828125,1868.2323176447157,1996.7291139671902,0
2018-10-11,2359.0400390625,1887.4934821947281,2004.1010028214905,0
2018-10-12,2180.47998046875,1898.991065072201,2007.6878064210598,0
2018-10-15,2193.280029296875,1910.5394482086738,2011.4599549615314,0
2018-10-16,2053.1201171875,1916.1344030015957,2012.306252184068,0
2018-10-17,2077.43994140625,1922.4639755422904,2013.6287202499946,0
2018-10-18,2230.39990234375,1934.5469833744285,2018.0278131622003,0
2018-10-19,2193.280029296875,1944.6991000276232,2021.582583940558,0
2018-10-22,2213.1201171875,1955.231118452742,2025.4658111020206,0
2018-10-23,2296.9599609375,1968.639226444131,2030.9674799505165,0
2018-10-24,2474.239990234375,1988.4766249742715,2039.9459840465422,0
2018-10-25,2423.0400390625,2005.526517211973,2047.7020569033102,0
2018-10-26,2559.360107421875,2027.2555095065748,2058.056423631858,0
2018-10-29,2581.760009765625,2049.0104302421237,2068.649947309639,0
2018-10-30,2483.840087890625,2066.069841252194,2077.0448739938033,0
2018-10-31,2405.1201171875,2079.3713749416647,2083.67561488455,0
2018-11-01,2327.679931640625,2089.112796288832,2088.60517869564,1
2018-11-02,2346.239990234375,2099.200026975853,2093.808031032543,1
2018-11-05,2323.840087890625,2108.012640272656,2098.451631060652,1
2018-11-06,2245.1201171875,2113.3912800495123,2101.4112526025765,1
2018-11-07,2089.60009765625,2112.4579797511697,2101.173005276031,1
2018-11-08,2080.0,2111.184707853019,2100.746074193119,1
2018-11-09,2126.912109375,2111.801659543322,2101.273493500499,1
2018-11-12,2307.840087890625,2119.4917265860718,2105.4357054699512,1
2018-11-13,2325.1201171875,2127.557888345386,2109.8606970590904,1
2018-11-14,2385.280029296875,2137.667412553012,2115.4064404669457,1
2018-11-15,2360.320068359375,2146.4011914266625,2120.3362872459293,1
2018-11-16,2252.159912109375,2150.5496428637007,2122.9888871813314,1
2018-11-19,2384.0,2159.706786998522,2128.2393597604973,1
2018-11-20,2517.1201171875,2173.726273550668,2136.0595900005796,1
2018-11-21,2458.239990234375,2184.8861808936945,2142.5365114824526,1
2018-11-23,2479.360107421875,2196.436670690157,2149.3057705967144,1
2018-11-26,2339.199951171875,2202.036391778047,2153.1210120733713,1
2018-11-27,2297.60009765625,2205.7847348054174,2156.0229604380893,1
2018-11-28,2229.760009765625,2206.7251216572704,2157.503593000927,1
2018-11-29,2270.080078125,2209.2100867260892,2159.763489473713,1
2018-11-30,2206.080078125,2209.0873195998643,2160.6930103847103,1
2018-12-03,2086.39990234375,2204.2752314615714,2159.202430555578,1
2018-12-04,2357.760009765625,2210.295224220666,2163.1851491328257,1
2018-12-06,2418.56005859375,2218.463752647542,2168.306211814878,1
2018-12-07,2580.47998046875,2232.6626051904263,2176.5695049997353,1
2018-12-10,2555.52001953125,2245.325511978783,2184.1648664619174,1
2018-12-11,2555.968017578125,2257.5092643134203,2191.615175478435,1
2018-12-12,2535.679931640625,2268.419374753519,2198.5080247459005,1
2018-12-13,2496.639892578125,2277.3703473277897,2204.479290808498,1
2018-12-14,2598.39990234375,2289.9612936244125,2212.367313834191,1
2018-12-17,2725.760009765625,2307.0534635464423,2222.6454073745476,1
2018-12-18,2738.56005859375,2323.9772164510446,2232.9717395440443,1
2018-12-19,2728.9599609375,2339.8606291059677,2242.8971125364073,1
2018-12-20,2867.840087890625,2360.567880897029,2255.4004215216473,1
2018-12-21,3012.47998046875,2386.135641455896,2270.5442963580513,1
2018-12-24,3163.52001953125,2416.6242594577134,2288.402914167888,1
2018-12-26,2995.840087890625,2439.3407218400794,2302.548160456081,1
2018-12-27,3122.56005859375,2466.1360352569113,2318.941179619902,1
2018-12-28,3117.43994140625,2491.679561466282,2334.9011055613914,1
2018-12-31,3007.360107421875,2511.903998925959,2348.3393306328576,1
2019-01-02,2927.360107421875,2528.197688737311,2359.908210996279,1
2019-01-03,3048.9599609375,2548.621296284002,2373.6730673082707,1
2019-01-04,2807.0400390625,2558.756107272449,2382.3287206838495,1
2019-01-07,2744.320068359375,2566.0336377141157,2389.5575497535137,1
2019-01-08,2688.639892578125,2570.84205139125,2395.5291089423663,1
2019-01-09,2625.280029296875,2572.9770128041796,2400.1156246190812,1
2019-01-10,2597.760009765625,2573.948955726896,2404.060562625711,1
2019-01-11,2513.280029296875,2571.569639401028,2406.2402149656536,1
2019-01-14,2520.320068359375,2569.5597364514597,2408.5165122127214,1
2019-01-15,2410.8798828125,2563.336652463827,2408.5636626830865,1
2019-01-16,2459.52001953125,2559.265195324854,2409.580117472134,1
2019-01-17,2432.0,2554.274148204639,2410.0272742422985,1
2019-01-18,2371.840087890625,2547.1195199218987,2409.2657527218207,1
2019-01-22,2580.47998046875,2548.4278350160807,2412.679596549892,1
2019-01-23,2566.39990234375,2549.132653926189,2415.74420875441,1
2019-01-24,2475.52001953125,2546.2457581926806,2416.935756467614,1
2019-01-25,2382.719970703125,2539.8327138068116,2416.253802096149,1
2019-01-28,2481.280029296875,2537.536437763108,2417.549671790883,1
2019-01-29,2474.239990234375,2535.0541282307927,2418.679277207321,1
2019-01-30,2365.43994140625,2528.402344579768,2417.618567152994,1
2019-01-31,2267.52001953125,2518.1713002849983,2414.6284527426255,1
2019-02-01,2245.760009765625,2507.488138514277,2411.2648234577737,1
2019-02-04,2176.0,2494.4881756887567,2406.5792153550587,1
2019-02-05,2157.43994140625,2481.27017977899,2401.6178465917287,1
2019-02-06,2145.919921875,2468.118789598226,2396.5264391409155,1
2019-02-07,2217.60009765625,2458.2942403067727,2392.964083793746,1
2019-02-08,2190.719970703125,2447.8008373183347,2388.9379138637037,1
2019-02-11,2167.0400390625,2436.790313165254,2384.5209531071896,1
2019-02-12,2128.0,2424.680575521494,2379.4153348415857,1
2019-02-13,2122.8798828125,2412.8449597590634,2374.309945371496,1
2019-02-14,2161.280029296875,2402.979432532039,2370.0707937448747,1
2019-02-15,2085.760009765625,2390.5391694451814,2364.413751616864,1
2019-02-19,2092.159912109375,2378.837763884382,2358.9971279882666,1
2019-02-20,2008.3199462890625,2364.3073453226657,2352.020885863459,1
2019-02-21,2034.56005859375,2351.375815759337,2345.7060163627125,1
2019-02-22,1957.760009765625,2335.939599691781,2337.9897624059017,0
2019-02-25,1992.9599609375,2322.489164860419,2331.127716776817,0
2019-02-26,2009.5999755859373,2310.2187788933666,2324.7336381927516,0
2019-02-27,2011.52001953125,2298.5048987270443,2318.505425589739,0
2019-02-28,2010.239990234375,2287.2002039807976,2312.37611504401,0
2019-03-01,1918.719970703125,2272.7497672118607,2304.549597799499,0
2019-03-04,1965.43994140625,2260.698215962201,2297.808089272582,0
2019-03-05,1976.9599609375,2249.571060985903,2291.4301181533106,0
2019-03-06,2035.199951171875,2241.164231326958,2286.337043074862,0
2019-03-07,2112.639892578125,2236.1239923615994,2282.8847317464138,0
2019-03-08,2126.719970703125,2231.833582287997,2279.7811128432795,0
2019-03-11,1971.8399658203125,2221.6376256824196,2273.661530363895,0
2019-03-12,1916.1600341796875,2209.6579672209446,2266.5575577785175,0
2019-03-13,1895.6800537109373,2197.3449646090157,2259.1882981512485,0
2019-03-14,1864.3199462890625,2184.2850139786656,2251.342877347261,0
2019-03-15,1829.760009765625,2170.3819233163254,2242.967237311011,0
2019-03-18,1834.239990234375,2157.1997506990347,2234.847530476263,0
2019-03-19,1846.4000244140625,2145.0114053004068,2227.1311902724565,0
2019-03-20,1866.239990234375,2134.079088809466,2219.9626926924975,0
2019-03-21,1841.9200439453125,2122.621766507334,2212.453970976835,0
2019-03-22,2053.1201171875,2119.8961876659782,2209.2894559499427,0
2019-03-25,2063.360107421875,2117.6790677492727,2206.391337350174,0
2019-03-26,1946.8800048828125,2110.981010916507,2201.237807985563,0
2019-03-27,1976.3199462890625,2105.7001436693986,2196.7715090419933,0
2019-03-28,1932.1600341796875,2098.894598187306,2191.517287035993,0
2019-03-29,1872.6400146484373,2090.0218055465198,2185.1858878831995,0
2019-04-01,1839.3599853515625,2080.1918622548446,2178.3197819930915,0
2019-04-02,1834.239990234375,2070.5466267068723,2171.488700682774,0
2019-04-03,1847.0400390625,2061.781606522884,2165.0476897589742,0
2019-04-04,1828.47998046875,2052.6324670238487,2158.3664247562556,0
2019-04-05,1792.0,2042.411525723672,2151.093977970742,0
2019-04-08,1783.6800537109375,2032.2651360319924,2143.801089771881,0
2019-04-09,1847.0400390625,2025.00136721962,2137.9108860026895,0
2019-04-10,1795.199951171875,2015.9894998750046,2131.1089700263633,0
2019-04-11,1760.0,2005.9506455404264,2123.743761721401,0
2019-04-12,1680.6400146484375,1993.1933043392812,2114.950101565246,0
2019-04-15,1658.8800048828125,1980.0829180893786,2105.8995112024118,0
2019-04-16,1645.43994140625,1966.9596056467763,2096.7622035742143,0
2019-04-17,1656.9599609375,1954.802704807839,2088.035183330662,0
2019-04-18,1630.719970703125,1942.093525722813,2078.9610249766756,0
2019-04-22,1616.0,1929.3054938023263,2069.7752108792756,0
2019-04-23,1603.199951171875,1916.516992609939,2060.5180504545447,0
2019-04-24,1644.800048828125,1905.8613873286208,2052.270250534636,0
2019-04-25,1676.800048828125,1896.8785582667263,2044.8212449851846,0
2019-04-26,1618.56005859375,1885.9640705571333,2036.3649042550192,0
2019-04-29,1643.52001953125,1876.4564299620408,2028.5717733864542,0
2019-04-30,1643.52001953125,1867.3216403822912,2020.933512829054,0
2019-05-01,1705.5999755859375,1860.9795953767823,2014.678469398058,0
2019-05-02,1708.1600341796875,1854.9866542171806,2008.5984932981796,0
2019-05-03,1626.8800048828125,1846.0412707657074,2001.0271337855552,0
2019-05-06,1719.0400390625,1841.0608171186025,1995.4341237783865,0
2019-05-07,2005.1199951171875,1847.4945267417093,1995.6262298243823,0
2019-05-08,1965.43994140625,1852.119848426709,1995.0275449210249,0
2019-05-09,1955.199951171875,1856.1622148906556,1994.237668438962,0
2019-05-10,1804.1600341796875,1854.122909084786,1990.468088783341,0
2019-05-13,2076.800048828125,1862.8553648687937,1992.180155017405,0
2019-05-14,1961.5999755859373,1866.727710609725,1991.5737311284706,0
2019-05-15,1879.0400390625,1867.2105479859051,1989.3421822592834,0
2019-05-16,1798.4000244140625,1864.5120908926735,1985.5558957881508,0
2019-05-17,1825.280029296875,1862.9735758310605,1982.3777938164255,0
2019-05-20,1852.1600341796875,1862.549514621477,1979.7957821441053,0
2019-05-21,1758.719970703125,1858.477760857599,1975.4123152610746,0
2019-05-22,1742.0799560546875,1853.9131335826164,1970.7859467650449,0
2019-05-23,1857.280029296875,1854.045168916512,1968.535479376851,0
2019-05-24,1818.8800048828125,1852.666140790279,1965.568353179073,0
2019-05-28,1873.280029296875,1853.4745297495435,1963.7386545101624,0
2019-05-29,1909.760009765625,1855.6818065573366,1962.66850513102,0
2019-05-30,1875.8399658203125,1856.472323667258,1960.94713309991,0
2019-05-31,1946.8800048828125,1860.0177274998866,1960.6682592998236,0
2019-06-03,1966.719970703125,1864.2021343754611,1960.7882287579114,0
2019-06-04,1857.280029296875,1863.9306789513928,1958.736321841364,0
2019-06-05,1821.43994140625,1862.2643736136065,1956.0146698496817,0
2019-06-06,1782.4000244140625,1859.1324349113554,1952.5731470428677,0
2019-06-07,1795.8399658203125,1856.6503746810156,1949.4663261650512,0
2019-06-10,1783.0400390625,1853.7636919264235,1946.167432310869,0
2019-06-11,1786.239990234375,1851.1157010456088,1942.9974215604962,0
2019-06-12,1777.9200439453125,1848.2452804339325,1939.725395126973,0
2019-06-13,1767.0400390625,1845.0607583012174,1936.3026353497328,0
2019-06-14,1748.47998046875,1841.2732735457566,1932.5799124016967,0
2019-06-17,1729.9200439453125,1836.9064766037484,1928.5631837717929,0
2019-06-18,1716.47998046875,1832.1838651462301,1924.3597601315641,0
2019-06-19,1659.52001953125,1825.4127287578842,1919.1108111680471,0
2019-06-20,1664.6400146484375,1819.1079117988131,1914.0674553901283,0
2019-06-21,1703.6800537109375,1814.5813259272943,1909.8978592023313,0
2019-06-24,1688.3199462890625,1809.6298959102683,1905.5065553295203,0
2019-06-25,1731.199951171875,1806.5542097948799,1902.05214625743,0
2019-06-26,1717.760009765625,1803.0720821193365,1898.3999023850283,0
2019-06-27,1690.8800048828125,1798.6723901644175,1894.2874026099657,0
2019-06-28,1664.0,1793.3911169038865,1889.7237808915877,0
2019-07-01,1571.8399658203125,1784.7028316357614,1883.4243499431964,0
2019-07-02,1513.5999755859375,1774.0713414022093,1876.0957331966079,0
2019-07-03,1504.6400146484375,1763.505401593639,1868.7348956723217,0
2019-07-05,1509.1199951171875,1753.529498378289,1861.6087993294616,0
2019-07-08,1550.719970703125,1745.5761797971852,1855.4483402319681,0
2019-07-09,1555.199951171875,1738.1104419409091,1849.4988094164828,0
2019-07-10,1507.8399658203125,1729.080223239426,1842.7288060144358,0
2019-07-11,1482.8800048828125,1719.4253086562996,1835.598460357819,0
2019-07-12,1459.199951171875,1709.220388554193,1828.1402808140228,0
2019-07-15,1453.43994140625,1699.1897788906724,1820.7158433659883,0
2019-07-16,1457.9200439453125,1689.728217129369,1813.5273752427242,0
2019-07-17,1495.0400390625,1682.0933838816115,1807.2169153467935,0
2019-07-18,1479.3599853515625,1674.1430517908277,1800.7208848347468,0
2019-07-19,1496.3199462890625,1667.1695943668406,1794.689672436059,0
2019-07-22,1466.239990234375,1659.2899995441646,1788.182047272786,0
2019-07-23,1414.4000244140625,1649.6864681758184,1780.7763280941647,0
2019-07-24,1378.56005859375,1639.054056838228,1772.807330319858,0
2019-07-25,1420.800048828125,1630.4950737198903,1765.833183988817,0
2019-07-26,1384.9599609375,1620.8662431604946,1758.2872104476135,0
2019-07-29,1397.1199951171875,1612.0918782095116,1751.1317320146547,0
2019-07-30,1429.760009765625,1604.9416070716004,1744.764749976347,0
2019-07-31,1509.760009765625,1601.2089945161829,1740.1089074588076,0
2019-08-01,1628.800048828125,1602.2909968957083,1737.9037115934345,0
2019-08-02,1642.239990234375,1603.8576244327458,1736.0084874722968,0
2019-08-05,1875.199951171875,1614.4985022574804,1738.7660276684621,0
2019-08-06,1758.719970703125,1620.1542472754388,1739.1613342129142,0
2019-08-07,1767.6800537109375,1625.939574155443,1739.7263120385585,0
2019-08-08,1662.719970703125,1627.381942919968,1738.2007704437558,0
2019-08-09,1723.52001953125,1631.152064255627,1737.9099385097816,0
2019-08-12,1848.9599609375,1639.6935518894102,1740.1098682138188,0
2019-08-13,1712.6400146484375,1642.5541979670586,1739.5656878056946,0
2019-08-14,1949.760009765625,1654.6014866434357,1743.729623497852,0
2019-08-15,1898.8800048828125,1664.1810378598059,1746.80311790117,0
2019-08-16,1793.9200439453125,1669.2688427760027,1747.73648640585,0
2019-08-19,1662.719970703125,1669.0120242266776,1746.0523542182398,0
2019-08-20,1702.4000244140625,1670.3213577469492,1745.1876311417811,0
2019-08-21,1619.199951171875,1668.3165964405969,1742.6919188896009,0
2019-08-22,1648.0,1667.519867067539,1740.8161634074079,0
2019-08-23,1853.43994140625,1674.810851261883,1743.0471159665433,0
2019-08-26,1798.4000244140625,1679.6574860696137,1744.143588319778,0
2019-08-27,1834.8800048828125,1685.7446443536903,1745.940951831311,0
2019-08-28,1793.280029296875,1689.9617187280178,1746.8786675631613,0
2019-08-29,1718.4000244140625,1691.0769465175854,1746.3145522647708,0
2019-08-30,1728.0,1692.5249095434592,1745.9517732826735,0
2019-09-03,1804.1600341796875,1696.9027579873243,1747.104769065557,0
2019-09-04,1692.800048828125,1696.7418674172698,1746.0291016517472,0
2019-09-05,1630.0799560546875,1694.127674583899,1743.7323958157885,0
2019-09-06,1582.0799560546875,1689.7336460333713,1740.5304238438987,0
