Price,High,Low,Close,ATR
Ticker,GFI,GFI,GFI,
Date,,,,
2025-09-04,34.540000915527344,33.310001373291016,33.400001525878906,1.0766496660965197
2025-09-05,34.79999923706055,34.040000915527344,34.36000061035156,1.0895835878999245
2025-09-08,35.81999969482422,35.040000915527344,35.61000061035156,1.1044002077628339
2025-09-09,36.27000045776367,35.349998474121094,35.72999954223633,1.0970242787980236
2025-09-10,37.68000030517578,36.41999816894531,36.959999084472656,1.1311433381636806
2025-09-11,38.040000915527344,36.599998474121094,38.02000045776367,1.1434977022933834
2025-09-12,38.06999969482422,36.959999084472656,37.599998474121094,1.1421578186157106
2025-09-15,39.040000915527344,37.380001068115234,38.83000183105469,1.1628714997675664
2025-09-16,39.040000915527344,37.90999984741211,38.369998931884766,1.1615566825014731
2025-09-17,38.939998626708984,37.61000061035156,37.97999954223633,1.168294335855711
2025-09-18,38.029998779296875,37.06999969482422,37.869998931884766,1.1599625258003887
2025-09-19,41.459999084472656,38.06999969482422,41.31999969482422,1.2571640308718888
2025-09-22,42.29999923706055,41.22999954223633,42.29999923706055,1.249677457429982
2025-09-23,42.7400016784668,41.779998779296875,41.790000915527344,1.2380904750995796
2025-09-24,42.119998931884766,40.2400016784668,40.27000045776367,1.2637667462323152
2025-09-25,40.20000076293945,38.84000015258789,39.33000183105469,1.270416088590054
2025-09-26,40.86000061035156,39.849998474121094,40.849998474121094,1.2807993962183268
2025-09-29,42.2400016784668,41.08000183105469,41.439998626708984,1.2851675485434217
2025-09-30,42.560001373291016,41.099998474121094,41.959999084472656,1.2921609625684816
2025-10-01,42.790000915527344,41.38999938964844,41.7400016784668,1.2964745851008985
2025-10-02,43.130001068115234,40.54999923706055,42.2599983215332,1.3478156749390502
2025-10-03,42.58000183105469,41.720001220703125,42.13999938964844,1.3283030723555507
2025-10-06,42.93000030517578,42.209999084472656,42.470001220703125,1.3067709860824224
2025-10-07,42.380001068115234,41.20000076293945,41.849998474121094,1.3053001649496723
2025-10-08,43.654998779296875,42.474998474121094,43.349998474121094,1.3252881705587165
