Price,High,Low,Close,ATR
Ticker,CLS,CLS,CLS,
Date,,,,
2025-09-04,221.58999633789062,210.6199951171875,221.33999633789062,9.813731178095471
2025-09-05,257.3999938964844,234.0800018310547,242.67999267578125,10.863581833315402
2025-09-08,254.6999969482422,244.14999389648438,244.3300018310547,10.909838730881223
2025-09-09,250.14999389648438,239.02000427246094,244.0800018310547,10.91864476660691
2025-09-10,254.0,242.16000366210938,253.02999877929688,10.955498829458257
2025-09-11,252.1300048828125,242.57000732421875,245.74000549316406,10.935678534483051
2025-09-12,246.99000549316406,237.72999572753906,241.77000427246094,10.86865178372873
2025-09-15,250.6999969482422,238.1300048828125,248.99000549316406,10.936705394996768
2025-09-16,258.1600036621094,248.22999572753906,254.38999938964844,10.89643749657971
2025-09-17,254.2899932861328,239.8000030517578,247.66000366210938,11.044179850232146
2025-09-18,256.4700012207031,246.13999938964844,252.0399932861328,11.015612729465047
2025-09-19,255.24000549316406,242.77999877929688,252.92999267578125,11.073388488841132
2025-09-22,257.0,249.27999877929688,254.7899932861328,10.939252998115611
2025-09-23,261.8299865722656,252.0,257.6400146484375,10.894882341081612
2025-09-24,256.0799865722656,239.77999877929688,240.4600067138672,11.173487682203971
2025-09-25,247.5800018310547,227.0,244.63999938964844,11.549748248158
2025-09-26,250.0,237.94000244140625,243.7899932861328,11.570158220575431
2025-09-29,251.4499969482422,245.1199951171875,245.9499969482422,11.413752038236789
2025-09-30,250.3000030517578,239.58999633789062,246.3800048828125,11.385602225262005
2025-10-01,252.3000030517578,238.6699981689453,251.69000244140625,11.475378331564023
2025-10-02,257.5799865722656,246.49000549316406,250.91000366210938,11.459962441465525
2025-10-03,249.0,231.44000244140625,233.6699981689453,11.780363992635028
2025-10-06,244.5800018310547,233.82000732421875,235.33999633789062,11.745549579414002
2025-10-07,243.08999633789062,230.24000549316406,237.7899932861328,11.789727230026504
2025-10-08,252.10910034179688,238.63999938964844,251.22999572753906,11.890902423052006
