Price,High,Low,Close,ATR
Ticker,SAN,SAN,SAN,
Date,,,,
2025-09-04,9.609999656677246,9.449999809265137,9.579999923706055,0.17581450112386302
2025-09-05,9.649999618530273,9.479999542236328,9.529999732971191,0.1755819241306663
2025-09-08,9.789999961853027,9.65999984741211,9.760000228881836,0.1789586563207131
2025-09-09,9.829999923706055,9.65999984741211,9.800000190734863,0.1786003131196424
2025-09-10,9.989999771118164,9.90999984741211,9.949999809265137,0.17905628381018873
2025-09-11,10.09000015258789,9.979999542236328,10.079999923706055,0.17749404619069134
2025-09-12,10.0600004196167,9.890000343322754,10.050000190734863,0.1779942675583957
2025-09-15,10.15999984741211,10.109999656677246,10.140000343322754,0.17527448312314972
2025-09-16,10.100000381469727,9.960000038146973,10.010000228881836,0.17546351600525498
2025-09-17,10.119999885559082,9.970000267028809,10.069999694824219,0.1744449601062557
2025-09-18,10.109999656677246,9.989999771118164,10.100000381469727,0.17226715712436877
2025-09-19,10.289999961853027,10.170000076293945,10.239999771118164,0.17297645405472606
2025-09-22,10.140000343322754,10.050000190734863,10.140000343322754,0.17365737910786905
2025-09-23,10.329999923706055,10.199999809265137,10.25,0.1743110671588863
2025-09-24,10.350000381469727,10.239999771118164,10.289999961853027,0.17173864888659335
2025-09-25,10.229999542236328,10.149999618530273,10.220000267028809,0.17046911666403977
2025-09-26,10.399999618530273,10.329999923706055,10.380000114440918,0.17085032605753678
2025-09-29,10.399999618530273,10.25,10.289999961853027,0.17001629775644625
2025-09-30,10.5,10.359999656677246,10.479999542236328,0.1716156473720673
2025-10-01,10.460000038146973,10.350000381469727,10.420000076293945,0.16995098790784866
2025-10-02,10.34000015258789,10.119999885559082,10.15999984741211,0.17515295602092926
2025-10-03,10.34000015258789,10.25,10.289999961853027,0.17534684998712333
2025-10-06,10.300000190734863,10.079999923706055,10.109999656677246,0.17713298666879074
2025-10-07,10.109999656677246,9.960000038146973,9.970000267028809,0.17604765194325003
2025-10-08,10.229999542236328,10.079999923706055,10.09000015258789,0.17940571687382081
