Price,High,Low,Close,ATR
Ticker,HSBC,HSBC,HSBC,
Date,,,,
2025-09-04,65.23999786376953,64.63999938964844,65.08000183105469,0.8144710703802323
2025-09-05,66.37000274658203,65.25,65.61000061035156,0.8334922641861167
2025-09-08,66.12000274658203,65.58000183105469,66.02999877929688,0.8217526102397658
2025-09-09,66.6500015258789,65.8499984741211,66.52999877929688,0.8208826279004875
2025-09-10,68.55000305175781,67.51000213623047,68.37000274658203,0.8688474936829055
2025-09-11,69.31999969482422,68.37999725341797,69.16000366210938,0.8720934718652767
2025-09-12,69.05999755859375,68.58999633789062,68.6500015258789,0.8600100259594157
2025-09-15,69.4800033569336,69.05000305175781,69.44999694824219,0.8588096981632266
2025-09-16,69.13999938964844,68.66000366210938,68.94999694824219,0.85605704168201
2025-09-17,69.94000244140625,69.26000213623047,69.66999816894531,0.8614149797412921
2025-09-18,69.80000305175781,69.16999816894531,69.5,0.8521585758641403
2025-09-19,69.91999816894531,69.55000305175781,69.7300033569336,0.8348721595873873
2025-09-22,70.26000213623047,69.86000061035156,69.9800033569336,0.8226772243757667
2025-09-23,71.04000091552734,70.1500015258789,70.19999694824219,0.8321700377444861
2025-09-24,70.4000015258789,69.76000213623047,69.88999938964844,0.8244832118206441
2025-09-25,69.16000366210938,68.62000274658203,68.93000030517578,0.8423037490704746
2025-09-26,70.20999908447266,69.77999877929688,69.81999969482422,0.8598115502795306
2025-09-29,70.83999633789062,70.1500015258789,70.47000122070312,0.8662189539910056
2025-09-30,71.05999755859375,70.43000030517578,70.9800033569336,0.856770085968084
2025-10-01,71.58000183105469,71.06999969482422,71.36000061035156,0.8464992214942044
2025-10-02,71.1500015258789,70.26000213623047,70.83000183105469,0.85663919159928
2025-10-03,72.20999908447266,71.68000030517578,72.20999908447266,0.8775735140720275
2025-10-06,72.0999984741211,71.36000061035156,71.48999786376953,0.8764705124739902
2025-10-07,71.2300033569336,70.63999938964844,70.70999908447266,0.8754116309398744
2025-10-08,71.91999816894531,71.41000366210938,71.46499633789062,0.8887951290811856
