Price,High,Low,Close,ATR
Ticker,NVDA,NVDA,NVDA,
Date,,,,
2025-09-04,171.85031526705663,169.40045639085815,171.65032958984375,4.471447083759534
2025-09-05,169.02047080600087,164.06075893837155,167.01058959960938,4.596172026468041
2025-09-08,170.95036631358883,167.34056927044318,168.30050659179688,4.569916213968497
2025-09-09,170.97035502688004,166.7306038641957,170.7503662109375,4.556709611917131
2025-09-10,179.2798883121013,175.46011154547278,177.32000732421875,4.715622111486997
2025-09-11,180.27999877929688,176.47999572753906,177.1699981689453,4.67899734909783
2025-09-12,178.60000610351562,176.4499969482422,177.82000732421875,4.577837821344854
2025-09-15,178.85000610351562,174.50999450683594,177.75,4.568324772358247
2025-09-16,177.5,174.3800048828125,174.8800048828125,4.520391586151417
2025-09-17,173.1999969482422,168.41000366210938,170.2899932861328,4.5983759715334855
2025-09-18,177.10000610351562,172.9600067138672,176.24000549316406,4.686841445367458
2025-09-19,178.0800018310547,175.17999267578125,176.6699981689453,4.615368153763697
2025-09-22,184.5500030517578,174.7100067138672,183.61000061035156,4.824353281128774
2025-09-23,182.4199981689453,176.2100067138672,178.42999267578125,4.927378905742998
2025-09-24,179.77999877929688,175.39999389648438,176.97000122070312,4.905483944825778
2025-09-25,180.25999450683594,173.1300048828125,177.69000244140625,4.994464171993685
2025-09-26,179.77000427246094,174.92999267578125,178.19000244140625,4.988286068981124
2025-09-29,184.0,180.32000732421875,181.85000610351562,5.02115452856563
2025-09-30,187.35000610351562,181.47999572753906,186.5800018310547,5.0551087624620665
2025-10-01,188.13999938964844,183.89999389648438,187.24000549316406,5.022504631690146
2025-10-02,191.0500030517578,188.05999755859375,188.88999938964844,4.9740043487662895
2025-10-03,190.36000061035156,185.3800048828125,187.6199951171875,4.9742440039172005
2025-10-06,187.22999572753906,183.3300018310547,185.5399932861328,4.9468739752058255
2025-10-07,189.05999755859375,184.0,185.0399932861328,4.951398918541342
2025-10-08,189.4199981689453,186.5399932861328,188.13499450683594,4.928543157112188
