Price,High,Low,Close,ATR
Ticker,JOYY,JOYY,JOYY,
Date,,,,
2025-09-04,61.38455531215633,58.16415553558578,61.09895324707031,1.447829499217582
2025-09-05,63.354216300593336,60.98076862534715,61.62091064453125,1.4848542262587259
2025-09-08,63.77769305464403,61.94590577707559,62.714073181152344,1.5117313536128882
2025-09-09,63.10800789268534,62.221657989819555,62.832252502441406,1.4867160955830043
2025-09-10,63.51178450687607,61.207282288207495,62.0049934387207,1.519427540506427
2025-09-11,62.38907928014831,60.57698901715982,60.734561920166016,1.5311340494057095
2025-09-12,61.65045417454619,60.26184182474026,61.58151626586914,1.5254331814217184
2025-09-15,62.31029531137084,61.56182119720663,61.60121536254883,1.4943548187314177
2025-09-16,62.50726129018095,60.79365269605033,61.94590759277344,1.5031249697473856
2025-09-17,62.56634957918691,60.88228846546199,61.729244232177734,1.510362415506487
2025-09-18,62.77316433689024,61.394398671033926,62.507259368896484,1.50509854552048
2025-09-19,62.714076547834885,61.11865040878421,61.68000411987305,1.5087116492616874
2025-09-22,62.0,60.29999923706055,60.59000015258789,1.516363213808798
2025-09-23,60.90999984741211,60.040000915527344,60.11000061035156,1.4905086425318366
2025-09-24,61.650001525878906,60.0,61.47999954223633,1.4968883578657193
2025-09-25,61.36000061035156,59.04999923706055,59.380001068115234,1.5342128357581217
2025-09-26,59.59000015258789,57.97999954223633,58.54999923706055,1.5372443467418593
2025-09-29,60.20000076293945,58.790000915527344,59.08000183105469,1.5417546339073411
2025-09-30,59.470001220703125,58.2400016784668,58.61000061035156,1.5292844302405004
2025-10-01,59.56999969482422,58.619998931884766,59.130001068115234,1.5065130164097866
2025-10-02,60.5,58.70000076293945,58.7400016784668,1.518252465235817
2025-10-03,59.630001068115234,58.2599983215332,58.709999084472656,1.5123224764896654
2025-10-06,59.20000076293945,58.02000045776367,58.34000015258789,1.49902958963711
2025-10-07,58.880001068115234,57.77000045776367,57.77000045776367,1.483468430465688
2025-10-08,58.54999923706055,57.939998626708984,58.349998474121094,1.4553296444189354
