Price,High,Low,Close,ATR
Ticker,SE,SE,SE,
Date,,,,
2025-09-04,190.0,182.0,189.7100067138672,6.171558337642997
2025-09-05,192.27999877929688,185.82000732421875,191.6199951171875,6.183095662340402
2025-09-08,195.0,189.9499969482422,190.57000732421875,6.137771957917098
2025-09-09,192.91000366210938,187.6999969482422,192.6699981689453,6.100661348155102
2025-09-10,193.61000061035156,190.6199951171875,193.0399932861328,5.97623511395546
2025-09-11,199.3000030517578,194.13999938964844,196.5,5.9875861000222415
2025-09-12,197.73899841308594,194.7100067138672,196.0500030517578,5.869242323990101
2025-09-15,196.44900512695312,189.25,190.4600067138672,5.922432836108622
2025-09-16,191.01499938964844,187.02999877929688,189.07000732421875,5.8449355470783395
2025-09-17,189.5,184.5500030517578,186.88999938964844,5.809138003124893
2025-09-18,191.36000061035156,187.0,190.55999755859375,5.755572531828022
2025-09-19,193.52999877929688,190.75,192.75999450683594,5.644149679383026
2025-09-22,195.47999572753906,189.8000030517578,192.9600067138672,5.645583399238955
2025-09-23,192.52000427246094,185.00999450683594,185.25,5.737760551550647
2025-09-24,189.32000732421875,183.30999755859375,185.82000732421875,5.748650520113621
2025-09-25,186.4199981689453,183.0,185.91000366210938,5.655504426066889
2025-09-26,186.0,179.75,184.5800018310547,5.679284249024213
2025-09-29,186.23500061035156,180.3800048828125,181.4499969482422,5.686312708164807
2025-09-30,182.2100067138672,176.25999450683594,178.72999572753906,5.696860688119464
2025-10-01,182.8699951171875,176.69000244140625,182.00999450683594,5.716185967625934
2025-10-02,184.64999389648438,176.82200622558594,184.22000122070312,5.800658035756834
2025-10-03,188.77000427246094,183.14999389648438,184.91000366210938,5.793432129365623
2025-10-06,190.9199981689453,184.9600067138672,189.5,5.802094624464436
2025-10-07,191.32000732421875,187.69000244140625,191.00999450683594,5.715211034798359
2025-10-08,193.11000061035156,189.3300018310547,192.43499755859375,5.637802544578299
