Price,High,Low,Close,ATR
Ticker,C,C,C,
Date,,,,
2025-09-04,97.1500015258789,95.30000305175781,97.08000183105469,1.9133437708896381
2025-09-05,97.9800033569336,94.1500015258789,95.4000015258789,1.99001009329624
2025-09-08,95.97000122070312,94.63999938964844,95.87000274658203,1.9636097628065778
2025-09-09,98.13999938964844,95.44999694824219,97.33999633789062,1.9926654699505648
2025-09-10,98.37999725341797,96.51000213623047,97.16999816894531,1.9877586558400422
2025-09-11,99.04000091552734,96.88999938964844,98.81999969482422,1.9942483706415968
2025-09-12,99.69999694824219,98.44000244140625,99.44000244140625,1.9648782160893703
2025-09-15,100.16999816894531,99.4000015258789,99.79000091552734,1.9170829531684517
2025-09-16,100.8499984741211,99.20999908447266,100.63999938964844,1.905999610627651
2025-09-17,102.20999908447266,100.41000366210938,101.76000213623047,1.9017594430970763
2025-09-18,102.69999694824219,101.69000244140625,102.41000366210938,1.8660888456466307
2025-09-19,103.12999725341797,101.87000274658203,102.68000030517578,1.841845072094203
2025-09-22,103.80999755859375,101.69999694824219,103.48999786376953,1.8525712936244974
2025-09-23,105.58999633789062,102.41000366210938,103.0,1.9056681489107674
2025-09-24,104.06999969482422,101.62000274658203,101.6500015258789,1.927441300884024
2025-09-25,102.26000213623047,100.1500015258789,102.11000061035156,1.9347436732627257
2025-09-26,104.31999969482422,102.51000213623047,103.41999816894531,1.9457538897111228
2025-09-29,104.38999938964844,102.87999725341797,103.16000366210938,1.9283238195718966
2025-09-30,103.62000274658203,99.13999938964844,101.5,2.0303910010663646
2025-10-01,101.13999938964844,98.62000274658203,98.70999908447266,2.0643752511604285
2025-10-02,99.44999694824219,96.69999694824219,97.33999633789062,2.091800241114011
2025-10-03,98.58000183105469,97.30000305175781,97.73999786376953,2.0593281826413254
2025-10-06,100.05999755859375,97.04000091552734,98.05000305175781,2.0977549210583284
2025-10-07,98.86000061035156,96.68000030517578,97.80000305175781,2.1010447364230265
2025-10-08,98.08999633789062,96.7300033569336,96.81999969482422,2.0714026662043867
