Price,High,Low,Close,ATR
Ticker,BBVA,BBVA,BBVA,
Date,,,,
2025-09-04,18.489999771118164,18.219999313354492,18.459999084472656,0.33281163709731304
2025-09-05,18.68000030517578,18.229999542236328,18.299999237060547,0.33749920213099865
2025-09-08,18.559999465942383,18.40999984741211,18.510000228881836,0.33439924320103215
2025-09-09,18.700000762939453,18.40999984741211,18.6200008392334,0.33262331009408463
2025-09-10,19.010000228881836,18.81999969482422,18.889999389648438,0.33491835327625874
2025-09-11,19.110000610351562,18.920000076293945,19.110000610351562,0.3303216679733334
2025-09-12,19.110000610351562,18.860000610351562,19.06999969482422,0.32710880125440006
2025-09-15,19.239999771118164,19.110000610351562,19.229999542236328,0.3208244522559819
2025-09-16,19.239999771118164,19.059999465942383,19.18000030517578,0.31519148637277383
2025-09-17,19.25,18.940000534057617,19.010000228881836,0.31498380555555816
2025-09-18,19.170000076293945,18.940000534057617,19.1200008392334,0.31158443502278893
2025-09-19,19.40999984741211,19.209999084472656,19.309999465942383,0.3107210179490258
2025-09-22,18.889999389648438,18.719999313354492,18.81999969482422,0.3218921833345804
2025-09-23,19.15999984741211,18.93000030517578,18.979999542236328,0.3226165021047128
2025-09-24,19.280000686645508,18.989999771118164,19.280000686645508,0.3217118877968915
2025-09-25,18.920000076293945,18.68000030517578,18.790000915527344,0.3328434275438049
2025-09-26,19.290000915527344,19.100000381469727,19.25,0.3395296904420527
2025-09-29,19.170000076293945,18.969999313354492,19.030000686645508,0.33714853029019093
2025-09-30,19.309999465942383,19.079999923706055,19.25,0.3348625402504583
2025-10-01,19.299999237060547,19.149999618530273,19.219999313354492,0.32746802338165093
2025-10-02,19.360000610351562,19.010000228881836,19.079999923706055,0.32836931770517397
2025-10-03,19.420000076293945,19.139999389648438,19.25,0.32883455110048265
2025-10-06,19.09000015258789,18.719999313354492,18.799999237060547,0.33688119652228365
2025-10-07,18.829999923706055,18.559999465942383,18.59000015258789,0.33420596697193916
2025-10-08,19.040000915527344,18.739999771118164,18.844999313354492,0.3388377588106397
