Price,Close
Ticker,BAC
Date,
1973-02-21,1.5154750347137451
1973-02-22,1.5205954313278198
1973-02-23,1.5154750347137451
1973-02-26,1.5154750347137451
1973-02-27,1.5154750347137451
1973-02-28,1.5154750347137451
1973-03-01,1.5257152318954468
1973-03-02,1.530834674835205
1973-03-05,1.5513136386871338
1973-03-06,1.5973938703536987
1973-03-07,1.5973938703536987
1973-03-08,1.6076327562332153
1973-03-09,1.6076327562332153
1973-03-12,1.6025124788284302
1973-03-13,1.6076327562332153
1973-03-14,1.6127521991729736
1973-03-15,1.6076327562332153
1973-03-16,1.6025124788284302
1973-03-19,1.5871530771255493
1973-03-20,1.5564337968826294
1973-03-21,1.5359539985656738
1973-03-22,1.510356068611145
1973-03-23,1.510356068611145
1973-03-26,1.5052353143692017
1973-03-27,1.5052353143692017
1973-03-28,1.5257152318954468
1973-03-29,1.5461941957473755
1973-03-30,1.5461941957473755
1973-04-02,1.5359539985656738
1973-04-03,1.5257152318954468
1973-04-04,1.5154750347137451
1973-04-05,1.510356068611145
1973-04-06,1.510356068611145
1973-04-09,1.510356068611145
1973-04-10,1.5461941957473755
1973-04-11,1.5564337968826294
1973-04-12,1.5769134759902954
1973-04-13,1.5769134759902954
1973-04-16,1.5769134759902954
1973-04-17,1.5359539985656738
1973-04-18,1.530834674835205
1973-04-19,1.5359539985656738
1973-04-23,1.5154750347137451
1973-04-24,1.5052353143692017
1973-04-25,1.4949960708618164
1973-04-26,1.4949960708618164
1973-04-27,1.4847559928894043
1973-04-30,1.4642770290374756
1973-05-01,1.4540371894836426
1973-05-02,1.4591562747955322
1973-05-03,1.4540371894836426
1973-05-04,1.4693965911865234
1973-05-07,1.4745163917541504
1973-05-08,1.4796369075775146
1973-05-09,1.5205954313278198
1973-05-10,1.5564337968826294
1973-05-11,1.5615540742874146
1973-05-14,1.5052353143692017
1973-05-15,1.500115990638733
1973-05-16,1.530834674835205
1973-05-17,1.530834674835205
1973-05-18,1.5154750347137451
1973-05-21,1.510356068611145
1973-05-22,1.5257152318954468
1973-05-23,1.530834674835205
1973-05-24,1.566673994064331
1973-05-25,1.5871530771255493
1973-05-29,1.5973938703536987
1973-05-30,1.5717934370040894
1973-05-31,1.5717934370040894
1973-06-01,1.5717934370040894
1973-06-04,1.500115990638733
1973-06-05,1.4745163917541504
1973-06-06,1.4540371894836426
1973-06-07,1.4642770290374756
1973-06-08,1.4693965911865234
1973-06-11,1.4745163917541504
1973-06-12,1.4898756742477417
1973-06-13,1.4949960708618164
1973-06-14,1.5052353143692017
1973-06-15,1.4898756742477417
1973-06-18,1.4642770290374756
1973-06-19,1.4489166736602783
1973-06-20,1.4386767148971558
1973-06-21,1.4335579872131348
1973-06-22,1.4335579872131348
1973-06-25,1.4079581499099731
1973-06-26,1.4181987047195435
1973-06-27,1.4130783081054688
1973-06-28,1.3977190256118774
1973-06-29,1.4028390645980835
1973-07-02,1.4130783081054688
1973-07-03,1.4079581499099731
1973-07-05,1.4028390645980835
1973-07-06,1.4028390645980835
1973-07-09,1.4130783081054688
1973-07-10,1.4233181476593018
1973-07-11,1.4284378290176392
1973-07-12,1.4233181476593018
1973-07-13,1.4335579872131348
1973-07-16,1.4437980651855469
1973-07-17,1.4540371894836426
1973-07-18,1.4949960708618164
1973-07-19,1.592273235321045
1973-07-20,1.6332321166992188
1973-07-23,1.6178719997406006
1973-07-24,1.6076327562332153
1973-07-25,1.6076327562332153
1973-07-26,1.6076327562332153
1973-07-27,1.5973938703536987
1973-07-30,1.5871530771255493
1973-07-31,1.5871530771255493
1973-08-01,1.566673994064331
1973-08-02,1.5410751104354858
1973-08-03,1.5410751104354858
1973-08-06,1.5359539985656738
1973-08-07,1.5359539985656738
1973-08-08,1.5205954313278198
1973-08-09,1.5359539985656738
1973-08-10,1.5410751104354858
1973-08-13,1.5359539985656738
1973-08-14,1.5359539985656738
1973-08-15,1.530834674835205
1973-08-16,1.530834674835205
1973-08-17,1.5461941957473755
1973-08-20,1.5461941957473755
1973-08-21,1.5461941957473755
1973-08-22,1.5257152318954468
1973-08-23,1.5257152318954468
1973-08-24,1.530834674835205
1973-08-27,1.5359539985656738
1973-08-28,1.5564337968826294
1973-08-29,1.5769134759902954
1973-08-30,1.5564337968826294
1973-08-31,1.566673994064331
1973-09-04,1.5717934370040894
1973-09-05,1.5615540742874146
1973-09-06,1.566673994064331
1973-09-07,1.5871530771255493
1973-09-10,1.5973938703536987
1973-09-11,1.5769134759902954
1973-09-12,1.5717934370040894
1973-09-13,1.5769134759902954
1973-09-14,1.5769134759902954
1973-09-17,1.5871530771255493
1973-09-18,1.5973938703536987
1973-09-19,1.6178719997406006
1973-09-20,1.6127521991729736
1973-09-21,1.6076327562332153
1973-09-24,1.62811279296875
1973-09-25,1.6178719997406006
1973-09-26,1.6178719997406006
1973-09-27,1.6076327562332153
1973-09-28,1.6076327562332153
1973-10-01,1.6076327562332153
1973-10-02,1.6127521991729736
1973-10-03,1.6127521991729736
1973-10-04,1.6127521991729736
1973-10-05,1.6076327562332153
1973-10-08,1.6076327562332153
1973-10-09,1.6076327562332153
1973-10-10,1.6332321166992188
1973-10-11,1.6741911172866821
1973-10-12,1.699790358543396
1973-10-15,1.689550518989563
1973-10-16,1.689550518989563
1973-10-17,1.69467031955719
1973-10-18,1.69467031955719
1973-10-19,1.7202695608139038
1973-10-22,1.699790358543396
1973-10-23,1.6793107986450195
1973-10-24,1.669071078300476
1973-10-25,1.6741911172866821
1973-10-26,1.6793107986450195
1973-10-29,1.6793107986450195
1973-10-30,1.6332321166992188
1973-10-31,1.6076327562332153
1973-11-01,1.5973938703536987
1973-11-02,1.592273235321045
1973-11-05,1.592273235321045
1973-11-06,1.5973938703536987
1973-11-07,1.6383512020111084
1973-11-08,1.6588311195373535
1973-11-09,1.6588311195373535
1973-11-12,1.6537114381790161
1973-11-13,1.6537114381790161
1973-11-14,1.62811279296875
1973-11-15,1.6332321166992188
1973-11-16,1.6434717178344727
1973-11-19,1.6178719997406006
1973-11-20,1.5410751104354858
1973-11-21,1.5717934370040894
1973-11-23,1.566673994064331
1973-11-26,1.566673994064331
1973-11-27,1.5410751104354858
1973-11-28,1.530834674835205
1973-11-29,1.5052353143692017
1973-11-30,1.4079581499099731
1973-12-03,1.3823586702346802
1973-12-04,1.39259934425354
1973-12-05,1.3618799448013306
1973-12-06,1.4028390645980835
1973-12-07,1.4642770290374756
1973-12-10,1.4591562747955322
1973-12-11,1.4745163917541504
1973-12-12,1.4693965911865234
1973-12-13,1.4540371894836426
1973-12-14,1.4540371894836426
1973-12-17,1.4130783081054688
1973-12-18,1.4130783081054688
1973-12-19,1.4130783081054688
1973-12-20,1.4181987047195435
1973-12-21,1.4284378290176392
1973-12-24,1.4335579872131348
1973-12-26,1.4898756742477417
1973-12-27,1.5461941957473755
1973-12-28,1.592273235321045
1973-12-31,1.6178719997406006
1974-01-02,1.6025124788284302
1974-01-03,1.62811279296875
1974-01-04,1.5973938703536987
1974-01-07,1.5717934370040894
1974-01-08,1.5513136386871338
1974-01-09,1.530834674835205
1974-01-10,1.4335579872131348
1974-01-11,1.3977190256118774
1974-01-14,1.4233181476593018
1974-01-15,1.4437980651855469
1974-01-16,1.4949960708618164
1974-01-17,1.5154750347137451
1974-01-18,1.4949960708618164
1974-01-21,1.4540371894836426
1974-01-22,1.4437980651855469
1974-01-23,1.4130783081054688
1974-01-24,1.4028390645980835
1974-01-25,1.4181987047195435
1974-01-28,1.4130783081054688
1974-01-29,1.4284378290176392
1974-01-30,1.4386767148971558
1974-01-31,1.4233181476593018
1974-02-01,1.4028390645980835
1974-02-04,1.3823586702346802
1974-02-05,1.3669993877410889
1974-02-06,1.377239465713501
1974-02-07,1.3823586702346802
1974-02-08,1.377239465713501
1974-02-11,1.3618799448013306
1974-02-12,1.3414007425308228
1974-02-13,1.3209205865859985
1974-02-14,1.3209205865859985
1974-02-15,1.3260406255722046
1974-02-19,1.3055614233016968
1974-02-20,1.3209205865859985
1974-02-21,1.3158007860183716
1974-02-22,1.3209205865859985
1974-02-25,1.3106812238693237
1974-02-26,1.3055614233016968
1974-02-27,1.3004422187805176
1974-02-28,1.3055614233016968
1974-03-01,1.3158007860183716
1974-03-04,1.3106812238693237
1974-03-05,1.3516405820846558
1974-03-06,1.3567593097686768
1974-03-07,1.3669993877410889
1974-03-08,1.39259934425354
1974-03-11,1.3823586702346802
1974-03-12,1.4028390645980835
1974-03-13,1.5052353143692017
1974-03-14,1.5461941957473755
1974-03-15,1.5359539985656738
1974-03-18,1.5052353143692017
1974-03-19,1.4745163917541504
1974-03-20,1.4847559928894043
1974-03-21,1.4796369075775146
1974-03-22,1.4745163917541504
