Date,portfolio_return
2019-08-20,-0.003150444660114082
2019-08-21,0.005489244422942984
2019-08-22,-0.0018745655326801503
2019-08-23,-0.014211843717380677
2019-08-26,0.00618544707133688
2019-08-27,-0.0019492535647679943
2019-08-28,0.004324683611739433
2019-08-29,0.008210563982110286
2019-08-30,0.0009214404420391452
2019-09-03,-0.0032944219317954547
2019-09-04,0.009816834764938377
2019-09-05,0.0067119215650467854
2019-09-06,0.0018187849403759726
2019-09-09,0.0011980736127872537
2019-09-10,0.00014661491399456928
2019-09-11,0.0052297798490328565
2019-09-12,0.002069554977039534
2019-09-13,0.00015947106315823394
2019-09-16,-0.0002902154156245173
2019-09-17,0.001554531693981942
2019-09-18,-0.0008078388497437916
2019-09-19,0.0007351804177998967
2019-09-20,-0.0013221624140745012
2019-09-23,0.0004873093558471986
2019-09-24,-0.0045990913147491595
2019-09-25,0.0012059261356944795
2019-09-26,0.0009531077197574734
2019-09-27,-0.004423353747164671
2019-09-30,0.0018904177659504252
2019-10-01,-0.007936753222374493
2019-10-02,-0.01156489721417806
2019-10-03,0.005463789917617157
2019-10-04,0.007626562823450045
2019-10-07,-0.0025598517999232072
2019-10-08,-0.008639822669685505
2019-10-09,0.006202330932406164
2019-10-10,0.004251032288552015
2019-10-11,0.009369445271325749
2019-10-14,-0.0017581844415741732
2019-10-15,0.006364445637775584
2019-10-16,0.00010397514971529629
2019-10-17,0.002888377696086075
2019-10-18,-0.0007612637282588985
2019-10-21,0.005035371290376456
2019-10-22,-0.0006043600918640425
2019-10-23,0.0029283014506604533
2019-10-24,0.001110554913041595
2019-10-25,0.002182056758898332
2019-10-28,0.0024130111887798564
2019-10-29,-0.0005407007633555616
2019-10-30,0.0015181961104208887
2019-10-31,-0.0014907636100278232
2019-11-01,0.007871598536718215
2019-11-04,0.003225314820400915
2019-11-05,-0.0011740840794366991
2019-11-06,-0.000536954034452386
2019-11-07,0.0006112627696722272
2019-11-08,0.00013165669752763785
2019-11-11,-0.001526153696328747
2019-11-12,6.655211521877925e-07
2019-11-13,-0.0003596816630390687
2019-11-14,0.0004895725124253959
2019-11-15,0.004835298918439546
2019-11-18,0.00041763173453635005
2019-11-19,5.731493927529971e-06
2019-11-20,-0.002598960721745036
2019-11-21,-0.0017775940365410304
2019-11-22,0.0016463447597761193
2019-11-25,0.00560392288578151
2019-11-26,0.001921531944223842
2019-11-27,0.0025754484778844457
2019-11-29,-0.005391756968742056
2019-12-02,-0.005740516868652213
2019-12-03,-0.00267589172666739
2019-12-04,0.005494215746421238
2019-12-05,0.00037022628443417194
2019-12-06,0.006168187507397161
2019-12-09,-0.0018026953381042876
2019-12-10,-0.000780582842579014
2019-12-11,0.0029383970810572093
2019-12-12,0.004685834044986059
2019-12-13,0.00214655955476033
2019-12-16,0.006353900962440151
2019-12-17,0.00023248082536969636
2019-12-18,0.0001351329875267426
2019-12-19,0.0021436860027708613
2019-12-20,0.0028369194638149463
2019-12-23,5.571426747530394e-06
2019-12-24,0.0006314941147031683
2019-12-26,0.0038771549773798154
2019-12-27,0.0009994283627523526
2019-12-30,-0.004505579255790337
2019-12-31,0.00222107983812585
2020-01-02,0.005637594508261445
2020-01-03,-0.0044391182544836205
2020-01-06,0.0017468926678801068
2020-01-07,-0.0021337014699365
2020-01-08,0.001738688339284189
2020-01-09,0.0030121938308877994
2020-01-10,-0.0005625943709883897
2020-01-13,0.005036116910107546
2020-01-14,0.0003877057538356987
2020-01-15,0.0008548577437672344
2020-01-16,0.005467181194811488
2020-01-17,0.0019036418262119437
2020-01-21,-0.003748316606193691
2020-01-22,0.0005701999585461693
2020-01-23,4.529081826847307e-05
2020-01-24,-0.005683519483791499
2020-01-27,-0.012854890672775688
2020-01-28,0.006757862489904421
2020-01-29,-0.00016921674130672139
2020-01-30,-0.00032172294993292326
2020-01-31,-0.011496752730560856
2020-02-03,0.003028040805885857
2020-02-04,0.010537353785256841
2020-02-05,0.007074231243567231
2020-02-06,0.0013152488769562433
2020-02-07,-0.0048320185189913096
2020-02-10,0.0034055737305146213
2020-02-11,0.004102475685772688
2020-02-12,0.0050734429293229025
2020-02-13,-0.0013734177733387921
2020-02-14,0.0006304080819200975
2020-02-18,-0.0020992897709900204
2020-02-19,0.0031592978034759023
2020-02-20,-0.0011647898005962775
2020-02-21,-0.004729399273017287
2020-02-24,-0.024674998786370316
2020-02-25,-0.01964904762882025
2020-02-26,-0.003683107117489093
2020-02-27,-0.028955661905990613
2020-02-28,-0.0053486001528265876
2020-03-02,0.021752755356297792
2020-03-03,-0.011602311181740576
2020-03-04,0.024451673624882472
2020-03-05,-0.02246566286221068
2020-03-06,-0.012723635258759058
2020-03-09,-0.06386236774813049
2020-03-10,0.030023119286735733
2020-03-11,-0.04090629441624509
2020-03-12,-0.0901110505407187
2020-03-13,0.06071840089067233
2020-03-16,-0.09055049942676584
2020-03-17,0.030231467839926095
2020-03-18,-0.06468170458243837
2020-03-19,0.008550861659494835
2020-03-20,-0.015899132095811654
2020-03-23,-0.019647785705062048
2020-03-24,0.06412372410365141
2020-03-25,0.03216092053530735
2020-03-26,0.044915868194435535
2020-03-27,-0.0223523174958577
2020-03-30,0.012196421023072335
2020-03-31,-0.009307138352321753
2020-04-01,-0.03976455695561484
2020-04-02,0.012438286130786503
2020-04-03,-0.016475311469929244
2020-04-06,0.0496801712002503
2020-04-07,0.006818890895410434
2020-04-08,0.027392238848634
2020-04-09,0.02188335222314002
2020-04-13,-0.009026586385536462
2020-04-14,0.014414084673682393
2020-04-15,-0.02191516990547977
2020-04-16,-0.00035967716433719097
2020-04-17,0.022685959758970097
2020-04-20,-0.015291642316781949
2020-04-21,-0.01849659286678266
2020-04-22,0.013347051237534947
2020-04-23,0.00016727052339794436
2020-04-24,0.007327153748897852
2020-04-27,0.013354639189702788
2020-04-28,0.005921566161786851
2020-04-29,0.023098055894706194
2020-04-30,-0.012936302437248437
2020-05-01,-0.021140746872270688
2020-05-04,0.0018301803082790612
2020-05-05,0.005721056041094385
2020-05-06,-0.00728170675039127
2020-05-07,0.011319148142692859
2020-05-08,0.015451837403691914
2020-05-11,-0.0042819460432995116
2020-05-12,-0.014986086963093014
2020-05-13,-0.013386245091088956
2020-05-14,0.005379226020073236
2020-05-15,0.00012153043706014674
2020-05-18,0.031917174963147076
2020-05-19,-0.006690131528412036
2020-05-20,0.014866190977676807
2020-05-21,-0.0051185290697285946
2020-05-22,0.0005551324390698164
2020-05-26,0.01800603084561565
2020-05-27,0.01166750685893112
2020-05-28,-0.0013515322547053787
2020-05-29,0.0010495594713698653
2020-06-01,0.010777665509210577
2020-06-02,0.008955361867755519
2020-06-03,0.01540239333160147
2020-06-04,-0.0004596162552637953
2020-06-05,0.018718899066284964
2020-06-08,0.013996048913028391
2020-06-09,-0.010882271030778578
2020-06-10,-0.006183381635735818
2020-06-11,-0.04547370602355566
2020-06-12,0.01508499503632612
2020-06-15,0.0065401879741994184
2020-06-16,0.012092605948724678
2020-06-17,-0.002135867422784843
2020-06-18,-0.0008995108678491847
2020-06-19,-0.004466843003358467
2020-06-22,0.005016605140607111
2020-06-23,0.002925578361903036
2020-06-24,-0.019805178110549004
2020-06-25,0.008609499357273065
2020-06-26,-0.014635601063560587
2020-06-29,0.011630109650649922
2020-06-30,0.005593419539080657
2020-07-01,0.0033444160922146307
2020-07-02,0.005325853523147273
2020-07-06,0.01224834886070758
2020-07-07,-0.009881288068730053
2020-07-08,0.0071347423696773715
2020-07-09,-0.007096338992197282
2020-07-10,0.008115483847583515
2020-07-13,-0.006841744658746329
2020-07-14,0.010104441049641588
2020-07-15,0.01148980064857108
2020-07-16,-0.003908014382576252
2020-07-17,0.0035000261165002433
2020-07-20,0.0033633200736094436
2020-07-21,0.0040565667357433275
2020-07-22,0.003999753572106135
2020-07-23,-0.006202910281963924
2020-07-24,-0.004368902899403326
2020-07-27,0.007938926461676066
2020-07-28,-0.0031424255898279243
2020-07-29,0.009907585475351732
2020-07-30,-0.005058722608560029
2020-07-31,-0.0034663551609954045
2020-08-03,0.0074827616440224405
2020-08-04,0.0049837421738381455
2020-08-05,0.00547100888723615
2020-08-06,0.0030798097090921407
2020-08-07,-0.0008346119550012742
2020-08-10,0.004370885972156268
2020-08-11,-0.0036363565072408234
2020-08-12,0.009733911156783038
2020-08-13,-0.003341371073435495
2020-08-14,-0.0005396208631590073
2020-08-17,0.004448788238847356
2020-08-18,8.856320260360884e-05
2020-08-19,-0.003781599516445555
2020-08-20,0.0004295392723803526
2020-08-21,6.475621950220447e-05
2020-08-24,0.009034459695133456
2020-08-25,0.001008833191566294
2020-08-26,0.0033285491412824333
2020-08-27,-0.00041142836032805887
2020-08-28,0.00586617960875635
2020-08-31,-0.005408220207696768
2020-09-01,0.005614865473397956
2020-09-02,0.008382623648192622
2020-09-03,-0.019851923726111952
2020-09-04,-0.0030464925138920297
2020-09-08,-0.015755956524708212
2020-09-09,0.01275337374092207
2020-09-10,-0.010102552905342432
2020-09-11,0.0024307145018910513
2020-09-14,0.01081908258035429
2020-09-15,0.004396892511744043
2020-09-16,0.001072777226541377
2020-09-17,-0.002886803509230429
2020-09-18,-0.007614049131998446
2020-09-21,-0.015163440263665161
2020-09-22,0.003198558283882402
2020-09-23,-0.015790495479254617
2020-09-24,0.0007443110451712975
2020-09-25,0.009103153966478117
2020-09-28,0.013035227697638607
2020-09-29,-0.003844635335883495
2020-09-30,0.0023670217303260574
2020-10-01,0.006565646086322263
2020-10-02,-0.0017442544113439819
2020-10-05,0.011607213934491
2020-10-06,-0.007092020682376388
2020-10-07,0.009727373920182303
2020-10-08,0.007753916803395655
2020-10-09,0.004060321830608827
2020-10-12,0.006241108346034996
2020-10-13,-0.005440680916444917
2020-10-14,-0.00204961428217616
2020-10-15,-0.002476651558708043
2020-10-16,-0.0005377124340467776
2020-10-19,-0.007078596587243823
2020-10-20,0.005069179779993149
2020-10-21,-0.0032940639196571086
2020-10-22,0.0037489873332816836
2020-10-23,0.0036868542039776076
2020-10-26,-0.014156700414849765
2020-10-27,-0.004054821265071862
2020-10-28,-0.023522589265515325
2020-10-29,0.00659127088915723
2020-10-30,-0.007032844383234948
2020-11-02,0.011214420675778469
2020-11-03,0.014473387890359679
2020-11-04,0.011847171473758555
2020-11-05,0.015601909305114004
2020-11-06,-0.0010668558762950253
2020-11-09,0.016171591453959765
2020-11-10,0.004679825274648541
2020-11-11,0.0028695535577173193
2020-11-12,-0.009240332378907912
2020-11-13,0.012889978161156135
2020-11-16,0.011371705153627553
2020-11-17,-0.00011492268314318161
2020-11-18,-0.00525508536448579
2020-11-19,0.003827748711030954
2020-11-20,-0.001002956045178671
2020-11-23,0.004952776912013723
2020-11-24,0.012943123321012306
2020-11-25,-0.0012252226095947338
2020-11-27,0.0022835910091285826
2020-11-30,-0.009589539412021142
2020-12-01,0.010719819920955631
2020-12-02,0.0007394220967841036
2020-12-03,0.003494561513156613
2020-12-04,0.007511229165743871
2020-12-07,-0.002559378791687394
2020-12-08,0.0028848693315744354
2020-12-09,-0.0036549197223288534
2020-12-10,0.002812113743829503
2020-12-11,-0.002000482644247925
2020-12-14,-0.0019196144097051058
2020-12-15,0.011029235830740869
2020-12-16,0.0013580630069627508
2020-12-17,0.006101726066436419
2020-12-18,-0.0037869121451151733
2020-12-21,-0.005851293081267528
2020-12-22,-0.0006042441418858457
2020-12-23,0.004309293530663405
2020-12-24,0.0018676192062572427
2020-12-28,0.003104423974490733
2020-12-29,0.0007360924233214551
2020-12-30,0.0033000934181940168
2020-12-31,0.0009467269628713248
2021-01-04,-0.007058618522207472
2021-01-05,0.008016898910719838
2021-01-06,0.006709787887957397
2021-01-07,0.005913946704810847
2021-01-08,0.005725263495379451
2021-01-11,-0.007710792878844919
2021-01-12,0.004133124735730731
2021-01-13,0.000791434080021136
2021-01-14,0.002727222451890676
2021-01-15,-0.007411322714275481
2021-01-19,0.005522401164177504
2021-01-20,0.009155547488692562
2021-01-21,2.5441352179234037e-05
2021-01-22,-0.003804388354119359
2021-01-25,0.0016776495052771567
2021-01-26,-0.0009628236171350002
2021-01-27,-0.01877140877065886
2021-01-28,0.006462751151198165
2021-01-29,-0.014317235613837341
2021-02-01,0.0141701543708296
2021-02-02,0.010370211634904525
2021-02-03,0.0012601076375823306
2021-02-04,0.005616666751534138
2021-02-05,0.005188603161618066
2021-02-08,0.006068211163653836
2021-02-09,0.0018235548345504116
2021-02-10,0.0009893456312322524
2021-02-11,0.002917778436682772
2021-02-12,0.0035540388160060885
2021-02-16,0.000725068563877751
2021-02-17,-0.002845212290867438
2021-02-18,-0.004879922552501059
2021-02-19,0.0037392336077830546
2021-02-22,-0.004142916711356547
2021-02-23,0.0013111220620057873
2021-02-24,0.00662924604868409
2021-02-25,-0.019168751212461223
2021-02-26,-0.0052528724026279505
2021-03-01,0.01642856733069322
2021-03-02,-0.00406040461797984
2021-03-03,-0.005470801334132136
2021-03-04,-0.01095668556762749
2021-03-05,0.009912707571981216
2021-03-08,-0.0030001004741728736
2021-03-09,0.010655303659837
2021-03-10,0.004463482341881897
2021-03-11,0.00977425476205791
2021-03-12,0.0008077306854644471
2021-03-15,0.0037077240117008524
2021-03-16,-0.0019022800477622502
2021-03-17,0.003307668780647699
2021-03-18,-0.013325461195312548
2021-03-19,0.0013110204858338248
2021-03-22,0.0026031933418930175
2021-03-23,-0.010400733837052667
2021-03-24,-0.003726801627842213
2021-03-25,0.004911343789331224
2021-03-26,0.012153429874083166
2021-03-29,-0.004008932910790697
2021-03-30,0.001080686536161257
2021-03-31,0.0005375667897844938
2021-04-01,0.011027860395723232
2021-04-05,0.00688875467358987
2021-04-06,-0.0002441903155875335
2021-04-07,-0.0010671178006462334
2021-04-08,0.005034962809049137
2021-04-09,0.001846161319157158
2021-04-12,-0.0012341603921116164
2021-04-13,0.0038056433105027932
2021-04-14,0.00025480651202584024
2021-04-15,0.007850026699885637
2021-04-16,0.0028097455796962656
2021-04-19,-0.003463387724162026
2021-04-20,-0.007468639164405077
2021-04-21,0.006435136166902833
2021-04-22,-0.004030079053228719
2021-04-23,0.008861612531980189
2021-04-26,0.0023264918164015436
2021-04-27,-7.073561392186848e-05
2021-04-28,0.0013125309701919497
2021-04-29,0.0019992335929424955
2021-04-30,-0.0067217773607957665
2021-05-03,0.004539459459000051
2021-05-04,-0.005998254083958321
2021-05-05,0.003369402252807507
2021-05-06,0.004043967210524224
2021-05-07,0.007555285620767816
2021-05-10,-0.006564036863211786
2021-05-11,-0.007145435341966422
2021-05-12,-0.017926204166651638
2021-05-13,0.007345816726233778
2021-05-14,0.01236779027771746
2021-05-17,-0.0009239071381749064
2021-05-18,-0.0018150285044068793
2021-05-19,-0.004996840251419443
2021-05-20,0.007496083957521793
2021-05-21,-0.00032561902569711027
2021-05-24,0.006305112570962779
2021-05-25,-0.0009622489729370408
2021-05-26,0.0025641789402307993
2021-05-27,0.0017347197356661235
2021-05-28,0.0019047356605718768
2021-06-01,0.004897609203542719
2021-06-02,0.000725313211211298
2021-06-03,-0.005212741026914524
2021-06-04,0.006479988861993613
2021-06-07,0.001323116459852347
2021-06-08,0.001446364882184914
2021-06-09,-0.0010542509720930294
2021-06-10,0.0022589412379042328
2021-06-11,0.0016736328644586518
2021-06-14,-0.0002884224114802602
2021-06-15,-0.0023352981128761828
2021-06-16,-0.004579030164181375
2021-06-17,-0.00457834251532363
2021-06-18,-0.010714208160360828
2021-06-21,0.011498358763054961
2021-06-22,0.001267808435565676
2021-06-23,-0.0011925805890153018
2021-06-24,0.005387053431349442
2021-06-25,0.001730577202745387
2021-06-28,-0.0014690576291370272
2021-06-29,-0.0006053340454589828
2021-06-30,-0.0009901885845659875
2021-07-01,0.003491080660196544
2021-07-02,0.0032684223369491504
2021-07-06,-0.003906715194192889
2021-07-07,0.0019430970021611094
2021-07-08,-0.007995384419271579
2021-07-09,0.01177718636377496
2021-07-12,0.0022746306441196796
2021-07-13,-0.005949303732032252
2021-07-14,0.00024487021214238976
2021-07-15,-0.002666701116169079
2021-07-16,-0.005560366431121755
2021-07-19,-0.01346408943028513
2021-07-20,0.010972772641380968
2021-07-21,0.008493517229756909
2021-07-22,0.0006838319615407818
2021-07-23,0.004963629940902115
2021-07-26,0.0005586900778826952
2021-07-27,-0.0038892039646663433
2021-07-28,0.00331928999669886
2021-07-29,0.005371915687606554
2021-07-30,-0.0047960471538987855
2021-08-02,0.00017162812465575393
2021-08-03,0.004777442597791404
2021-08-04,-0.003601148364513995
2021-08-05,0.004940167794394368
2021-08-06,-0.0015185635983513523
2021-08-09,-0.0023225878842915936
2021-08-10,0.0021616853204674768
2021-08-11,0.004390488003414883
2021-08-12,-0.0006038226516177802
2021-08-13,0.002180546714073217
2021-08-16,-0.0020053332815295976
2021-08-17,-0.007200042168739573
2021-08-18,-0.005105223852766239
2021-08-19,-0.005574893004384484
2021-08-20,0.00416606330298095
2021-08-23,0.008692994470804294
2021-08-24,0.004699658158347475
2021-08-25,0.0018279977716173512
2021-08-26,-0.005322493011705576
2021-08-27,0.009638832678017795
2021-08-30,0.001446721177285104
2021-08-31,-0.0005417627773433799
2021-09-01,0.004300715103300456
2021-09-02,0.0036253100665254003
2021-09-03,0.0006492812908256206
2021-09-07,-0.004346169515993548
2021-09-08,-0.003093059415800503
2021-09-09,-0.001942390527279214
2021-09-10,-0.004262727591204008
2021-09-13,0.0031160712588970793
2021-09-14,-0.0043584702886841796
2021-09-15,0.0048859327375426085
2021-09-16,-0.0016938519832795263
2021-09-17,-0.007514888823099164
2021-09-20,-0.013438085935386535
2021-09-21,0.0029052592133950836
2021-09-22,0.008023382076011809
2021-09-23,0.0075540102130214224
2021-09-24,-0.0031177321144368773
2021-09-27,0.00029681005286051886
2021-09-28,-0.015094046625153689
2021-09-29,-0.0008656234325543077
2021-09-30,-0.004919135817732112
2021-10-01,0.007547069006379403
2021-10-04,-0.006303641126467219
2021-10-05,0.004850967395207207
2021-10-06,-0.000649255160790696
2021-10-07,0.0059577491586568325
2021-10-08,-0.0008824208174426086
2021-10-11,-0.0032942985611299712
2021-10-12,0.0017894821173840224
2021-10-13,0.005838396840095173
2021-10-14,0.00995411237345647
2021-10-15,0.0037135075730904132
2021-10-18,-0.0005109342552033769
2021-10-19,0.004128121504292981
2021-10-20,0.0044381295952161445
2021-10-21,-0.0013286948824097421
2021-10-22,0.001957287913157346
2021-10-25,0.0027417138311774058
2021-10-26,-0.00028133187921330904
2021-10-27,-0.0055268382967895045
2021-10-28,0.0070719509748415005
2021-10-29,-0.003358690468530867
2021-11-01,0.005827267739274356
2021-11-02,0.0011604072441370183
2021-11-03,0.004361483775432262
2021-11-04,0.0007092664984415741
2021-11-05,0.004895071515791116
2021-11-08,0.0003942745008633342
2021-11-09,-0.0008794161218204975
2021-11-10,-0.008767856993246958
2021-11-11,0.002838083284367965
2021-11-12,0.0038731493438627805
2021-11-15,-0.0005390203936935234
2021-11-16,-0.00014061882980808123
2021-11-17,-0.0024190627368794516
2021-11-18,-0.0002215559475391093
2021-11-19,-0.003769479732047276
2021-11-22,-0.0037866813975856338
2021-11-23,-7.19443324083913e-05
2021-11-24,0.0011384382967554397
2021-11-26,-0.0194732856477855
2021-11-29,0.005527376877464118
2021-11-30,-0.012461210742106864
2021-12-01,-0.008597696381700526
2021-12-02,0.013601600348816457
2021-12-03,-0.005500640601176909
2021-12-06,0.009959377648476653
2021-12-07,0.013715918205973421
2021-12-08,0.0027238251162840623
2021-12-09,-0.00676912292744446
2021-12-10,0.0026090156783104
2021-12-13,-0.006448390033987106
2021-12-14,-0.006712338910076453
2021-12-15,0.008844246429224522
2021-12-16,-0.003652714197883755
2021-12-17,-0.005967840724601969
2021-12-20,-0.00775440635070015
2021-12-21,0.013479747976949109
2021-12-22,0.007858109581978589
