Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice,Contracts,USD_Position,PnL_USD,PnL_pct_on_position,PnL_pct_on_capital,Capital_before,Capital_after,ATR_on_entry,StopPrice,Reason,Signal
XOM,1962-11-20,1963-11-18,0.1028472110629081,0.1285903453826904,54113,5565.371132247146,1393.0382274463796,25.03046417470291,1.3930382274463795,95809.52490414416,97202.56313159053,0.0018479557685988,0.0972494185939348,exit_min100,0
GE,1963-04-23,1963-11-22,0.6857066750526428,0.6541290879249573,11096,7608.601266384125,-350.3849067687988,-4.60511590109011,-0.3525205916321219,97202.56313159053,96852.17822482174,0.008957085580098,0.659735420555327,stop_loss,0
IP,1963-09-05,1963-11-22,0.8256419897079468,0.7466134428977966,7110,5870.314546823502,-561.8929678201675,-9.571769337713167,-0.5805805574938985,96852.17822482174,96290.28525700157,0.0136106674597616,0.7859529749631042,stop_loss,0
RTX,1964-03-02,1964-04-22,0.0994181558489799,0.0942535251379013,55046,5472.571806862948,-284.29226212203196,-5.194856680829874,-0.2952450097777233,96290.28525700157,96005.99299487953,0.0017492639472883,0.0944520632096523,stop_loss,0
JNJ,1963-05-14,1964-04-29,0.0543499700725078,0.0634744763374328,147846,8035.425675339989,1349.021753244102,16.788429235107362,1.370632416508318,96005.99299487953,97355.01474812363,0.0006657126161377,0.052516817127772,exit_min100,0
GE,1963-12-12,1964-05-12,0.7425941824913025,0.7088276147842407,7145,5305.835433900356,-241.26212626695633,-4.5471091079355785,-0.2505570791726504,97355.01474812363,97113.75262185668,0.0134759208362417,0.7019139277298808,exit_min100,0
HON,1963-04-01,1964-05-21,0.856908917427063,1.011161208152771,7359,6305.9927233457565,1135.1426074504852,18.00101359533785,1.1420615895116752,97113.75262185668,98248.89522930716,0.0135057295001509,0.817788860693861,exit_min100,0
MRK,1963-06-04,1964-05-27,0.0677083358168602,0.080725148320198,109025,7381.901312433183,1419.157983176404,19.224830068997882,1.4458333196786883,98248.89522930716,99668.05321248357,0.000900298270314,0.0651860087675119,exit_min100,0
GT,1963-08-26,1964-06-08,1.771957516670227,1.8759450912475584,3195,5661.404265761375,332.2403007745736,5.86851397954165,0.3432900393716569,99668.05321248357,100000.29351325815,0.0302827783573887,1.685270438533204,exit_min100,0
RTX,1964-06-29,1964-07-21,0.1034076213836669,0.0984461903572082,65574,6780.851364612573,-325.3408781290027,-4.797935548725764,-0.325339923213194,100000.29351325815,99674.95263512914,0.0015249877102411,0.0988013200078412,stop_loss,0
CVX,1964-07-10,1964-07-28,0.4379127025604248,0.4177135229110718,18094,7923.592440128326,-365.4839565753937,-4.612604186005742,-0.36548288383467337,99674.95263512914,99309.46867855375,0.0055264676644051,0.4213333673138884,stop_loss,0
MO,1964-03-31,1964-07-30,0.0019610270392149,0.0019064764492213,4640996,9101.118644888194,-253.16906995793855,-2.7817357386076433,-0.26292275413061966,99309.46867855375,99056.29960859581,2.0747758677432028e-05,0.0019075003799069,stop_loss,0
IBM,1963-04-04,1964-08-04,1.1045204401016235,1.4322367906570437,9266,10234.486397981644,3036.6197042465233,29.670464996127006,3.0551286714216053,99056.29960859581,102092.91931284234,0.0107265851924482,1.0726883856290088,exit_min100,0
MSI,1963-11-29,1964-08-19,0.6069016456604004,0.6353811621665955,5491,3332.4969363212585,156.38102513551712,4.692608219113505,0.16240581769815265,102092.91931284234,102249.30033797785,0.0175347628521832,0.5542973752600839,exit_min100,0
CVX,1964-10-12,1964-10-15,0.4437498748302459,0.4282794296741485,22108,9810.422232747076,-342.0206015110016,-3.486298483355189,-0.33449676465313366,102249.30033797785,101907.27973646685,0.0046248216332649,0.4298754135203193,stop_loss,0
PG,1963-03-27,1964-11-16,0.2093213051557541,0.2322190105915069,38838,8129.620849639177,889.3010837137678,10.939022866647443,0.8947215993431055,101907.27973646685,102796.58082018062,0.0025591373172046,0.2017273569523376,exit_min100,0
XRX,1963-04-03,1964-11-30,0.6865774393081665,1.9378005266189573,9729,6679.711907029152,12173.149416446684,182.24063531297978,12.247347849214309,102796.58082018062,114969.7302366273,0.0102158517680389,0.6585376319500131,exit_min100,0
GT,1964-09-21,1964-12-16,2.2189688682556152,2.1378941535949707,3799,8429.862730503082,-308.0028409957886,-3.653711226889781,-0.3012273335638551,114969.7302366273,114661.72739563152,0.0269110090242022,2.1417767484847507,stop_loss,0
IP,1964-09-15,1964-12-23,0.8934980034828186,0.8515287637710571,8006,7153.345015883446,-336.00573313236237,-4.697183379052566,-0.32861421253907763,114661.72739563152,114325.72166249916,0.0127707389058342,0.8575392364069224,stop_loss,0
LMT,1965-01-06,1965-01-13,1.0736538171768188,1.0121060609817505,6687,7179.523075461388,-411.5698456764221,-5.73255133176061,-0.35999759257275193,114325.72166249916,113914.15181682273,0.0170964406738614,1.0219541832670769,stop_loss,0
XOM,1963-12-05,1965-02-11,0.141985073685646,0.1647788882255554,39689,5635.2455895096045,904.6637052744638,16.053669550064637,0.9395171100177865,113914.15181682273,114818.8155220972,0.0024261098202173,0.134681727332965,exit_min100,0
BA,1964-01-30,1965-03-29,0.1651748418807983,0.2685151994228363,32352,5343.736484527587,3343.267247200013,62.5642236828146,3.472071183792566,114818.8155220972,118162.08276929721,0.0029763098428184,0.1561826136620774,exit_min100,0
MMM,1965-04-14,1965-04-30,0.5693802237510681,0.5396442413330078,14267,8123.347652256489,-424.24326115846634,-5.222517603818431,-0.35903502309346574,118162.08276929721,117737.83950813874,0.0082819038541598,0.5441380739343235,stop_loss,0
IBM,1965-04-30,1965-05-21,1.5646049976348877,1.5134583711624146,8901,13926.549083948135,-455.25612223148346,-3.268980129156445,-0.38528105764717907,117737.83950813874,117282.58338590726,0.0132749362185493,1.5247802250739404,stop_loss,0
HON,1965-01-28,1965-05-27,1.119601130485535,1.0592045783996582,6699,7500.207973122599,-404.5965024232879,-5.39447044499541,-0.3551766799562278,117282.58338590726,116877.98688348397,0.0170041167356746,1.0697750992612651,stop_loss,0
BA,1965-04-14,1965-06-14,0.3166819810867309,0.2931954860687256,17726,5613.504796743392,-416.32161068916224,-7.4164292320670375,-0.35233096855782375,116877.98688348397,116461.66527279481,0.0066658732722393,0.2974151708397511,stop_loss,0
DIS,1963-06-12,1965-06-24,0.0604782328009605,0.0784755498170852,107584,6506.490197658534,1936.2233538627595,29.75833813688893,1.9726177582350388,116461.66527279481,118397.88862665757,0.0009123558603577,0.0578872254017511,exit_min100,0
CVX,1964-11-04,1965-06-28,0.4461924433708191,0.4451868236064911,17879,7977.4746950268745,-17.979475766420364,-0.2253780357038136,-0.01764297488159379,118397.88862665757,118379.90915089115,0.0056995968302763,0.4296798761761446,exit_min100,0
GE,1964-11-19,1965-06-28,0.8017125129699707,0.8292748928070068,14607,11710.614676952362,402.6036822795868,3.437938087673146,0.3916508497338554,118379.90915089115,118782.51283317074,0.0070373258309836,0.7803332991962381,exit_min100,0
GT,1965-02-03,1965-07-28,2.30417275428772,2.257589817047119,3353,7725.891245126726,-156.19258856773524,-2.021677287604289,-0.13711429710585693,118782.51283317074,118626.320244603,0.0339687545386552,2.202266452365836,exit_min100,0
IBM,1965-08-13,1966-01-18,1.589793086051941,1.5611799955368042,7887,12538.698069691658,-225.6714448928833,-1.799799657337413,-0.19023724619254587,118626.320244603,118400.64879971012,0.0150393606307154,1.5450144731299431,exit_min100,0
XOM,1966-01-19,1966-01-28,0.1761733293533325,0.1698814779520034,63431,11174.850454211233,-399.0984262377059,-3.5713983634322903,-0.3370745264350975,118400.64879971012,118001.55037347242,0.0018666049876121,0.1704791298672303,stop_loss,0
DIS,1965-12-14,1966-02-24,0.0985811650753021,0.0915693119168281,54272,5350.196990966795,-380.5472946167007,-7.11277164671155,-0.3207949920658641,118001.55037347242,117621.00307885572,0.0021857485289311,0.0921974003743105,stop_loss,0
GE,1965-09-03,1966-02-28,0.9765505790710448,0.999286651611328,8499,8299.703371524809,193.23388051986694,2.328202248562605,0.16289292302199543,117621.00307885572,117814.23695937559,0.0139572204976211,0.9360383665112276,exit_min100,0
CVX,1965-08-11,1966-03-01,0.5022882223129272,0.5034486651420593,22144,11122.670394897461,25.69684600830078,0.23103126403969718,0.02166201055154948,117814.23695937559,117839.93380538389,0.0053568107682941,0.4863223725708138,exit_min100,0
CAT,1963-05-09,1966-03-03,0.497059166431427,1.2073981761932373,11527,5729.601011455059,8188.077765524387,142.9083412466968,8.319246733664771,117839.93380538389,126028.01157090827,0.0085382607039882,0.4723942394774534,exit_min100,0
IBM,1966-04-14,1966-05-05,1.809540152549744,1.7376747131347656,5185,9382.465690970423,-372.6223033666634,-3.971475256501826,-0.29566625603468444,126028.01157090827,125655.38926754161,0.0243049399624265,1.7398227976053968,stop_loss,0
BP,1963-01-24,1966-05-13,0.0478844083845615,0.1272890120744705,214468,10269.673297420135,17029.746544167403,165.8255920219534,17.08150768720905,125655.38926754161,142685.135811709,0.0004648566858761,0.0465544067149817,exit_min100,0
BA,1965-07-26,1966-05-17,0.3450343310832977,0.5650507807731628,15532,5359.073230385779,3417.295496582986,63.766538535189746,2.8769348408907254,142685.135811709,146102.431308292,0.0076475845895992,0.3226267230897671,exit_min100,0
JNJ,1965-01-06,1966-05-17,0.0750899985432624,0.1106008291244506,134098,10069.418624654401,4761.9313592761755,47.29102579583747,4.165231839370206,146102.431308292,150864.36266756817,0.0008525512971423,0.0725716497427398,exit_min100,0
MO,1965-03-03,1966-06-16,0.002136577386409,0.0024215267039835,5828044,12452.067017396654,1660.6971605941603,13.336718781500434,1.4463632576618546,150864.36266756817,152525.05982816234,1.9701088008159984e-05,0.0020770827302128,exit_min100,0
KO,1963-04-01,1966-06-27,0.0439809374511241,0.0751808583736419,197104,8668.818695366364,6149.629213511948,70.93964506143188,6.187112763095929,152525.05982816234,158674.68904167428,0.0005042717099439,0.0425103036557791,exit_min100,0
RTX,1964-08-18,1966-07-07,0.1055261418223381,0.2443227022886276,62583,6604.142533667386,8686.305143661795,131.528129494173,8.508234657336455,158674.68904167428,167360.99418533608,0.0016312959720661,0.1007915033113201,exit_min100,0
LMT,1965-02-01,1966-07-25,1.0873304605484009,1.617650032043457,6716,7302.51137304306,3561.626242160797,48.77262163956914,3.1265880361274125,167360.99418533608,170922.62042749688,0.0169596185311329,1.037682436201272,exit_min100,0
MSI,1965-02-23,1966-07-25,0.8443406224250793,1.841233849525452,7820,6602.7436673641205,7795.705035924915,118.06766139441905,6.789571030215523,170922.62042749688,178718.3254634218,0.0146825949033063,0.8029827556946061,exit_min100,0
XRX,1965-04-20,1966-08-18,2.7451016902923584,4.141401290893555,2164,5940.400057792664,3021.5923357009888,50.86513208377676,2.5571590013358394,178718.3254634218,181739.91779912278,0.0545936738326063,2.577311564393129,exit_min100,0
GT,1966-06-03,1966-08-29,2.4911022186279297,2.314506769180298,2885,7186.829900741577,-509.47787165641785,-7.089048700093029,-0.33770591188527394,181739.91779912278,181230.43992746636,0.0522789520743119,2.340960105160536,stop_loss,0
MRK,1964-07-10,1966-08-29,0.0928137972950935,0.1627396494150161,55592,5159.704619228837,3887.317971050737,75.3399323783719,3.8873065612905946,181230.43992746636,185117.7578985171,0.0017987989530372,0.0876230962470255,exit_min100,0
HPQ,1964-12-18,1966-09-21,0.0257373955100774,0.046163186430931,263794,6789.370511185358,5388.201090175655,79.36230731993042,4.699214997506604,185117.7578985171,190505.95898869276,0.0004346629985137,0.0245706395942558,exit_min100,0
BP,1966-10-13,1966-11-21,0.1480177491903305,0.1428069323301315,129650,19190.50118252635,-675.5824059248007,-3.5204000119597874,-0.35462534059887285,190505.95898869276,189830.37658276796,0.001469376036358,0.144030978442427,stop_loss,0
MO,1966-12-23,1967-01-13,0.0029925976414233,0.0028429611120373,3920861,11733.559380948602,-586.7040322449203,-5.000222125244727,-0.30906751743660554,189830.37658276796,189243.67255052304,4.8415474812396e-05,0.0028576675131041,stop_loss,0
RTX,1967-03-27,1967-04-03,0.3204622566699981,0.2962292432785034,28522,9140.224484741686,-691.1740079522117,-7.561893136279411,-0.36522965266787805,189243.67255052304,188552.49854257083,0.0066348499567677,0.300507540391659,stop_loss,0
XRX,1967-03-20,1967-04-10,5.690922260284424,5.35920524597168,2002,11393.226365089417,-664.0974626541138,-5.828879734093669,-0.35092188483967274,188552.49854257083,187888.40107991672,0.0945022044560376,5.400593642598086,stop_loss,0
HON,1967-04-27,1967-05-24,0.964143693447113,0.9049788117408752,11706,11286.266075491905,-692.5841052532196,-6.1365211543006595,-0.36861461445863014,187888.40107991672,187195.8169746635,0.0160498791812258,0.9184188659282392,stop_loss,0
XRX,1967-04-18,1967-05-31,6.053732872009277,5.638907909393311,1405,8505.494685173035,-582.8290724754321,-6.852383007086378,-0.3101996020645951,187195.8169746635,186612.98790218806,0.1337211596248246,5.665942054395416,stop_loss,0
XRX,1967-06-12,1967-06-28,6.359981536865234,5.887909889221191,1492,9489.09245300293,-704.3308982849121,-7.422531730755965,-0.37742865928178715,186612.98790218806,185908.65700390315,0.1250717243428252,5.988820173988109,stop_loss,0
MMM,1965-11-01,1967-06-29,0.5768441557884216,0.7385658025741577,11402,6577.177064299583,1843.9502166509628,28.03558728348343,1.5544191313098197,185908.65700390315,187752.6072205541,0.0104032248403532,0.5464347027383157,exit_min100,0
DIS,1966-11-11,1967-07-27,0.1022940948605537,0.1353701502084732,63230,6468.05561803281,2091.3989796489504,32.33427637539435,1.0978128929673443,187752.6072205541,189844.00620020306,0.0030128888058816,0.09422650010777,exit_min100,0
RTX,1967-05-12,1967-07-28,0.3342502117156982,0.3104232251644134,33964,11352.474190711973,-809.2597712278366,-7.128488095484352,-0.43071300121587863,189844.00620020306,189034.74642897522,0.0055318343687186,0.317053063225396,stop_loss,0
GT,1967-07-26,1967-08-11,2.5570404529571533,2.3578717708587646,4300,10995.27394771576,-856.4253330230713,-7.789031333784926,-0.4561456406392393,189034.74642897522,188178.32109595215,0.0436538949387563,2.4260787644703976,stop_loss,0
BA,1967-03-03,1967-09-19,0.7496297955513,0.8312491178512573,9939,7450.570537984371,811.2144443392754,10.887950663691536,0.4286613303399629,188178.32109595215,188989.53554029143,0.0190393210997169,0.6948924325906252,exit_min100,0
BP,1967-08-17,1967-09-20,0.1597468554973602,0.1535810828208923,89458,14290.63419908285,-551.577692091465,-3.8597145823441785,-0.29311436560761717,188989.53554029143,188437.95784819996,0.0021035242793744,0.1537411239647076,stop_loss,0
IP,1967-04-18,1967-09-28,0.8285452127456665,0.7984245419502258,8985,7444.4787365198135,-270.63422709703445,-3.6353683941550496,-0.14403987981244384,188437.95784819996,188167.32362110293,0.0209091906881654,0.7679512954092442,exit_min100,0
XOM,1967-09-18,1967-10-04,0.1521826982498169,0.1471839100122451,107217,16316.572358250618,-535.9550784677357,-3.2847283528683358,-0.2848123393525507,188167.32362110293,187631.3685426352,0.0017551108134509,0.1473172763319906,stop_loss,0
CVX,1967-10-09,1967-10-18,0.4572013020515442,0.4363784790039062,29585,13526.300521194935,-616.04321986437,-4.554410268343999,-0.3283263479072197,187631.3685426352,187015.32532277083,0.0063420018862805,0.4394789988524838,stop_loss,0
LMT,1967-07-05,1967-10-19,1.9926749467849727,1.8660500049591064,4429,8825.557339310644,-560.8218673467617,-6.354520692407251,-0.2987025723099338,187015.32532277083,186454.50345542407,0.0423912274498297,1.8672926843181,stop_loss,0
HON,1967-08-17,1967-10-27,1.0013456344604492,0.9393152594566344,9483,9495.76065158844,-588.2340461611758,-6.194701696306727,-0.312593949576814,186454.50345542407,185866.2694092629,0.0198421228809654,0.9432578446326458,stop_loss,0
MSI,1967-10-17,1967-11-08,1.5964528322219849,1.4515811204910278,4255,6792.906801104546,-616.4291334152222,-9.074600189052925,-0.32853202436412005,185866.2694092629,185249.84027584767,0.0440884895153693,1.4660879792782742,stop_loss,0
PG,1966-09-14,1967-11-08,0.2152083814144134,0.2653844952583313,61797,13299.232346266504,3100.733307212595,23.31512997502494,1.6750058678392374,185249.84027584767,188350.57358306026,0.0029955406400474,0.2067210043847451,exit_min100,0
DIS,1967-10-30,1967-11-14,0.1809656620025634,0.1701241731643676,54493,9861.361819505688,-590.7852512598038,-5.990909390336289,-0.31785501109883535,188350.57358306026,187759.78833180046,0.0034107778724125,0.1711586353412334,stop_loss,0
MO,1967-01-30,1967-11-14,0.0030994701664894,0.003767613787204,2855914,8851.820241059408,1908.1607204095158,21.556704366390775,1.0083088616345084,187759.78833180046,189667.94905220997,6.626376746785599e-05,0.002900678936,exit_min100,0
HPQ,1967-01-17,1967-12-08,0.0647857710719108,0.082367829978466,139814,9057.957796648137,2458.2179839611094,27.138766145176383,1.2989697097031503,189667.94905220997,192126.16703617107,0.0013535341558905,0.0608292927915329,exit_min100,0
GE,1967-07-18,1967-12-15,0.9727079272270204,0.9274219274520874,8690,8452.831887602808,-393.53533804416753,-4.655662661661815,-0.2096031282174842,192126.16703617107,191732.6316981269,0.0216051118400983,0.9111907081110344,exit_min100,0
XRX,1967-12-04,1967-12-15,6.53752326965332,6.137051582336426,1344,8786.431274414062,-538.2339477539062,-6.125740143455447,-0.2837769641331158,191732.6316981269,191194.397750373,0.1411073757403636,6.147287937438184,stop_loss,0
MRK,1966-11-09,1968-01-03,0.1888507753610611,0.1970394700765609,48298,9121.114748388529,395.49757736920907,4.336066240577486,0.20760378282586078,191194.397750373,191589.8953277422,0.0039443757940167,0.1766590680957352,exit_min100,0
DIS,1967-11-28,1968-01-11,0.196810245513916,0.1799324601888656,33202,6534.493771553039,-560.3762283623228,-8.5756639757136,-0.29545119835089684,191589.8953277422,191029.5190993799,0.0057124473919105,0.1805236009163298,stop_loss,0
CVX,1967-12-05,1968-01-16,0.4639905393123626,0.44111168384552,24940,11571.924050450323,-570.5986553430544,-4.930888354049035,-0.30084084221630164,191029.5190993799,190458.92044403683,0.0076047623921466,0.4411844220567152,stop_loss,0
IP,1968-01-05,1968-01-23,0.9366573095321656,0.8601210713386536,8213,7692.766483187676,-628.5921242833147,-8.171210261706046,-0.32809252450815163,190458.92044403683,189830.32831975352,0.0233253180756364,0.8714920513850662,stop_loss,0
CAT,1967-03-16,1968-01-24,1.2272958755493164,1.143618941307068,6689,8209.382111549377,-559.715013146399,-6.817991969931127,-0.2957641888908967,189830.32831975352,189270.61330660712,0.0282902914518251,1.1461692127127037,stop_loss,0
MMM,1967-12-08,1968-01-30,0.8551579117774963,0.8033656477928162,14603,12487.870985686779,-756.3224309682846,-6.056456155217799,-0.393659251436528,189270.61330660712,188514.29087563884,0.013156359199322,0.8147276657900624,stop_loss,0
JNJ,1967-02-14,1968-02-09,0.1299564242362976,0.1578715294599533,123792,16087.565669059753,3455.6667058467865,21.480358041321704,1.8260408177843912,188514.29087563884,191969.95758148562,0.0015287193634814,0.1253903468819216,exit_min100,0
BP,1967-10-11,1968-03-04,0.1642308384180069,0.1595175564289093,107290,17620.32665386796,-505.688024610281,-2.8699128826835563,-0.2695114513836604,191969.95758148562,191464.26955687534,0.0017488190351433,0.1593543255397985,exit_min100,0
GT,1967-12-20,1968-03-11,2.692014694213867,2.50899624824524,3199,8611.755006790161,-585.4760086536379,-6.7985678667356915,-0.30622027399466295,191464.26955687534,190878.7935482217,0.0597654504718586,2.5173552940924857,stop_loss,0
MCD,1967-04-20,1968-05-21,0.1765080988407135,0.1778061985969543,38916,6868.989174485207,50.51685011386655,0.7354335380453196,0.026886625158079686,190878.7935482217,190929.31039833557,0.0048279833586241,0.1625433481632963,exit_min100,0
PG,1968-05-14,1968-05-29,0.310544490814209,0.2958886623382568,46404,14410.506551742554,-680.0890645980861,-4.719397351898418,-0.3562936730455996,190929.31039833557,190249.22133373749,0.0041133640054041,0.2981606336205611,stop_loss,0
MSI,1968-05-28,1968-06-13,1.7401008605957031,1.6118978261947632,4686,8154.112632751465,-600.7594192028046,-7.367563415666098,-0.31465018018943297,190249.22133373749,189648.46191453468,0.0407368247390984,1.614260685648892,stop_loss,0
XRX,1968-06-06,1968-06-24,6.625157833099365,6.236668586730957,1809,11984.910520076752,-702.7770466804504,-5.863848924889177,-0.3693981198733163,189648.46191453468,188945.68486785423,0.1051534897836185,6.326611505791512,stop_loss,0
MO,1968-05-02,1968-07-02,0.0051178797148168,0.0047106305137276,1765051,9033.318708517108,-718.8156096316937,-7.957381255174302,-0.37658222596115654,188945.68486785423,188226.86925822255,0.0001081434431538,0.004814811746185,stop_loss,0
HPQ,1968-05-13,1968-07-12,0.0981733128428459,0.0885883569717407,80733,7925.8260657414785,-773.8222423419368,-9.76330083354591,-0.4053997974093681,188226.86925822255,187453.0470158806,0.0023642948144015,0.091324376419943,stop_loss,0
MRK,1968-07-03,1968-07-16,0.2330540865659713,0.2119802832603454,44305,10325.461305305358,-933.6748554557549,-9.04245173991423,-0.496036968120038,187453.0470158806,186519.37216042486,0.0042483392396984,0.2206824394943065,stop_loss,0
JNJ,1968-07-11,1968-07-22,0.1961422264575958,0.1849629878997802,60134,11794.816645801066,-672.2523314356837,-5.699557285403028,-0.3571500360628332,186519.37216042486,185847.11982898918,0.0031300927038947,0.1869958381360648,stop_loss,0
IP,1968-06-21,1968-07-25,0.9992981553077698,0.935910165309906,9489,9482.340195715427,-601.4886370897293,-6.3432509768159395,-0.3171597760496423,185847.11982898918,185245.63119189945,0.0199859789166882,0.9388927853764124,stop_loss,0
LMT,1968-09-30,1968-10-08,1.8685013055801392,1.7782158851623535,6703,12524.564251303673,-605.1831730604172,-4.83196988667629,-0.3266922783369161,185245.63119189945,184640.44801883903,0.0276350737748706,1.7870093407658016,stop_loss,0
IBM,1966-11-30,1968-10-14,1.823362946510315,3.127902030944824,6444,11749.75082731247,8406.449860095978,71.54577134142335,4.428400770953895,184640.44801883903,193046.897878935,0.0294570680508084,1.73542902771011,exit_min100,0
MO,1968-10-07,1968-11-08,0.0052933082915842,0.0050218566320836,2124914,11247.82489510335,-576.8114315960593,-5.128204225931446,-0.31137653713329916,193046.897878935,192470.08644733895,8.717791326101607e-05,0.0050278871177725,stop_loss,0
GE,1968-11-25,1969-01-07,0.96949565410614,0.909462869167328,10249,9936.360958933828,-615.2760128378845,-6.192166482083031,-0.31967357847383104,192470.08644733895,191854.81043450107,0.0187786924512533,0.9137464082965228,stop_loss,0
BP,1968-12-12,1969-01-13,0.180939644575119,0.1722001284360885,82287,14888.980533152817,-719.1485645324015,-4.830072568978759,-0.37364173197332934,191854.81043450107,191135.66186996867,0.0023390052547263,0.1742352842239596,stop_loss,0
KO,1966-11-18,1969-02-20,0.0875684693455696,0.1437840163707733,129333,11325.492845870553,7270.525343410669,64.19610556781741,3.8164293558093907,191135.66186996867,198406.18721337934,0.0014729869068691,0.0832406427952081,exit_min100,0
MMM,1968-04-23,1969-02-20,0.8889471888542175,0.8974480628967285,11067,9837.978539049625,94.07917302846909,0.9562856094373773,0.04928738875578752,198406.18721337934,198500.2663864078,0.0172472232986679,0.8398411599407094,exit_min100,0
MO,1968-12-02,1969-02-28,0.005462952889502,0.0051498715765774,2275026,12428.359860392176,-712.2681270176012,-5.730990533091351,-0.3700669232111985,198500.2663864078,197787.9982593902,8.460126010353196e-05,0.0052145777300187,stop_loss,0
DIS,1968-05-29,1969-03-13,0.2128360420465469,0.2432320117950439,40194,8554.731874018906,1221.7356080710877,14.281401522139484,0.6398889754130376,197787.9982593902,199009.7338674613,0.0047500762430168,0.1988868407997227,exit_min100,0
RTX,1969-04-15,1969-04-22,0.2762597501277923,0.2640202343463897,46646,12886.412304461,-570.9244531393051,-4.430437577584439,-0.2868826775676891,199009.7338674613,198438.809414322,0.0042662925316378,0.2640903345546884,stop_loss,0
RTX,1969-04-30,1969-05-12,0.280193954706192,0.2666429877281189,41420,11605.633603930473,-561.2810522317886,-4.83628099410014,-0.28284842762782625,198438.809414322,197877.5283620902,0.0047908594693702,0.2669228754476199,stop_loss,0
HPQ,1969-05-26,1969-06-03,0.1100675165653228,0.1046805903315544,112884,12424.8615399599,-608.0977809727129,-4.894201669909921,-0.3073101761509639,197877.5283620902,197269.43058111749,0.0017529169079357,0.1054027967975959,stop_loss,0
