Date,VXX_Price,EMA8,EMA32,Signal,VXX_Close,Capital,Position,Portfolio_Value
2018-02-16,2695.679931640625,2593.103118409612,2554.4976046726297,1,40475.0,9000.0,0.0353045013239188,10428.949691085614
2018-02-20,2805.760009765625,2609.3500998997224,2570.95465323168,1,43800.0,9000.0,0.0353045013239188,10546.337157987644
2018-02-21,2848.0,2626.9292774081828,2588.3074735075984,1,45150.0,9000.0,0.0353045013239188,10593.998234774934
2018-02-22,2810.8798828125,2640.0280620549383,2601.6757566013584,1,43700.0,9000.0,0.0353045013239188,10542.806707855252
2018-02-23,2591.360107421875,2636.6699410288525,2601.0801510973897,1,37050.0,9000.0,0.0353045013239188,10308.031774051191
2018-02-26,2513.919921875,2628.4450857081792,2596.2316232300045,1,33975.0,9000.0,0.0353045013239188,10199.47043248014
2018-02-27,2714.239990234375,2634.0383343973444,2602.56911808207,1,40400.0,9000.0,0.0353045013239188,10426.301853486319
2018-02-28,2826.239990234375,2646.251321410557,2614.1872140797195,1,42800.0,9000.0,0.0353045013239188,10511.032656663725
2018-03-01,3020.800048828125,2669.4858853194355,2634.6501361180326,1,47100.0,9000.0,0.0353045013239188,10662.842012356576
2018-03-02,2887.679931640625,2682.7192663655856,2647.006776222409,1,44375.0,9000.0,0.0353045013239188,10566.637246248896
2018-03-05,2781.43994140625,2688.580995767036,2653.386560048644,1,41350.0,9000.0,0.0353045013239188,10459.841129744042
2018-03-06,2796.159912109375,2694.842461376126,2659.9798075905983,1,41800.0,9000.0,0.0353045013239188,10475.728155339806
2018-03-07,2754.56005859375,2698.25346502963,2664.2352568980327,1,41150.0,9000.0,0.0353045013239188,10452.780229479258
2018-03-08,2725.760009765625,2699.7969749031126,2666.9354202806203,1,38850.0,9000.0,0.0353045013239188,10371.579876434245
2018-03-09,2448.0,2685.902368940409,2657.55288948966,1,34175.0,9000.0,0.0353045013239188,10206.531332744926
2018-03-12,2544.639892578125,2678.229755349727,2652.8230145434504,1,36325.0,9000.0,0.0353045013239188,10282.436010591351
2018-03-13,2605.43994140625,2674.33501274183,2650.8810520371794,1,37425.0,9000.0,0.0353045013239188,10321.270962047662
2018-03-14,2662.39990234375,2673.705402163869,2651.3433515755787,1,38625.0,9000.0,0.0353045013239188,10363.636363636364
2018-03-15,2588.159912109375,2669.2529113255982,2648.858067716718,1,36850.0,9000.0,0.0353045013239188,10300.970873786408
2018-03-16,2515.199951171875,2661.336318309577,2643.701425208708,1,35900.0,9000.0,0.0353045013239188,10267.431597528685
2018-03-19,2775.679931640625,2667.141628053652,2648.699410478082,1,41000.0,9000.0,0.0353045013239188,10447.48455428067
2018-03-20,2722.56005859375,2669.923122410295,2651.446850454885,1,39675.0,9000.0,0.0353045013239188,10400.706090026479
2018-03-21,2623.360107421875,2667.6114590103352,2650.4199541058138,1,38975.0,9000.0,0.0353045013239188,10375.992939099735
2018-03-22,3020.800048828125,2684.964829488149,2663.7384314410588,1,46700.0,9000.0,0.0353045013239188,10648.720211827007
2018-03-23,3200.0,2710.021770691102,2682.7152241510607,1,50600.0,9000.0,0.0353045013239188,10786.40776699029
2018-03-26,2963.199951171875,2722.2239942238634,2692.488473693496,1,44925.0,9000.0,0.0353045013239188,10586.054721977052
2018-03-27,3185.919921875,2744.373457641663,2709.4268787172923,1,50250.0,9000.0,0.0353045013239188,10774.05119152692
2018-03-28,3206.080078125,2766.240897339691,2726.231774784758,1,51675.0,9000.0,0.0353045013239188,10824.360105913504
2018-03-29,3136.0,2783.6119868692567,2739.9049137380757,1,46325.0,9000.0,0.0353045013239188,10635.481023830538
2018-04-02,3317.760009765625,2808.512658395533,2758.9286957788254,1,52950.0,9000.0,0.0353045013239188,10869.3733451015
2018-04-03,3175.679931640625,2825.503334030163,2772.471050414536,1,49625.0,9000.0,0.0353045013239188,10751.98587819947
2018-04-04,3115.52001953125,2838.8297881164344,2783.478724545591,1,48325.0,9000.0,0.0353045013239188,10706.090026478376
2018-04-05,3031.679931640625,2847.632093642655,2791.3462869709474,1,45750.0,9000.0,0.0353045013239188,10615.180935569286
2018-04-06,3187.199951171875,2863.032086814199,2803.746665731412,1,49800.0,9000.0,0.0353045013239188,10758.164165931155
2018-04-09,3187.199951171875,2877.6440039919585,2815.6217496879194,1,50000.0,9000.0,0.0353045013239188,10765.22506619594
2018-04-10,3187.199951171875,2891.5160041478366,2827.0019956402066,1,48050.0,9000.0,0.0353045013239188,10696.381288614299
2018-04-11,3187.199951171875,2904.692616132982,2837.915563983572,1,48650.0,9000.0,0.0353045013239188,10717.563989408649
2018-04-12,3077.760009765625,2912.3640239627216,2845.1070764994874,1,45650.0,9000.0,0.0353045013239188,10611.650485436894
2018-04-13,2942.719970703125,2913.702744156837,2848.004407415104,1,43150.0,9000.0,0.0353045013239188,10523.389232127096
2018-04-16,2793.60009765625,2908.4318752343343,2846.4053851841254,1,39875.0,9000.0,0.0353045013239188,10407.766990291262
2018-04-17,2579.199951171875,2894.050253884973,2838.626422907523,1,36275.0,9000.0,0.0353045013239188,10280.670785525155
2018-04-18,2595.840087890625,2881.0816617963965,2831.623555410893,1,36475.0,9000.0,0.0353045013239188,10287.731685789939
2018-04-19,2622.080078125,2869.8660937615496,2825.6336953894,1,37300.0,9000.0,0.0353045013239188,10316.857899382172
2018-04-20,2695.0400390625,2862.3264036888195,2821.9331415939746,1,38950.0,9000.0,0.0353045013239188,10375.110326566637
2018-04-23,2662.39990234375,2853.737802501834,2817.450798452945,1,38300.0,9000.0,0.0353045013239188,10352.16240070609
2018-04-24,2661.760009765625,2845.521423027901,2813.112400548088,1,41175.0,9000.0,0.0353045013239188,10453.662842012356
2018-04-25,2851.199951171875,2845.763588388505,2814.165238712465,1,41775.0,9000.0,0.0353045013239188,10474.845542806708
2018-04-26,2717.43994140625,2840.3098311344324,2811.512302556195,1,38725.0,9000.0,0.0353045013239188,10367.166813768756
2018-04-27,2651.199951171875,2832.2989682372986,2807.1486060520147,1,37550.0,9000.0,0.0353045013239188,10325.684024713151
2018-04-30,2625.280029296875,2823.5569570653124,2802.23460186538,1,37700.0,9000.0,0.0353045013239188,10330.979699911739
2018-05-01,2711.0400390625,2818.819854264423,2799.788224141145,1,36875.0,9000.0,0.0353045013239188,10301.853486319505
2018-05-02,2544.639892578125,2807.3097485136286,2792.991376932906,1,36425.0,9000.0,0.0353045013239188,10285.966460723743
2018-05-03,2752.0,2804.9942400788964,2791.906830403499,1,37525.0,9000.0,0.0353045013239188,10324.801412180053
2018-05-04,2579.199951171875,2795.5664730219696,2786.316259525651,1,35775.0,9000.0,0.0353045013239188,10263.018534863195
2018-05-07,2544.0,2785.089211994882,2779.9884762353317,1,35475.0,9000.0,0.0353045013239188,10252.42718446602
2018-05-08,2544.0,2775.0726729751977,2773.864587521109,1,35300.0,9000.0,0.0353045013239188,10246.248896734334
2018-05-09,2482.56005859375,2762.9479115779814,2766.351440695208,0,33150.0,10170.344218887909,0.0,10170.344218887909
2018-05-10,2349.43994140625,2745.846063254156,2755.6627352918817,0,30825.0,10170.344218887909,0.0,10170.344218887909
2018-05-11,2293.1201171875,2727.16226515083,2743.8729504950347,0,30075.0,10170.344218887909,0.0,10170.344218887909
2018-05-14,2225.919921875,2706.5186162832924,2730.745462736117,0,28600.0,10170.344218887909,0.0,10170.344218887909
2018-05-15,2387.199951171875,2693.393335266113,2722.0863200739063,0,31625.0,10170.344218887909,0.0,10170.344218887909
2018-05-16,2308.159912109375,2677.588537414217,2711.7092806364167,0,29900.0,10170.344218887909,0.0,10170.344218887909
2018-05-17,2250.8798828125,2660.113798304568,2700.21693333558,0,28850.0,10170.344218887909,0.0,10170.344218887909
2018-05-18,2266.8798828125,2644.037848912192,2689.465425400962,0,29375.0,10170.344218887909,0.0,10170.344218887909
2018-05-21,2176.0,2624.935629335432,2676.789349814484,0,27975.0,10170.344218887909,0.0,10170.344218887909
2018-05-22,2191.488037109375,2607.273375372188,2664.866815566076,0,28425.0,10170.344218887909,0.0,10170.344218887909
2018-05-23,2174.719970703125,2589.6745303247226,2652.882349361756,0,27650.0,10170.344218887909,0.0,10170.344218887909
2018-05-24,2187.52001953125,2573.3365142220005,2641.556534849713,0,27425.0,10170.344218887909,0.0,10170.344218887909
2018-05-25,2164.47998046875,2556.7496166010374,2629.998049118905,0,27950.0,10170.344218887909,0.0,10170.344218887909
2018-05-29,2458.8798828125,2552.7845061206845,2625.870510516901,0,33025.0,10170.344218887909,0.0,10170.344218887909
2018-05-30,2339.840087890625,2544.168428749087,2619.000845297172,0,30625.0,10170.344218887909,0.0,10170.344218887909
2018-05-31,2364.159912109375,2536.894054933823,2612.9059575759343,0,31275.0,10170.344218887909,0.0,10170.344218887909
2018-06-01,2248.320068359375,2525.246337857593,2604.22209068596,0,29275.0,10170.344218887909,0.0,10170.344218887909
2018-06-04,2248.320068359375,2514.0815674955,2595.77897139656,0,27475.0,10170.344218887909,0.0,10170.344218887909
2018-06-05,2177.280029296875,2500.517754983108,2585.8896334332053,0,27000.0,10170.344218887909,0.0,10170.344218887909
2018-06-06,2076.159912109375,2483.44587872526,2573.890406064818,0,25425.0,10170.344218887909,0.0,10170.344218887909
2018-06-07,2100.47998046875,2468.0548064548307,2562.787654872813,0,25975.0,10170.344218887909,0.0,10170.344218887909
2018-06-08,2075.52001953125,2452.294510731788,2551.401482430824,0,25725.0,10170.344218887909,0.0,10170.344218887909
2018-06-11,2053.1201171875,2436.282595528772,2539.799314350148,0,25125.0,10170.344218887909,0.0,10170.344218887909
2018-06-12,2046.719970703125,2420.67023582067,2528.358114795357,0,25075.0,10170.344218887909,0.0,10170.344218887909
2018-06-13,2056.9599609375,2406.106490004022,2517.4570770046507,0,25525.0,10170.344218887909,0.0,10170.344218887909
2018-06-14,2001.407958984375,2389.914867773105,2505.5630129714486,0,24375.0,10170.344218887909,0.0,10170.344218887909
2018-06-15,2023.6800537109373,2375.2737604640065,2494.49236049531,0,24625.0,10170.344218887909,0.0,10170.344218887909
2018-06-18,1999.93603515625,2360.2801631255147,2483.1664763896347,0,24150.0,10170.344218887909,0.0,10170.344218887909
2018-06-19,2101.696044921875,2349.958064466115,2474.4573742589214,0,25850.0,10170.344218887909,0.0,10170.344218887909
2018-06-20,2053.760009765625,2338.142796916946,2464.8817062852518,0,25025.0,10170.344218887909,0.0,10170.344218887909
2018-06-21,2189.43994140625,2332.215072273664,2458.630760802742,0,27450.0,10170.344218887909,0.0,10170.344218887909
2018-06-22,2132.47998046875,2324.258205191549,2451.250358171575,0,26350.0,10170.344218887909,0.0,10170.344218887909
2018-06-25,2438.39990234375,2328.8024556762234,2450.9603874004893,0,32100.0,10170.344218887909,0.0,10170.344218887909
2018-06-26,2338.56005859375,2329.190697234813,2448.431060549068,0,30250.0,10170.344218887909,0.0,10170.344218887909
2018-06-27,2464.0,2334.5515020221173,2448.7804622494955,0,32875.0,10170.344218887909,0.0,10170.344218887909
2018-06-28,2508.800048828125,2341.476831390999,2450.123888561128,0,32100.0,10170.344218887909,0.0,10170.344218887909
2018-06-29,2362.8798828125,2342.327024522937,2448.17612197014,0,30850.0,10170.344218887909,0.0,10170.344218887909
2018-07-02,2415.360107421875,2345.226645740839,2447.445332001468,0,30925.0,10170.344218887909,0.0,10170.344218887909
2018-07-03,2415.360107421875,2348.0097879112645,2446.732574826754,0,31300.0,10170.344218887909,0.0,10170.344218887909
2018-07-05,2314.239990234375,2346.670310334725,2443.7964020698496,0,29650.0,10170.344218887909,0.0,10170.344218887909
2018-07-06,2199.360107421875,2340.8298813884103,2438.392189707683,0,27475.0,10170.344218887909,0.0,10170.344218887909
2018-07-09,2078.719970703125,2330.4424535486974,2430.458542402568,0,25175.0,10170.344218887909,0.0,10170.344218887909
2018-07-10,2034.56005859375,2318.721477302476,2421.745473196432,0,24550.0,10170.344218887909,0.0,10170.344218887909
2018-07-11,2101.760009765625,2310.13026444995,2414.7186274642613,0,25725.0,10170.344218887909,0.0,10170.344218887909
2018-07-12,2048.0,2299.7544287858573,2406.682867018218,0,24425.0,10170.344218887909,0.0,10170.344218887909
2018-07-13,2030.656005859375,2289.106682633304,2398.460493269894,0,24025.0,10170.344218887909,0.0,10170.344218887909
2018-07-16,1999.3599853515625,2277.6459612903686,2389.7515600625347,0,23775.0,10170.344218887909,0.0,10170.344218887909
2018-07-17,1966.0799560546875,2265.3263642907864,2380.525083215808,0,23325.0,10170.344218887909,0.0,10170.344218887909
2018-07-18,1955.8399658203125,2253.092975130795,2371.2947686394004,0,22975.0,10170.344218887909,0.0,10170.344218887909
2018-07-19,1996.800048828125,2242.965382734705,2363.1710160080897,0,23675.0,10170.344218887909,0.0,10170.344218887909
2018-07-20,2001.0880126953125,2233.410297605644,2355.331327025948,0,23825.0,10170.344218887909,0.0,10170.344218887909
2018-07-23,2019.8399658203125,2224.975879626506,2348.080801537814,0,23625.0,10170.344218887909,0.0,10170.344218887909
2018-07-24,1967.3599853515625,2214.804809086897,2339.867655582663,0,23050.0,10170.344218887909,0.0,10170.344218887909
2018-07-25,1949.43994140625,2204.3305817382447,2331.4599933456147,0,22850.0,10170.344218887909,0.0,10170.344218887909
2018-07-26,1954.56005859375,2194.4743962042603,2323.357682301993,0,22975.0,10170.344218887909,0.0,10170.344218887909
2018-07-27,2018.56005859375,2187.5343491592707,2316.8164615733385,0,23925.0,10170.344218887909,0.0,10170.344218887909
2018-07-30,2056.320068359375,2182.35899620829,2311.2352421837763,0,24950.0,10170.344218887909,0.0,10170.344218887909
2018-07-31,2008.3199462890625,2175.496102076071,2304.755702613499,0,23925.0,10170.344218887909,0.0,10170.344218887909
2018-08-01,1984.0,2167.946463947268,2297.905428533308,0,23525.0,10170.344218887909,0.0,10170.344218887909
2018-08-02,1963.52001953125,2159.8887360997187,2290.775154667764,0,23200.0,10170.344218887909,0.0,10170.344218887909
2018-08-03,1928.9599609375,2150.788210652014,2283.07170235365,0,22650.0,10170.344218887909,0.0,10170.344218887909
2018-08-06,1873.1519775390625,2139.8491283835924,2274.357027889378,0,21400.0,10170.344218887909,0.0,10170.344218887909
2018-08-07,1827.8399658203125,2127.558001043421,2264.8781289379103,0,20725.0,10170.344218887909,0.0,10170.344218887909
2018-08-08,1794.0479736328125,2114.4222152571733,2254.897336915036,0,20225.0,10170.344218887909,0.0,10170.344218887909
2018-08-09,1825.9200439453125,2103.061070866925,2245.8164335271017,0,20650.0,10170.344218887909,0.0,10170.344218887909
2018-08-10,1917.43994140625,2095.75255563233,2238.874608791169,0,22150.0,10170.344218887909,0.0,10170.344218887909
2018-08-13,2028.800048828125,2093.1168303322165,2234.4396007312,0,24125.0,10170.344218887909,0.0,10170.344218887909
2018-08-14,1926.4000244140625,2086.554668510723,2227.9449008990864,0,22300.0,10170.344218887909,0.0,10170.344218887909
2018-08-15,2046.719970703125,2084.986957816838,2224.1288505212106,0,24400.0,10170.344218887909,0.0,10170.344218887909
2018-08-16,1934.719970703125,2079.0739657328736,2218.042410995583,0,22450.0,10170.344218887909,0.0,10170.344218887909
2018-08-17,1887.3599853515625,2071.531050707783,2211.096498262538,0,21550.0,10170.344218887909,0.0,10170.344218887909
2018-08-20,1848.3199462890625,2062.75002532046,2203.485609757985,0,20925.0,10170.344218887909,0.0,10170.344218887909
2018-08-21,1885.43994140625,2055.775589537135,2196.8210030591017,0,21625.0,10170.344218887909,0.0,10170.344218887909
2018-08-22,1852.800048828125,2047.7925611169487,2189.6203890729985,0,21225.0,10170.344218887909,0.0,10170.344218887909
2018-08-23,1857.9200439453125,2040.325728214926,2182.6854824434467,0,21000.0,10170.344218887909,0.0,10170.344218887909
2018-08-24,1847.0400390625,2032.7255052540504,2175.675841875323,0,20800.0,10170.344218887909,0.0,10170.344218887909
2018-08-27,1849.5999755859373,2025.5255514455105,2168.8734137477168,0,20900.0,10170.344218887909,0.0,10170.344218887909
2018-08-28,1851.52001953125,2018.6848622857149,2162.259956392995,0,20900.0,10170.344218887909,0.0,10170.344218887909
2018-08-29,1833.5999755859373,2011.409318249844,2155.417974522509,0,20875.0,10170.344218887909,0.0,10170.344218887909
2018-08-30,1888.6400146484373,2006.5838030741097,2149.8698769005364,0,21550.0,10170.344218887909,0.0,10170.344218887909
2018-08-31,1900.1600341796875,2002.4011340294896,2144.681900075502,0,21025.0,10170.344218887909,0.0,10170.344218887909
2018-09-04,1873.9200439453125,1997.3520036243835,2139.0620201769816,0,21225.0,10170.344218887909,0.0,10170.344218887909
2018-09-05,1885.43994140625,1992.9543780023928,2133.802906396078,0,21450.0,10170.344218887909,0.0,10170.344218887909
2018-09-06,1943.0400390625,1990.9931319806687,2129.8509341181207,0,22425.0,10170.344218887909,0.0,10170.344218887909
2018-09-07,1971.8399658203125,1990.240618847036,2126.5804637615443,0,23025.0,10170.344218887909,0.0,10170.344218887909
2018-09-10,1918.719970703125,1987.4308343548987,2122.2820711093154,0,22050.0,10170.344218887909,0.0,10170.344218887909
2018-09-11,1862.4000244140625,1982.519178485082,2116.912623645532,0,21025.0,10170.344218887909,0.0,10170.344218887909
2018-09-12,1838.0799560546875,1976.845476114104,2111.1565807145357,0,20650.0,10170.344218887909,0.0,10170.344218887909
2018-09-13,1788.1600341796875,1969.4342258064123,2104.494452339439,0,19725.0,10170.344218887909,0.0,10170.344218887909
2018-09-14,1750.4000244140625,1960.8314656741552,2097.196912261951,0,19150.0,10170.344218887909,0.0,10170.344218887909
2018-09-17,1804.800048828125,1954.70356393168,2091.175758014104,0,19975.0,10170.344218887909,0.0,10170.344218887909
2018-09-18,1795.199951171875,1948.4396590765296,2085.085718429148,0,19900.0,10170.344218887909,0.0,10170.344218887909
2018-09-19,1733.1199951171875,1939.984258349211,2077.8492246956475,0,18815.0,10170.344218887909,0.0,10170.344218887909
2018-09-20,1704.9599609375,1930.7555677618625,2070.1883471108954,0,18380.0,10170.344218887909,0.0,10170.344218887909
2018-09-21,1700.2239990234375,1921.703757143646,2062.593201528573,0,18420.0,10170.344218887909,0.0,10170.344218887909
2018-09-24,1706.8800048828125,1913.2691286855447,2055.295931683812,0,18410.0,10170.344218887909,0.0,10170.344218887909
2018-09-25,1722.8800048828125,1905.794231225726,2048.4814484136555,0,18645.0,10170.344218887909,0.0,10170.344218887909
2018-09-26,1728.0,1898.8141412289424,2041.9162022164803,0,18950.0,10170.344218887909,0.0,10170.344218887909
2018-09-27,1711.3599853515625,1891.4551301387764,2035.1491944915765,0,18405.0,10170.344218887909,0.0,10170.344218887909
2018-09-28,1708.800048828125,1884.2848204236216,2028.4727826750584,0,18400.0,10170.344218887909,0.0,10170.344218887909
2018-10-01,1689.5999755859375,1876.6425783544228,2021.5447074164415,0,18060.0,10170.344218887909,0.0,10170.344218887909
2018-10-02,1689.5999755859375,1869.3006125547683,2014.762630412876,0,18115.0,10170.344218887909,0.0,10170.344218887909
2018-10-03,1676.800048828125,1861.7446871572083,2007.8619436932672,0,17860.0,10170.344218887909,0.0,10170.344218887909
2018-10-04,1779.199951171875,1858.5048028022936,2003.1958870082185,0,19520.0,10170.344218887909,0.0,10170.344218887909
2018-10-05,1807.3599853515625,1856.4974355334648,1999.2020886567527,0,20145.0,10170.344218887909,0.0,10170.344218887909
2018-10-08,1832.9599609375,1855.5736508968212,1995.8138183446292,0,20425.0,10170.344218887909,0.0,10170.344218887909
2018-10-09,1861.1199951171875,1855.7913235738447,1993.07014113307,0,20975.0,10170.344218887909,0.0,10170.344218887909
2018-10-10,2172.800048828125,1868.232317644716,1996.7291139671904,0,26155.0,10170.344218887909,0.0,10170.344218887909
2018-10-11,2359.0400390625,1887.493482194728,2004.1010028214905,0,29550.0,10170.344218887909,0.0,10170.344218887909
2018-10-12,2180.47998046875,1898.991065072201,2007.68780642106,0,26110.0,10170.344218887909,0.0,10170.344218887909
2018-10-15,2193.280029296875,1910.5394482086735,2011.4599549615316,0,26720.0,10170.344218887909,0.0,10170.344218887909
2018-10-16,2053.1201171875,1916.134403001596,2012.306252184068,0,23935.0,10170.344218887909,0.0,10170.344218887909
2018-10-17,2077.43994140625,1922.4639755422904,2013.6287202499943,0,24365.0,10170.344218887909,0.0,10170.344218887909
2018-10-18,2230.39990234375,1934.5469833744285,2018.0278131622003,0,26745.0,10170.344218887909,0.0,10170.344218887909
2018-10-19,2193.280029296875,1944.6991000276232,2021.582583940558,0,26380.0,10170.344218887909,0.0,10170.344218887909
2018-10-22,2213.1201171875,1955.231118452742,2025.4658111020208,0,26690.0,10170.344218887909,0.0,10170.344218887909
2018-10-23,2296.9599609375,1968.639226444131,2030.9674799505165,0,28160.0,10170.344218887909,0.0,10170.344218887909
2018-10-24,2474.239990234375,1988.4766249742715,2039.9459840465424,0,31990.0,10170.344218887909,0.0,10170.344218887909
2018-10-25,2423.0400390625,2005.526517211973,2047.7020569033104,0,30465.0,10170.344218887909,0.0,10170.344218887909
2018-10-26,2559.360107421875,2027.2555095065748,2058.056423631858,0,33275.0,10170.344218887909,0.0,10170.344218887909
2018-10-29,2581.760009765625,2049.010430242124,2068.649947309639,0,33400.0,10170.344218887909,0.0,10170.344218887909
2018-10-30,2483.840087890625,2066.069841252194,2077.044873993804,0,31660.0,10170.344218887909,0.0,10170.344218887909
2018-10-31,2405.1201171875,2079.3713749416647,2083.67561488455,0,30115.0,10170.344218887909,0.0,10170.344218887909
2018-11-01,2327.679931640625,2089.112796288832,2088.60517869564,1,28735.0,9153.309796999118,0.035393576540413814,10170.344218887909
2018-11-02,2346.239990234375,2099.200026975853,2093.808031032543,1,28855.0,9153.309796999118,0.035393576540413814,10174.591448072759
2018-11-05,2323.840087890625,2108.012640272656,2098.451631060652,1,28575.0,9153.309796999118,0.035393576540413814,10164.681246641443
2018-11-06,2245.1201171875,2113.3912800495123,2101.4112526025765,1,27150.0,9153.309796999118,0.035393576540413814,10114.245400071353
2018-11-07,2089.60009765625,2112.4579797511697,2101.173005276031,1,24235.0,9153.309796999118,0.035393576540413814,10011.073124456047
2018-11-08,2080.0,2111.184707853019,2100.746074193119,1,23950.0,9153.309796999118,0.035393576540413814,10000.985955142029
2018-11-09,2126.912109375,2111.801659543322,2101.273493500499,1,24995.0,9153.309796999118,0.035393576540413814,10037.972242626762
2018-11-12,2307.840087890625,2119.491726586072,2105.4357054699512,1,28050.0,9153.309796999118,0.035393576540413814,10146.099618957725
2018-11-13,2325.1201171875,2127.557888345386,2109.8606970590904,1,28445.0,9153.309796999118,0.035393576540413814,10160.080081691189
2018-11-14,2385.280029296875,2137.667412553012,2115.4064404669457,1,29505.0,9153.309796999118,0.035393576540413814,10197.597272824027
2018-11-15,2360.320068359375,2146.4011914266625,2120.3362872459293,1,29070.0,9153.309796999118,0.035393576540413814,10182.201067028947
2018-11-16,2252.159912109375,2150.5496428637007,2122.9888871813314,1,27060.0,9153.309796999118,0.035393576540413814,10111.059978182715
2018-11-19,2384.0,2159.706786998522,2128.2393597604973,1,29465.0,9153.309796999118,0.035393576540413814,10196.18152976241
2018-11-20,2517.1201171875,2173.726273550668,2136.05959000058,1,31920.0,9153.309796999118,0.035393576540413814,10283.072760169127
2018-11-21,2458.239990234375,2184.8861808936945,2142.5365114824526,1,30745.0,9153.309796999118,0.035393576540413814,10241.48530773414
2018-11-23,2479.360107421875,2196.436670690157,2149.3057705967144,1,31140.0,9153.309796999118,0.035393576540413814,10255.465770467603
2018-11-26,2339.199951171875,2202.036391778047,2153.1210120733717,1,28510.0,9153.309796999118,0.035393576540413814,10162.380664166316
2018-11-27,2297.60009765625,2205.784734805417,2156.0229604380893,1,27690.0,9153.309796999118,0.035393576540413814,10133.357931403176
2018-11-28,2229.760009765625,2206.7251216572704,2157.503593000927,1,26455.0,9153.309796999118,0.035393576540413814,10089.646864375765
2018-11-29,2270.080078125,2209.210086726089,2159.763489473713,1,27275.0,9153.309796999118,0.035393576540413814,10118.669597138905
2018-11-30,2206.080078125,2209.0873195998643,2160.6930103847103,1,26115.0,9153.309796999118,0.035393576540413814,10077.613048352025
2018-12-03,2086.39990234375,2204.275231461572,2159.202430555578,1,23900.0,9153.309796999118,0.035393576540413814,9999.216276315008
2018-12-04,2357.760009765625,2210.295224220666,2163.1851491328257,1,28490.0,9153.309796999118,0.035393576540413814,10161.672792635507
2018-12-06,2418.56005859375,2218.463752647542,2168.306211814878,1,29435.0,9153.309796999118,0.035393576540413814,10195.1197224662
2018-12-07,2580.47998046875,2232.6626051904263,2176.5695049997357,1,32680.0,9153.309796999118,0.035393576540413814,10309.971878339842
2018-12-10,2555.52001953125,2245.325511978783,2184.1648664619174,1,32580.0,9153.309796999118,0.035393576540413814,10306.4325206858
2018-12-11,2555.968017578125,2257.5092643134203,2191.615175478435,1,32245.0,9153.309796999118,0.035393576540413814,10294.57567254476
2018-12-12,2535.679931640625,2268.419374753519,2198.5080247459005,1,31855.0,9153.309796999118,0.035393576540413814,10280.772177694
2018-12-13,2496.639892578125,2277.3703473277897,2204.479290808498,1,31120.0,9153.309796999118,0.035393576540413814,10254.757898936796
2018-12-14,2598.39990234375,2289.9612936244125,2212.367313834191,1,32935.0,9153.309796999118,0.035393576540413814,10318.997240357647
2018-12-17,2725.760009765625,2307.0534635464423,2222.645407374548,1,35535.0,9153.309796999118,0.035393576540413814,10411.020539362722
2018-12-18,2738.56005859375,2323.977216451045,2232.9717395440443,1,35855.0,9153.309796999118,0.035393576540413814,10422.346483855656
2018-12-19,2728.9599609375,2339.860629105968,2242.897112536408,1,35405.0,9153.309796999118,0.035393576540413814,10406.41937441247
2018-12-20,2867.840087890625,2360.567880897029,2255.400421521648,1,38360.0,9153.309796999118,0.035393576540413814,10511.007393089392
2018-12-21,3012.47998046875,2386.135641455896,2270.5442963580517,1,41295.0,9153.309796999118,0.035393576540413814,10614.887540235506
2018-12-24,3163.52001953125,2416.6242594577134,2288.402914167888,1,44040.0,9153.309796999118,0.035393576540413814,10712.042907838942
