Date;VIX_open;VIX_close;VIX3M;SPY;VXX_open;VXX_close;SH_open;SH_close;asset_open;asset_close;SPY_returns;realized_vol;eVRP;VIX_minus_VIX3M;raw_signal;buy_signal;VXX_returns;SH_returns;strategy_returns;position;entry_price;exit_price;SH_strategy_returns;SH_position;SH_entry_price;SH_exit_price;ultra_strategy_returns;ultra_position;ultra_entry_price_VXX;ultra_entry_price_SH;pure_vxx_strategy_returns;pure_vxx_position;pure_vxx_entry_price;pure_vxx_exit_price;allocation_VXX;allocation_SPY;ultra_allocation_VXX;ultra_allocation_SH;ultra_allocation_SPY;cum_strategy;SPY_cum;ultra_cum_strategy;pure_vxx_cum_strategy;cum_buy_hold;SH_cum_strategy;portfolio_value;SH_portfolio_value;SPY_portfolio_value;ultra_portfolio_value;pure_vxx_portfolio_value
22/2/2018;20.56999969;18.71999931;19.05999947;270.3999939;2767.360107;2810.879883;118.5999985;118.8799973;2767.360107;2810.879883;0.001296079;25.11267648;-6.392677165;-0.340000153;False;False;-0.013033749;-0.001344117;0.001296079;0;;2767.360107;0.005084733;0;;118.5999985;0.001296079;0;;;0;0;;2767.360107;0;1;0;0;1;0.910730413;0.954465251;0.900454834;0.905943596;1.587852437;0.977018951;9107.30413;9770.189513;9544.652508;9004.548338;9059.435956
23/2/2018;17.95999908;16.48999977;17.5;274.7099915;2721.280029;2591.360107;118.2399979;117;2721.280029;2591.360107;0.01593934;13.93030876;2.559691013;-1.010000229;False;False;-0.078096463;-0.015814244;0.01593934;0;;;0;0;;;0.01593934;0;;;0;0;;;0;1;0;0;1;0.925246855;0.969678797;0.91480749;0.905943596;1.463846779;0.977018951;9252.468551;9770.189513;9696.787974;9148.074899;9059.435956
26/2/2018;16.53000069;15.80000019;16.92000008;277.8999939;2516.47998;2513.919922;116.5199966;115.6800003;2516.47998;2513.919922;0.011612255;13.44113829;2.358861902;-1.119999886;False;False;-0.029883992;-0.011282049;0.011612255;0;;;0;0;;;0.011612255;0;;;0;0;;;0;1;0;0;1;0.935991057;0.980938955;0.925430468;0.905943596;1.420101193;0.977018951;9359.910574;9770.189513;9809.389547;9254.304676;9059.435956
27/2/2018;15.82999992;18.59000015;19.02000046;274.4299927;2506.944092;2714.23999;115.5599976;117.1200027;2506.944092;2714.23999;-0.012486511;15.38162324;3.208376914;-0.430000305;False;False;0.079684347;0.012448154;-0.012486511;0;;;0;0;;;-0.012486511;0;;;0;0;;;0;1;0;0;1;0.924303795;0.96869045;0.91387507;0.905943596;1.53326103;0.977018951;9243.037951;9770.189513;9686.904501;9138.750703;9059.435956
28/2/2018;18.07999992;19.85000038;19.88999939;271.6499939;2644.47998;2826.23999;116.5199966;118.4000015;2644.47998;2826.23999;-0.010130084;16.83080468;3.019195699;-0.039999008;False;False;0.041263853;0.010928951;-0.010130084;0;;;0;0;;;-0.010130084;0;;;0;0;;;0;1;0;0;1;0.91494052;0.958877535;0.904617439;0.905943596;1.596529287;0.977018951;9149.405204;9770.189513;9588.775348;9046.174394;9059.435956
1/3/2018;19.95999908;22.46999931;21.42000008;267.7000122;2804.47998;3020.800049;118.4000015;120.0400009;2804.47998;3020.800049;-0.014540702;17.41529828;5.054701034;1.049999237;False;False;0.068840601;0.013851346;-0.014540702;0;;;0;0;;;-0.014540702;0;;;0;0;;;0;1;0;0;1;0.901636643;0.944934782;0.891463667;0.905943596;1.706435323;0.977018951;9016.366426;9770.189513;9449.34782;8914.636665;9059.435956
2/3/2018;22.46999931;19.59000015;19.86000061;269.0799866;3179.52002;2887.679932;120.9599991;119.4000015;3179.52002;2887.679932;0.005154928;16.14803226;3.441967892;-0.270000458;False;False;-0.044067835;-0.005331551;0.005154928;0;;;0;0;;;0.005154928;0;;;0;0;;;0;1;0;0;1;0.906284515;0.949805853;0.896059098;0.905943596;1.631236413;0.977018951;9062.845149;9770.189513;9498.05853;8960.590978;9059.435956
5/3/2018;21.54999924;18.72999954;19.20999908;272.1900024;2942.080078;2781.439941;120.0400009;118.1200027;2942.080078;2781.439941;0.011557961;17.42064753;1.309352015;-0.479999542;False;False;-0.036790778;-0.010720258;0.011557961;0;;;0;0;;;0.011557961;0;;;0;0;;;0;1;0;0;1;0.916759316;0.960783672;0.906415713;0.905943596;1.571221957;0.977018951;9167.593155;9770.189513;9607.836716;9064.157135;9059.435956
6/3/2018;18.25;18.36000061;19.23999977;272.8800049;2759.679932;2796.159912;117.5599976;117.7600021;2759.679932;2796.159912;0.002535003;17.13272511;1.227275497;-0.879999161;False;False;0.005292212;-0.003047753;0.002535003;0;;;0;0;;;0.002535003;0;;;0;0;;;0;1;0;0;1;0.919083303;0.963219261;0.90871348;0.905943596;1.579537197;0.977018951;9190.833031;9770.189513;9632.19261;9087.134799;9059.435956
7/3/2018;20.11000061;17.76000023;18.84000015;272.7799988;2848;2754.560059;118.8399963;117.8399963;2848;2754.560059;-0.000366484;16.86731884;0.892681393;-1.079999924;False;False;-0.014877494;0.000679299;-0.000366484;0;;;0;0;;;-0.000366484;0;;;0;0;;;0;1;0;0;1;0.918746474;0.962866257;0.908380451;0.905943596;1.556037641;0.977018951;9187.464739;9770.189513;9628.662567;9083.804512;9059.435956
8/3/2018;17.55999947;16.54000092;18.18000031;274.1000061;2725.120117;2725.76001;117.4800034;117.2799988;2725.120117;2725.76001;0.004839091;16.97479849;-0.434797577;-1.63999939;False;False;-0.010455408;-0.004752186;0.004839091;0;;;0;0;;;0.004839091;0;;;0;0;;;0;1;0;0;1;0.923192372;0.967525654;0.912776187;0.905943596;1.539768633;0.977018951;9231.92372;9770.189513;9675.256545;9127.761871;9059.435956
9/3/2018;16.40999985;14.64000034;17.01000023;278.8699951;2580.47998;2448;116.5599976;115.3199997;2580.47998;2448;0.017402367;17.33740989;-2.69740955;-2.369999886;False;False;-0.101901858;-0.016712134;0.017402367;0;;;0;0;;;0.017402367;0;;;0;0;;;0;1;0;0;1;0.939258105;0.984362891;0.928660654;0.905943596;1.382863348;0.977018951;9392.581048;9770.189513;9843.628914;9286.606537;9059.435956
12/3/2018;15.27999973;15.77999973;17.79999924;278.519989;2490.879883;2544.639893;115.0800018;115.4000015;2490.879883;2544.639893;-0.001255087;16.42739826;-0.64739853;-2.019999504;False;False;0.03947708;0.000693738;-0.001255087;0;;;0;0;;;-0.001255087;0;;;0;0;;;0;1;0;0;1;0.938079254;0.98312743;0.927495104;0.905943596;1.437454756;0.977018951;9380.792542;9770.189513;9831.274303;9274.951038;9059.435956
13/3/2018;15.69999981;16.35000038;18.04999924;276.7200012;2565.120117;2605.439941;114.8000031;116.1600037;2565.120117;2605.439941;-0.006462688;15.36125008;0.988750299;-1.699998856;False;False;0.02389338;0.006585807;-0.006462688;0;;;0;0;;;-0.006462688;0;;;0;0;;;0;1;0;0;1;0.932016741;0.976773784;0.921500992;0.905943596;1.471800409;0.977018951;9320.167407;9770.189513;9767.737845;9215.009923;9059.435956
14/3/2018;16.59000015;17.22999954;18.78000069;275.2999878;2591.360107;2662.399902;115.6800003;116.7600021;2591.360107;2662.399902;-0.005131589;14.54178974;2.688209802;-1.550001144;False;False;0.021861936;0.005165276;-0.005131589;0;;;0;0;;;-0.005131589;0;;;0;0;;;0;1;0;0;1;0.927234013;0.971761382;0.916772228;0.905943596;1.503976815;0.977018951;9272.340134;9770.189513;9717.613825;9167.722276;9059.435956
15/3/2018;16.98999977;16.59000015;18.20999908;275;2576.639893;2588.159912;116.5199966;116.8799973;2576.639893;2588.159912;-0.001089676;11.71259047;4.877409686;-1.619998932;False;False;-0.027884613;0.001027707;-0.001089676;0;;;0;0;;;-0.001089676;0;;;0;0;;;0;1;0;0;1;0.926223629;0.970702477;0.915773243;0.905943596;1.462039004;0.977018951;9262.236288;9770.189513;9707.024774;9157.732429;9059.435956
16/3/2018;16.60000038;15.80000019;17.73999977;274.2000122;2515.199951;2515.199951;116.6399994;116.7600021;2515.199951;2515.199951;-0.002909047;11.94021513;3.859785066;-1.93999958;False;False;-0.028189897;-0.001026652;-0.002909047;0;;;0;0;;;-0.002909047;0;;;0;0;;;0;1;0;0;1;0.923529201;0.967878659;0.913109216;0.905943596;1.420824275;0.977018951;9235.292011;9770.189513;9678.786587;9131.092159;9059.435956
19/3/2018;16.62999916;19.02000046;19.37999916;270.4899902;2580.47998;2775.679932;117.1600037;118.4000015;2580.47998;2775.679932;-0.013530349;12.87100323;6.148997223;-0.359998703;False;False;0.103562335;0.014045901;-0.013530349;0;;;0;0;;;-0.013530349;0;;;0;0;;;0;1;0;0;1;0.911033528;0.954782922;0.900754529;0.905943596;1.567968155;0.977018951;9110.335284;9770.189513;9547.829223;9007.545292;9059.435956
20/3/2018;18.37999916;18.20000076;18.87999916;270.9500122;2757.120117;2722.560059;118.1999969;118.1600037;2757.120117;2722.560059;0.001700699;12.82087751;5.379123253;-0.679998398;False;False;-0.019137607;-0.002027009;0.001700699;0;;;0;0;;;0.001700699;0;;;0;0;;;0;1;0;0;1;0.912582922;0.95640672;0.902286441;0.905943596;1.537960996;0.977018951;9125.829219;9770.189513;9564.067204;9022.864412;9059.435956
21/3/2018;17.76000023;17.86000061;18.70999908;270.4299927;2685.439941;2623.360107;118.0400009;118.1999969;2685.439941;2623.360107;-0.001919245;12.83392505;5.02607556;-0.849998474;False;False;-0.036436277;0.000338467;-0.001919245;0;;;0;0;;;-0.001919245;0;;;0;0;;;0;1;0;0;1;0.910831451;0.954571141;0.900554732;0.905943596;1.481923424;0.977018951;9108.314514;9770.189513;9545.711413;9005.547322;9059.435956
22/3/2018;18.12999916;23.34000015;21.65999985;263.6700134;2890.23999;3020.800049;119.4000015;121.2399979;2890.23999;3020.800049;-0.024997151;17.15303889;6.18696126;1.680000305;False;False;0.151500337;0.025719129;-0.024997151;0;;;0;0;;;-0.024997151;0;;;0;0;;;0;1;0;0;1;0.88806326;0.930709583;0.87804343;0.905943596;1.706435323;0.977018951;8880.632605;9770.189513;9307.095827;8780.4343;9059.435956
23/3/2018;24.02000046;24.87000084;22.79000092;258.0499878;3010.560059;3200;121;123.7600021;3010.560059;3200;-0.021314618;14.55544008;10.31456076;2.079999924;False;False;0.059322017;0.020785255;-0.021314618;0;;;0;0;;;-0.021314618;0;;;0;0;;;0;1;0;0;1;0.869134531;0.910871863;0.85932827;0.905943596;1.807664507;0.977018951;8691.345313;9770.189513;9108.718634;8593.282696;9059.435956
26/3/2018;23.40999985;21.03000069;20.70000076;265.1099854;3016.959961;2963.199951;121.8799973;120.4000015;3016.959961;2963.199951;0.027359031;22.83236233;-1.802361644;0.329999924;True;False;-0.074000015;-0.027149326;0.027359031;0;;;0;0;;;0.027359031;0;;;0;0;;;0;1;0;0;1;0.89291321;0.935792435;0.882838658;0.905943596;1.673897306;0.977018951;8929.132097;9770.189513;9357.924348;8828.386582;9059.435956
27/3/2018;20.32999992;22.5;21.94000053;260.6000061;2963.199951;3185.919922;119.9599991;122.5599976;2963.199951;3185.919922;-0.017011729;23.64335245;-1.14335245;0.559999466;True;True;0.075161978;0.017940166;0.021419847;1;2963.199951;;0;1;119.9599991;;0.031240516;1;2963.199951;119.9599991;0.075161978;1;2963.199951;;0.5;0.95;0.5;0.5;0.9;0.912039274;0.919872987;0.910418994;0.974036109;1.799710739;0.977018951;9120.392736;9770.189513;9198.729874;9104.189935;9740.361086
28/3/2018;22.52000046;22.87000084;22.30999947;259.8299866;3278.719971;3206.080078;122.5199966;122.9199982;3278.719971;3206.080078;-0.002954795;23.68796827;-0.817967434;0.560001373;True;True;0.006327892;0.002937342;0.000356891;1;;;0;1;;;0.001973301;1;;;0.006327892;1;;;0.5;0.95;0.5;0.5;0.9;0.912364772;0.917154952;0.912215525;0.980199704;1.811099114;0.977018951;9123.647721;9770.189513;9171.549515;9122.155247;9801.997036
29/3/2018;22.87000084;19.96999931;20.54999924;263.1499939;3136;3136;122.3199997;121.1999969;3136;3136;0.012777614;25.3992815;-5.429282192;-0.579999924;False;True;-0.021858493;-0.013992851;0.001209487;1;;;0;1;;;-0.006425819;1;;;-0.021858493;1;;;0.5;0.95;0.5;0.5;0.9;0.913468265;0.928874004;0.906353793;0.958774015;1.771511217;0.977018951;9134.682655;9770.189513;9288.740037;9063.537927;9587.740155
2/4/2018;21.06999969;23.62000084;22.56999969;257.4700012;3114.23999;3317.76001;121.6399994;123.9599991;3114.23999;3317.76001;-0.02158462;26.80816807;-3.188167226;1.050001144;True;False;0.057959187;0.022772295;-0.02158462;0;;3114.23999;0.014004671;0;;121.6399994;-0.02158462;0;;;0;0;;3114.23999;0;1;0;0;1;0.8937514;0.908824611;0.88679049;0.958774015;1.874186567;0.99070178;8937.513999;9907.017801;9088.246111;8867.904903;9587.740155
3/4/2018;23.03000069;21.10000038;21.02000046;260.769989;3235.840088;3175.679932;123.2399979;122.4000015;3235.840088;3175.679932;0.01281698;28.01216941;-6.912169028;0.079999924;True;True;-0.042824097;-0.012584685;-0.009235918;1;3235.840088;;0;1;123.2399979;;-0.01616911;1;3235.840088;123.2399979;-0.042824097;1;3235.840088;;0.5;0.95;0.5;0.5;0.9;0.885496785;0.920472998;0.872451878;0.917715384;1.793926219;0.99070178;8854.967853;9907.017801;9204.729977;8724.518778;9177.153836
4/4/2018;21.68000031;20.05999947;20.42000008;263.5599976;3367.679932;3115.52002;124.2799988;120.9599991;3367.679932;3115.52002;0.010699117;28.83327576;-8.773276295;-0.36000061;False;True;-0.018943947;-0.011764726;0.000692187;1;;;0;1;;;-0.005725131;1;;;-0.018943947;1;;;0.5;0.95;0.5;0.5;0.9;0.886109715;0.930321246;0.867456976;0.900330232;1.759942175;0.99070178;8861.09715;9907.017801;9303.212457;8674.569762;9003.302321
5/4/2018;19.76000023;18.94000053;19.61000061;265.6400146;3031.679932;3031.679932;120.1999969;120.1200027;3031.679932;3031.679932;0.007892006;29.31598288;-10.37598234;-0.670000076;False;False;-0.026910464;-0.006944414;0.007892006;0;;3031.679932;-0.024667324;0;;120.1999969;0.007892006;0;;;0;0;;3031.679932;0;1;0;0;1;0.893102898;0.937663347;0.874302952;0.900330232;1.712581316;0.966263819;8931.028982;9662.638186;9376.633466;8743.029519;9003.302321
6/4/2018;20.32999992;21.48999977;21.20000076;259.7200012;3066.23999;3187.199951;121.1999969;122.8799973;3066.23999;3187.199951;-0.02228585;28.73678982;-7.246790053;0.289999008;True;False;0.051298298;0.022976977;-0.02228585;0;;;0;0;;;-0.02228585;0;;;0;0;;;0;1;0;0;1;0.873199341;0.916766722;0.854818368;0.900330232;1.800433822;0.966263819;8731.993413;9662.638186;9167.667222;8548.183678;9003.302321
9/4/2018;21.27000046;21.77000046;21.22999954;261;3187.199951;3187.199951;122.0400009;122.2799988;3187.199951;3187.199951;0.00492838;26.57272401;-4.802723553;0.540000916;True;True;0;-0.0048828;0.004681961;1;3187.199951;;0;1;122.0400009;;0.001994142;1;3187.199951;122.0400009;0;1;3187.199951;;0.5;0.95;0.5;0.5;0.9;0.877287626;0.921284897;0.856522997;0.900330232;1.800433822;0.966263819;8772.876263;9662.638186;9212.848967;8565.229967;9003.302321
10/4/2018;20.51000023;20.46999931;20.39999962;265.1499939;3187.199951;3187.199951;120.7200012;120.3199997;3187.199951;3187.199951;0.01590036;23.91123207;-3.441232755;0.069999695;True;True;0;-0.016028779;0.015105342;1;;;0;1;;;0.006295934;1;;;0;1;;;0.5;0.95;0.5;0.5;0.9;0.890539356;0.935933658;0.861915609;0.900330232;1.800433822;0.966263819;8905.393557;9662.638186;9359.33658;8619.156091;9003.302321
11/4/2018;20.95000076;20.23999977;20.37000084;263.7600098;3187.199951;3187.199951;121.0800018;121;3187.199951;3187.199951;-0.005242256;22.22060847;-1.980608697;-0.130001068;False;True;0;0.005651598;-0.004980143;1;;;0;1;;;-0.001892231;1;;;0;1;;;0.5;0.95;0.5;0.5;0.9;0.886104342;0.931027254;0.860284666;0.900330232;1.800433822;0.966263819;8861.043423;9662.638186;9310.272543;8602.846655;9003.302321
12/4/2018;19.82999992;18.48999977;19.28000069;265.9299927;3077.76001;3077.76001;120.3199997;120;3077.76001;3077.76001;0.008227111;22.33057397;-3.840574194;-0.790000916;False;False;-0.034337332;-0.008264463;0.008227111;0;;3077.76001;-0.01409375;0;;120.3199997;0.008227111;0;;;0;0;;3077.76001;0;1;0;0;1;0.893394421;0.938686919;0.867362323;0.900330232;1.738611729;0.952645538;8933.944212;9526.455383;9386.869189;8673.623231;9003.302321
13/4/2018;18.27000046;17.40999985;18.54999924;265.1499939;2942.719971;2942.719971;119.3199997;120.4000015;2942.719971;2942.719971;-0.002933098;21.67177712;-4.261777273;-1.13999939;False;False;-0.043876078;0.003333346;-0.002933098;0;;;0;0;;;-0.002933098;0;;;0;0;;;0;1;0;0;1;0.890774008;0.935933658;0.864818264;0.900330232;1.662328264;0.952645538;8907.740076;9526.455383;9359.33658;8648.182642;9003.302321
16/4/2018;17.59000015;16.55999947;17.81999969;267.3299866;2793.600098;2793.600098;119.5199966;119.3600006;2793.600098;2793.600098;0.008221734;17.8665982;-1.306598738;-1.260000229;False;False;-0.050674164;-0.008637881;0.008221734;0;;;0;0;;;0.008221734;0;;;0;0;;;0;1;0;0;1;0.898097714;0.943628655;0.87192857;0.900330232;1.57809117;0.952645538;8980.977144;9526.455383;9436.286555;8719.285698;9003.302321
17/4/2018;16.15999985;15.25;16.79999924;270.1900024;2579.199951;2579.199951;118.4800034;118.0800018;2579.199951;2579.199951;0.010698448;17.59759752;-2.347597515;-1.549999237;False;False;-0.0767469;-0.01072385;0.010698448;0;;;0;0;;;0.010698448;0;;;0;0;;;0;1;0;0;1;0.907705966;0.953724017;0.881256852;0.900330232;1.456977565;0.952645538;9077.059658;9526.455383;9537.240172;8812.56852;9003.302321
18/4/2018;15.30000019;15.60000038;16.79999924;270.3900146;2640.639893;2595.840088;117.8799973;118;2640.639893;2595.840088;0.000740265;17.17952554;-1.579525157;-1.199998856;False;False;0.006451666;-0.000677522;0.000740265;0;;;0;0;;;0.000740265;0;;;0;0;;;0;1;0;0;1;0.908377909;0.954430026;0.881909216;0.900330232;1.466377498;0.952645538;9083.779088;9526.455383;9544.300258;8819.092156;9003.302321
19/4/2018;15.55000019;15.96000004;17.12000084;268.8900146;2667.52002;2622.080078;118.3600006;118.7200012;2667.52002;2622.080078;-0.005547542;17.34747815;-1.387478116;-1.160000801;False;False;0.010108477;0.006101705;-0.005547542;0;;;0;0;;;-0.005547542;0;;;0;0;;;0;1;0;0;1;0.903338644;0.949135285;0.877016787;0.900330232;1.481200342;0.952645538;9033.38644;9526.455383;9491.35285;8770.16787;9003.302321
20/4/2018;16.15999985;16.87999916;17.71999931;266.6099854;2723.199951;2695.040039;118.7200012;119.7200012;2723.199951;2695.040039;-0.008479412;12.91666755;3.963331612;-0.840000153;False;False;0.027825222;0.008423181;-0.008479412;0;;;0;0;;;-0.008479412;0;;;0;0;;;0;1;0;0;1;0.895678863;0.941087176;0.8695802;0.900330232;1.52241507;0.952645538;8956.788632;9526.455383;9410.871756;8695.802001;9003.302321
