Date,High,Low,Close
2013-01-02,21.21692563628084,20.43777120443936,21.04910659790039
2013-01-03,20.977189469639917,20.47373683091527,20.875301361083984
2013-01-04,20.911257802120545,20.527675329656848,20.611583709716797
2013-01-07,21.246899341329147,20.46774694812226,20.65354347229004
2013-01-08,20.761425102061548,19.994259996537796,20.204030990600586
2013-01-09,20.347868559219325,20.144090112694958,20.317901611328125
2013-01-10,20.377836227416992,19.976274081551203,20.377836227416992
2013-01-11,20.55977928530052,20.226211708858088,20.52945327758789
2013-01-14,20.772053641536402,20.49913568572587,20.675016403198242
2013-01-15,21.057103171136315,20.444553676956247,20.984323501586914
2013-01-16,21.554414749145508,20.893347929778976,21.554414749145508
2013-01-17,22.257940239090477,21.68178057235964,22.088123321533203
2013-01-18,22.633947372436523,21.857649804261396,22.633947372436523
2013-01-22,22.591505631339764,21.79094776452129,22.088123321533203
2013-01-23,22.949325879098783,22.136638245489497,22.925065994262695
2013-01-24,23.36173954947711,22.57937545163186,22.7188663482666
2013-01-25,22.94932706831685,22.221546680370846,22.803770065307617
2013-01-28,22.9675242697592,22.26400366242369,22.373170852661133
2013-01-29,22.718866472544672,21.985022150497418,22.62789535522461
2013-01-30,22.761315629766276,22.324649263026274,22.39742660522461
2013-01-31,22.39742811677878,21.99714923734899,22.25187110900879
2013-02-01,22.561173595996344,22.14876486976628,22.549043655395508
2013-02-04,22.621829194270028,22.166966667655146,22.609699249267578
2013-02-05,22.88261940516544,22.549053983286775,22.56118392944336
2013-02-06,22.609695189051212,22.354973330393676,22.52478790283203
2013-02-07,22.78558012550482,21.712104278282215,22.088123321533203
2013-02-08,22.08811690202304,21.73029403716069,21.985015869140625
2013-02-11,21.94256267323289,21.681774708439004,21.742422103881836
2013-02-12,21.772742316502644,21.348203720819036,21.48162841796875
2013-02-13,21.57260572413835,21.317883908528223,21.390661239624023
2013-02-14,22.27613155098986,21.232979524369576,22.179094314575195
2013-02-15,22.931128264671102,22.397422455809306,22.791637420654297
2013-02-19,23.246511646271067,22.50660110020471,23.161602020263672
2013-02-20,23.731694330374943,22.809839353093317,23.416322708129883
2013-02-21,23.671047201202718,23.161601034592216,23.519426345825195
2013-02-22,23.56187602470258,23.131273423337213,23.325347900390625
2013-02-25,23.4163222072128,22.664281845092773,22.664281845092773
2013-02-26,22.803766460944768,22.415617599004385,22.494461059570312
2013-02-27,22.42775341714147,22.075994286413565,22.276132583618164
2013-02-28,22.524792133848102,22.136643144765493,22.39136505126953
2013-03-01,23.088808300170566,22.166953835584156,22.931123733520508
2013-03-04,23.197985048861344,22.7613163546644,23.19192123413086
2013-03-05,23.392066481406328,22.615768405742887,22.74919319152832
2013-03-06,22.961454935194972,22.664277141298978,22.8886775970459
2013-03-07,23.05242983543824,22.7067345302187,22.737060546875
2013-03-08,22.83409831175997,22.536920461943748,22.646087646484375
2013-03-11,23.13733977040223,22.488402797841935,22.84622573852539
2013-03-12,23.228310811675993,22.470206657812216,22.542984008789062
2013-03-13,22.797708207533432,22.464142842543428,22.542984008789062
2013-03-14,22.797702345376578,22.354969910989524,22.779508590698242
2013-03-15,23.373871173998026,22.609700781896457,23.349611282348633
2013-03-18,23.343544618322618,23.04030295035223,23.143404006958008
2013-03-19,23.288954095337765,22.949322695398592,23.264694213867188
2013-03-20,23.768082582125427,23.295026290981536,23.689241409301758
2013-03-21,23.634651860071962,23.33747406385313,23.34354019165039
2013-03-22,23.6346549987793,23.228309983745593,23.634654998779297
2013-03-25,23.968217120077238,23.61039192791363,23.846920013427734
2013-03-26,24.574698852023953,23.99853936548187,24.386688232421875
2013-03-27,24.435212849560067,24.053127720618974,24.350305557250977
2013-03-28,24.744517486011762,24.125904259667706,24.73238754272461
2013-04-01,24.950722854520333,24.235072367901743,24.9385929107666
2013-04-02,24.999235751555062,24.574697091177672,24.68992805480957
2013-04-03,25.138726327956032,24.471593493462716,24.60502052307129
2013-04-04,25.33887682713395,24.63535614470553,25.22970962524414
2013-04-05,25.169056369883968,24.92039831515724,25.05382537841797
2013-04-08,25.39345685696286,24.908270646546452,25.332809448242188
2013-04-09,26.41841181913462,25.350999978647337,25.805862426757812
2013-04-10,26.545773068234542,25.77553903588903,26.45479965209961
2013-04-11,26.754728276450535,26.38747143642243,26.44256019592285
2013-04-12,26.497646689013155,26.087540995595827,26.375226974487305
2013-04-15,26.338501874542118,25.34690656627703,25.36526870727539
2013-04-16,26.032450750217947,25.175517467527726,25.983484268188477
2013-04-17,25.97123974932413,25.353021332196963,25.854942321777344
2013-04-18,26.099778348724154,25.640706255812837,25.903907775878906
2013-04-19,26.063056129994795,25.830458930796883,25.94675636291504
2013-04-22,27.44027637146645,26.24668820117638,27.054655075073242
2013-04-23,28.352295750558874,27.177072169273924,27.630022048950195
2013-04-24,27.7524455596669,26.895509829634985,27.12810707092285
2013-04-25,27.415782531911333,26.785322015120887,27.079130172729492
2013-04-26,28.346176723094896,27.391305781521538,28.058490753173828
2013-04-29,28.113583698094686,27.574938291639455,27.685115814208984
2013-04-30,28.297212129524407,27.55045388417823,28.187034606933594
2013-05-01,28.21151588369112,27.880983352661133,27.880983352661133
2013-05-02,27.960552895565744,26.846538066382823,26.926111221313477
2013-05-03,27.403557552820175,26.828187747075074,27.348468780517578
2013-05-06,27.513728141410425,27.024051586388712,27.293373107910156
2013-05-07,27.544333220899855,27.189316249715358,27.48924446105957
2013-05-08,27.57492837254776,26.558848957097453,26.620059967041016
2013-05-09,27.20766978233256,26.473154058233284,27.079130172729492
2013-05-10,27.550451278686523,27.054654808878254,27.550451278686523
2013-05-13,27.415778429305803,27.036277255418543,27.262754440307617
2013-05-14,27.862619657512298,26.987321893615995,27.758562088012695
2013-05-15,28.72567698355836,27.838136960731678,28.174789428710938
2013-05-16,28.70731920505608,28.1625515025097,28.284971237182617
2013-05-17,28.976639067588582,28.064614549044652,28.872581481933594
2013-05-20,28.85421228514882,28.19926958809223,28.315567016601562
2013-05-21,28.74404645464534,28.260489737059316,28.486967086791992
2013-05-22,29.380616654482637,28.064608932849286,28.62161636352539
2013-05-23,28.73791018975405,28.16866067298552,28.517555236816406
2013-05-24,28.45023268246697,27.734081209309,27.81365203857422
2013-05-28,28.180915998661757,27.36070681127363,27.783052444458008
2013-05-29,27.654500513193447,26.803687353062333,26.858776092529297
2013-05-30,27.617781230294412,26.975080656101316,27.26888656616211
2013-05-31,27.354578771987423,26.124266417824984,26.130386352539062
2013-06-03,26.67515301276936,26.167112055586895,26.540491104125977
2013-06-04,27.219921916816126,26.55273688807034,26.705760955810547
2013-06-05,26.871042286047295,26.130403608605157,26.34463882446289
2013-06-06,26.6690348311593,26.10590737226423,26.626188278198242
2013-06-07,27.09750007082055,26.626185698942702,26.932233810424805
2013-06-10,27.134233931018827,26.454806568492675,26.883272171020508
2013-06-11,26.96284004330716,26.35074377746608,26.681276321411133
2013-06-12,26.93223172987912,26.148749372197624,26.179353713989258
2013-06-13,26.442557316588264,24.545057623163334,26.41195297241211
2013-06-14,26.62618936719106,26.01409305989931,26.448680877685547
2013-06-17,26.626189742570453,26.124270950312074,26.326261520385742
2013-06-18,26.662911302090972,26.09366164951811,26.65066909790039
2013-06-19,26.828195709868403,26.326274338269595,26.34463882446289
2013-06-20,26.185481216940726,25.04086169137251,25.13267707824707
2013-06-21,26.142630336223238,25.21836602401651,26.087541580200195
2013-06-24,25.952881217144732,25.291816164622187,25.640710830688477
2013-06-25,26.179359185571542,25.46932756678307,26.093666076660156
2013-06-26,26.69352197618535,26.33850497534149,26.5527400970459
2013-06-27,26.919992481343726,26.160994447760284,26.39971160888672
2013-06-28,26.30177161196218,25.29181205738468,25.304054260253906
2013-07-01,25.665188949676203,25.138785944647243,25.469318389892578
2013-07-02,26.056939131318426,25.450965105917756,25.836584091186523
2013-07-03,25.897794277572583,25.469326417389677,25.848825454711914
2013-07-05,26.216081260496683,25.89779095759169,26.14875030517578
2013-07-08,26.742484299735718,26.209961216466677,26.736364364624023
2013-07-09,27.073021692707492,26.473167540765395,26.516014099121094
2013-07-10,27.005683500569834,26.54049141921968,26.87714385986328
2013-07-11,27.247776066026525,26.765952629708828,27.043926239013672
2013-07-12,27.865503966188687,27.05628543439428,27.828439712524414
2013-07-15,27.779026984162265,27.513405686487562,27.562822341918945
2013-07-16,27.655479624588512,26.994515710003704,27.06246566772461
2013-07-17,27.272489806969748,27.01922330022112,27.155120849609375
2013-07-18,27.525759020261585,27.062466411891734,27.377504348754883
2013-07-19,27.741958892863657,27.25395682209217,27.501047134399414
2013-07-22,27.85932838836973,27.05628832461714,27.77902603149414
2013-07-23,27.853153857028424,27.321911248108503,27.37133026123047
2013-07-24,27.40839257902496,26.8030237976979,26.957454681396484
2013-07-25,27.44544579971981,26.778303519408897,27.328079223632812
2013-07-26,27.871686601462095,27.284848743248247,27.66783905029297
2013-07-29,28.07552744299759,27.470158827368955,27.83461570739746
2013-07-30,27.93962866581364,27.303374327740453,27.61223602294922
2013-07-31,28.359682157310093,27.680187336937998,28.09406089782715
2013-08-01,28.353511370309736,27.82226874997282,27.951990127563477
2013-08-02,28.056999218903748,27.680189877002274,27.995227813720703
2013-08-05,28.026115164769415,27.47634161444799,27.618417739868164
2013-08-06,27.791376769795335,27.439272264300303,27.723426818847656
2013-08-07,27.711069349870876,27.315726790148965,27.53192901611328
2013-08-08,27.90874185148343,27.556639721540524,27.83461570739746
2013-08-09,27.797558124435067,27.470165416137633,27.618417739868164
2013-08-12,27.92109745759007,27.42074066770736,27.822261810302734
2013-08-13,27.90875103690871,27.599889252397926,27.75432014465332
2013-08-14,27.93962179480965,27.457798422832443,27.538103103637695
2013-08-15,27.56281965074002,26.64241303079005,26.691829681396484
2013-08-16,26.648584160921274,26.203822607900083,26.562103271484375
2013-08-19,27.062460638527554,26.531218183900794,26.790660858154297
2013-08-20,26.858617044422935,26.469450586183957,26.5435791015625
2013-08-21,26.487985553923806,26.09881907128579,26.135883331298828
2013-08-22,26.62388383170204,26.123529268652327,26.512693405151367
2013-08-23,26.87097445356197,26.469453203063846,26.827733993530273
2013-08-26,27.019224439982434,26.679474661110444,26.840084075927734
2013-08-27,26.61770555704128,26.315020006943833,26.333553314208984
2013-08-28,26.444740762782715,26.160586195428124,26.29030990600586
2013-08-29,26.617700431430887,26.104988897007143,26.327369689941406
2013-08-30,26.580638310680673,26.12970049172628,26.321195602416992
2013-09-03,26.73507003549224,26.135879894197284,26.308841705322266
2013-09-04,26.648588383138353,26.308840968051847,26.642412185668945
2013-09-05,26.969803311616264,26.562105965473087,26.87714385986328
2013-09-06,27.396043108099928,26.49416713894203,27.11189079284668
2013-09-09,27.45163938048847,26.870979971937977,27.445463180541992
2013-09-10,27.68018682332953,27.241601411773548,27.661653518676758
2013-09-11,27.779023070926623,27.420742354700398,27.76666831970215
2013-09-12,27.766666870553603,27.48869087358017,27.61223602294922
2013-09-13,27.72960662841797,27.44545439328115,27.72960662841797
2013-09-16,28.384389476165712,27.914918392829357,28.30408477783203
2013-09-17,29.465414517418196,28.32880306372953,29.403640747070312
2013-09-18,29.91015900739673,28.958866981402814,29.60129737854004
2013-09-19,29.792805354948594,29.224500842519692,29.28009605407715
2013-09-20,29.650732730461257,29.236859050517594,29.551897048950195
2013-09-23,29.378926904900165,28.98976048783272,29.094772338867188
2013-09-24,29.002112181684456,28.378210269379927,28.40291976928711
2013-09-25,28.514109138201942,27.80990491113582,28.001399993896484
2013-09-26,28.180547679196106,27.680193112023378,27.79755973815918
2013-09-27,27.735778640817365,27.192181447065394,27.383676528930664
2013-09-30,27.766675393322334,27.198368474358322,27.630775451660156
2013-10-01,28.353506545303745,27.680187908410932,28.291732788085938
2013-10-02,28.3967484440897,27.87168208490925,28.3843936920166
2013-10-03,28.625299493282657,27.85932151957946,28.421449661254883
