Date,High,Low,Close
2006-02-27,11.309772584652364,10.796918963314209,11.163243293762207
2006-02-28,11.182522175908677,10.796917962946308,11.105401039123535
2006-03-01,11.757074300444915,11.2403645111747,11.52956771850586
2006-03-02,11.760928509927592,11.525709704374906,11.683807373046875
2006-03-03,11.64524929453938,11.367613748326086,11.43316650390625
2006-03-06,11.568126330187212,11.182522119180973,11.22108268737793
2006-03-07,11.298205232115363,11.101547694410439,11.201804161071777
2006-03-08,11.375325336348897,11.093834411320966,11.163243293762207
2006-03-09,11.375325641720792,11.1825235122001,11.356045722961426
2006-03-10,11.394606590270996,11.201804443325756,11.394606590270996
2006-03-13,11.915170653784966,11.394604792087014,11.760929107666016
2006-03-14,11.838045120239258,11.568121979850197,11.838045120239258
2006-03-15,12.532131852068066,11.953725766588,12.397171020507812
2006-03-16,12.686380000595229,12.339335598501988,12.605401992797852
2006-03-17,12.724940224794256,12.36247276005909,12.667098999023438
2006-03-20,12.802062474560806,12.57069902245792,12.782782554626465
2006-03-21,13.110543609044534,12.724939385249106,13.033422470092773
2006-03-22,13.110544204711914,12.879182248308258,13.110544204711914
2006-03-23,13.168385429294549,12.937022001927449,13.110544204711914
2006-03-24,13.176099005371176,12.362475119788888,12.566844940185547
2006-03-27,12.56683800685481,11.903599202263672,11.915166854858398
2006-03-28,12.493578164419052,11.8958911415605,12.489721298217773
2006-03-29,12.724940589299552,12.165814117698233,12.609259605407715
2006-03-30,12.647820925171256,12.25836122387218,12.335481643676758
2006-03-31,12.435736941288646,12.119541577047686,12.320055961608887
2006-04-03,12.543706481125994,12.146534552191255,12.223655700683594
2006-04-04,12.26221271741187,11.992290230772436,12.10797119140625
2006-04-05,12.107975984958102,11.857333314034246,11.953734397888184
2006-04-06,12.127251453059733,11.953729282190144,12.030850410461426
2006-04-07,12.18509394294812,12.03470779154264,12.069412231445312
2006-04-10,12.146533958134127,11.976867881038,11.992292404174805
2006-04-11,11.992292639015952,11.348333495078812,11.460158348083496
2006-04-12,11.618255013455498,11.182522561399132,11.371468544006348
2006-04-13,11.548842686305363,11.105397398390014,11.317480087280273
2006-04-17,11.506428134545057,11.278921622467028,11.363754272460938
2006-04-18,11.637535854958243,11.36761259800556,11.606687545776367
2006-04-19,11.760928394541931,11.606686857775419,11.710800170898438
2006-04-20,11.818767547607422,11.710798851773479,11.818767547607422
2006-04-21,11.973012129284665,11.814914439536226,11.899747848510742
2006-04-24,12.069412231445312,11.857330196912727,12.069412231445312
2006-04-25,12.127254855044768,11.969157159671886,12.05013370513916
2006-04-26,12.262212980954217,12.096403796610572,12.227508544921875
